fid,crs28992re,avg_woz,1COR_DEN_INDEX_WALK
"100860",E1210N4924,"239","0.33"
"100861",E1211N4924,"232","0.33"
"100986",E1211N4923,"260","0.33"
"100862",E1212N4924,"244","0.33"
"100987",E1212N4923,"259","0.33"
"100863",E1213N4924,"235","0.33"
"100864",E1214N4924,"565","0.33"
"100988",E1214N4923,"504","0.33"
"100865",E1215N4924,"389","0.33"
"100866",E1216N4924,"392","0.33"
"100989",E1215N4923,"469","0.33"
"100990",E1216N4923,"503","0.33"
"100991",E1217N4923,"581","0.33"
"100992",E1218N4923,"537","0.33"
"100993",E1219N4923,"616","0.33"
"100994",E1220N4923,"644","0.33"
"100995",E1221N4923,"683","0.27"
"100996",E1222N4923,"495","0.28"
"100634",E1211N4926,"261","0.33"
"100746",E1212N4925,"259","0.33"
"100636",E1213N4926,"575","0.33"
"100748",E1214N4925,"529","0.33"
"100637",E1214N4926,"382","0.33"
"100749",E1215N4925,"373","0.33"
"100638",E1215N4926,"462","0.33"
"100750",E1216N4925,"319","0.33"
"100639",E1216N4926,"450","0.33"
"100751",E1217N4925,"339","0.33"
"100640",E1217N4926,"328","0.33"
"100641",E1218N4926,"352","0.31"
"100752",E1218N4925,"307","0.33"
"100642",E1219N4926,"407","0.28"
"100753",E1219N4925,"353","0.33"
"100643",E1220N4926,"411","0.27"
"100754",E1220N4925,"409","0.29"
"100644",E1221N4926,"434","0.27"
"100755",E1221N4925,"334","0.27"
"100645",E1222N4926,"492","0.27"
"100756",E1222N4925,"310","0.27"
"100757",E1223N4925,"484","0.27"
"100867",E1218N4924,"540","0.33"
"100868",E1219N4924,"422","0.33"
"100869",E1220N4924,"260","0.32"
"100870",E1221N4924,"337","0.27"
"100871",E1222N4924,"416","0.27"
"100872",E1223N4924,"689","0.27"
"100317",E1211N4930,"484","0.27"
"100392",E1211N4929,"479","0.27"
"100460",E1211N4928,"516","0.27"
"100318",E1212N4930,"429","0.27"
"100393",E1212N4929,"474","0.27"
"100461",E1212N4928,"729","0.29"
"100543",E1212N4927,"502","0.33"
"100319",E1213N4930,"353","0.27"
"100394",E1213N4929,"441","0.27"
"100462",E1213N4928,"447","0.30"
"100544",E1213N4927,"608","0.33"
"100320",E1214N4930,"391","0.24"
"100395",E1214N4929,"384","0.27"
"100463",E1214N4928,"390","0.28"
"100545",E1214N4927,"437","0.33"
"100321",E1215N4930,"364","0.26"
"100396",E1215N4929,"389","0.27"
"100464",E1215N4928,"352","0.27"
"100546",E1215N4927,"381","0.33"
"100322",E1216N4930,"395","0.27"
"100397",E1216N4929,"391","0.27"
"100465",E1216N4928,"416","0.27"
"100547",E1216N4927,"436","0.31"
"100398",E1217N4929,"428","0.27"
"100466",E1217N4928,"427","0.27"
"100548",E1217N4927,"606","0.29"
"100399",E1218N4929,"359","0.27"
"100467",E1218N4928,"365","0.27"
"100549",E1218N4927,"332","0.27"
"100468",E1219N4928,"367","0.27"
"100550",E1219N4927,"305","0.27"
"100551",E1220N4927,"339","0.27"
"100552",E1221N4927,"358","0.27"
"100554",E1224N4927,"532","0.20"
"100646",E1225N4926,"389","0.13"
"100144",E1210N4932,"404","0.27"
"107908",E1163N4884,"256","0.66"
"107582",E1163N4885,"252","0.61"
"107266",E1163N4886,"288","0.60"
"107909",E1164N4884,"250","0.67"
"107583",E1164N4885,"250","0.66"
"107267",E1164N4886,"307","0.61"
"107910",E1165N4884,"225","0.67"
"107584",E1165N4885,"406","0.67"
"107268",E1165N4886,"368","0.66"
"107911",E1166N4884,"300","0.67"
"107269",E1166N4886,"233","0.67"
"107912",E1167N4884,"379","0.67"
"107586",E1167N4885,"476","0.67"
"107270",E1167N4886,"240","0.64"
"107913",E1168N4884,"369","0.67"
"107587",E1168N4885,"358","0.67"
"107271",E1168N4886,"250","0.66"
"107914",E1170N4884,"336","0.70"
"107589",E1170N4885,"400","0.67"
"107272",E1170N4886,"348","0.67"
"107915",E1171N4884,"412","0.73"
"107590",E1171N4885,"389","0.67"
"107273",E1171N4886,"358","0.67"
"107916",E1172N4884,"407","0.76"
"107591",E1172N4885,"393","0.75"
"107274",E1172N4886,"375","0.71"
"107917",E1173N4884,"296","0.83"
"107592",E1173N4885,"305","0.75"
"107275",E1173N4886,"290","0.69"
"107265",E1161N4886,"221","0.60"
"107264",E1160N4886,"231","0.60"
"107263",E1159N4886,"217","0.60"
"107261",E1154N4886,"271","0.41"
"107906",E1161N4884,"325","0.60"
"107579",E1160N4885,"266","0.60"
"107905",E1160N4884,"336","0.60"
"107578",E1159N4885,"239","0.60"
"107904",E1159N4884,"283","0.60"
"107577",E1158N4885,"216","0.60"
"107903",E1158N4884,"286","0.60"
"107576",E1157N4885,"339","0.50"
"107574",E1155N4885,"119","0.47"
"107573",E1154N4885,"335","0.46"
"107902",E1154N4884,"308","0.47"
"107581",E1162N4885,"236","0.60"
"107907",E1162N4884,"201","0.60"
"107580",E1161N4885,"325","0.60"
"102053",E1217N4915,"284","0.33"
"102189",E1217N4914,"289","0.33"
"102054",E1218N4915,"266","0.33"
"102190",E1218N4914,"314","0.32"
"102055",E1219N4915,"460","0.33"
"102191",E1219N4914,"514","0.28"
"102056",E1220N4915,"538","0.29"
"102058",E1222N4915,"850","0.30"
"102059",E1223N4915,"774","0.39"
"102060",E1228N4915,"275","0.33"
"102061",E1229N4915,"277","0.33"
"102063",E1231N4915,"255","0.33"
"102064",E1232N4915,"257","0.33"
"102066",E1234N4915,"267","0.34"
"102067",E1235N4915,"264","0.36"
"102068",E1236N4915,"257","0.39"
"102069",E1237N4915,"256","0.42"
"102192",E1220N4914,"509","0.28"
"102193",E1223N4914,"624","0.40"
"102194",E1227N4914,"323","0.40"
"102195",E1228N4914,"276","0.35"
"102197",E1230N4914,"261","0.33"
"102198",E1231N4914,"259","0.35"
"102199",E1233N4914,"274","0.38"
"102200",E1234N4914,"269","0.39"
"102201",E1235N4914,"253","0.42"
"102202",E1236N4914,"259","0.51"
"101921",E1208N4916,"303","0.32"
"101795",E1208N4917,"290","0.33"
"101922",E1209N4916,"311","0.33"
"101796",E1209N4917,"289","0.33"
"102046",E1209N4915,"333","0.27"
"101923",E1210N4916,"302","0.33"
"101797",E1210N4917,"260","0.33"
"102047",E1210N4915,"364","0.30"
"102182",E1210N4914,"357","0.24"
"101924",E1211N4916,"302","0.33"
"101798",E1211N4917,"275","0.33"
"102048",E1211N4915,"326","0.33"
"102183",E1211N4914,"339","0.30"
"102327",E1211N4913,"367","0.21"
"101925",E1212N4916,"297","0.33"
"101799",E1212N4917,"285","0.33"
"102329",E1213N4913,"228","0.29"
"102185",E1213N4914,"513","0.33"
"101800",E1213N4917,"264","0.33"
"102330",E1214N4913,"278","0.30"
"102186",E1214N4914,"390","0.33"
"101801",E1214N4917,"281","0.33"
"102331",E1215N4913,"211","0.30"
"102187",E1215N4914,"272","0.33"
"101927",E1215N4916,"241","0.33"
"102332",E1216N4913,"218","0.28"
"102188",E1216N4914,"259","0.33"
"102052",E1216N4915,"329","0.33"
"101802",E1216N4917,"212","0.33"
"101928",E1216N4916,"228","0.33"
"101794",E1207N4917,"273","0.33"
"101793",E1206N4917,"324","0.33"
"102049",E1212N4915,"298","0.33"
"102184",E1212N4914,"337","0.33"
"102328",E1212N4913,"287","0.26"
"104928",E1237N4896,"293","0.87"
"104189",E1237N4900,"274","0.87"
"104929",E1238N4896,"337","0.86"
"104734",E1238N4897,"608","0.87"
"104190",E1238N4900,"275","0.87"
"104930",E1239N4896,"494","0.74"
"104735",E1239N4897,"485","0.82"
"104191",E1239N4900,"289","0.81"
"104354",E1239N4899,"291","0.82"
"104931",E1240N4896,"520","0.68"
"104192",E1240N4900,"291","0.71"
"104355",E1240N4899,"280","0.73"
"104524",E1240N4898,"297","0.74"
"104932",E1241N4896,"557","0.72"
"104193",E1241N4900,"278","0.67"
"104356",E1241N4899,"260","0.67"
"104525",E1241N4898,"307","0.69"
"104188",E1235N4900,"635","0.87"
"104187",E1234N4900,"779","0.87"
"104352",E1234N4899,"785","0.88"
"101929",E1217N4916,"307","0.33"
"101803",E1217N4917,"249","0.33"
"101930",E1218N4916,"246","0.33"
"101804",E1218N4917,"190","0.33"
"101931",E1219N4916,"272","0.33"
"101933",E1221N4916,"663","0.30"
"101935",E1223N4916,"948","0.32"
"101807",E1223N4917,"755","0.27"
"101808",E1224N4917,"556","0.31"
"101937",E1230N4916,"283","0.33"
"101809",E1230N4917,"279","0.33"
"101938",E1231N4916,"249","0.33"
"101810",E1231N4917,"278","0.33"
"101939",E1232N4916,"255","0.33"
"101811",E1232N4917,"311","0.33"
"101940",E1233N4916,"271","0.33"
"101812",E1233N4917,"260","0.33"
"101941",E1234N4916,"264","0.33"
"101813",E1234N4917,"259","0.33"
"101942",E1235N4916,"258","0.33"
"101943",E1236N4916,"254","0.33"
"102333",E1217N4913,"248","0.27"
"102334",E1218N4913,"326","0.27"
"102335",E1219N4913,"542","0.28"
"102336",E1220N4913,"501","0.30"
"102337",E1221N4913,"573","0.35"
"102340",E1227N4913,"375","0.40"
"102341",E1228N4913,"294","0.40"
"102342",E1229N4913,"285","0.38"
"102343",E1230N4913,"293","0.41"
"102344",E1231N4913,"265","0.40"
"102345",E1232N4913,"279","0.42"
"102346",E1233N4913,"269","0.46"
"102347",E1234N4913,"274","0.51"
"102348",E1235N4913,"460","0.55"
"102349",E1236N4913,"481","0.60"
"102350",E1238N4913,"505","0.60"
"102351",E1239N4913,"480","0.50"
"105994",E1208N4891,"377","0.72"
"105099",E1208N4895,"578","0.59"
"104914",E1208N4896,"792","0.49"
"105995",E1209N4891,"367","0.73"
"105100",E1209N4895,"1009","0.49"
"104915",E1209N4896,"864","0.47"
"105996",E1210N4891,"396","0.68"
"105997",E1211N4891,"361","0.70"
"105102",E1211N4895,"706","0.47"
"105998",E1212N4891,"508","0.70"
"105515",E1212N4893,"718","0.61"
"105744",E1208N4892,"360","0.67"
"105745",E1209N4892,"407","0.67"
"105747",E1211N4892,"653","0.69"
"105748",E1212N4892,"431","0.68"
"106251",E1210N4890,"427","0.69"
"106252",E1211N4890,"465","0.70"
"106498",E1210N4889,"506","0.74"
"106499",E1211N4889,"566","0.70"
"106500",E1212N4889,"1025","0.73"
"104922",E1227N4896,"259","0.80"
"104923",E1228N4896,"374","0.80"
"104924",E1229N4896,"331","0.80"
"104925",E1230N4896,"343","0.80"
"104727",E1226N4897,"306","0.80"
"104728",E1227N4897,"329","0.80"
"104729",E1228N4897,"363","0.80"
"104730",E1229N4897,"385","0.80"
"104731",E1230N4897,"311","0.79"
"104519",E1227N4898,"332","0.80"
"104520",E1228N4898,"337","0.80"
"104521",E1229N4898,"328","0.80"
"104522",E1230N4898,"296","0.75"
"104348",E1227N4899,"318","0.80"
"104349",E1228N4899,"321","0.79"
"104350",E1229N4899,"326","0.77"
"104351",E1230N4899,"312","0.79"
"104181",E1226N4900,"326","0.74"
"104182",E1227N4900,"294","0.80"
"104183",E1228N4900,"306","0.80"
"104184",E1229N4900,"327","0.80"
"104185",E1230N4900,"315","0.80"
"104022",E1225N4901,"256","0.73"
"104023",E1226N4901,"272","0.73"
"104024",E1227N4901,"298","0.77"
"104025",E1228N4901,"302","0.80"
"104026",E1229N4901,"306","0.80"
"104179",E1223N4900,"858","0.68"
"104021",E1222N4901,"652","0.67"
"104178",E1222N4900,"419","0.67"
"104347",E1222N4899,"473","0.68"
"104177",E1221N4900,"381","0.67"
"104346",E1221N4899,"447","0.66"
"104516",E1221N4898,"432","0.66"
"103306",E1225N4906,"517","0.60"
"103025",E1225N4908,"233","0.60"
"103866",E1225N4902,"264","0.68"
"103307",E1226N4906,"425","0.60"
"103171",E1226N4907,"241","0.60"
"103026",E1226N4908,"149","0.60"
"103867",E1226N4902,"300","0.71"
"103868",E1227N4902,"320","0.74"
"103724",E1227N4903,"293","0.67"
"103027",E1227N4908,"234","0.60"
"103172",E1227N4907,"545","0.60"
"103308",E1227N4906,"408","0.60"
"103869",E1228N4902,"309","0.80"
"103725",E1228N4903,"279","0.72"
"103028",E1228N4908,"517","0.60"
"103173",E1228N4907,"506","0.60"
"103309",E1228N4906,"544","0.60"
"103870",E1229N4902,"300","0.80"
"103726",E1229N4903,"288","0.77"
"103310",E1229N4906,"465","0.61"
"103029",E1229N4908,"561","0.64"
"103174",E1229N4907,"423","0.63"
"103871",E1230N4902,"298","0.80"
"103727",E1230N4903,"345","0.78"
"103311",E1230N4906,"361","0.67"
"103030",E1230N4908,"317","0.70"
"103175",E1230N4907,"383","0.67"
"103872",E1231N4902,"391","0.80"
"103728",E1231N4903,"569","0.78"
"103312",E1231N4906,"534","0.70"
"103031",E1231N4908,"281","0.80"
"103176",E1231N4907,"403","0.77"
"103865",E1222N4902,"711","0.67"
"103864",E1221N4902,"711","0.65"
"103863",E1220N4902,"819","0.50"
"103729",E1232N4903,"751","0.86"
"102598",E1214N4911,"321","0.21"
"102463",E1214N4912,"293","0.27"
"102464",E1215N4912,"1025","0.26"
"102599",E1216N4911,"259","0.20"
"102465",E1216N4912,"353","0.24"
"102600",E1217N4911,"275","0.20"
"102466",E1217N4912,"312","0.22"
"102601",E1218N4911,"550","0.23"
"102467",E1218N4912,"387","0.22"
"102602",E1219N4911,"552","0.28"
"102468",E1219N4912,"491","0.27"
"102603",E1220N4911,"394","0.39"
"102469",E1220N4912,"520","0.33"
"102604",E1221N4911,"582","0.40"
"102470",E1221N4912,"569","0.40"
"102605",E1222N4911,"658","0.40"
"102607",E1225N4911,"331","0.45"
"102608",E1226N4911,"257","0.47"
"102472",E1226N4912,"413","0.41"
"102609",E1227N4911,"353","0.47"
"102473",E1227N4912,"368","0.43"
"102610",E1228N4911,"279","0.49"
"102474",E1228N4912,"207","0.45"
"102611",E1229N4911,"210","0.54"
"102475",E1229N4912,"286","0.49"
"102612",E1230N4911,"225","0.58"
"102476",E1230N4912,"291","0.53"
"102613",E1231N4911,"308","0.63"
"102477",E1232N4912,"279","0.55"
"102478",E1233N4912,"288","0.55"
"102614",E1234N4911,"449","0.64"
"102479",E1234N4912,"463","0.54"
"102462",E1213N4912,"245","0.25"
"102461",E1212N4912,"256","0.20"
"102621",E1242N4911,"536","0.56"
"102485",E1241N4912,"646","0.46"
"102620",E1241N4911,"590","0.50"
"102484",E1240N4912,"544","0.46"
"102619",E1240N4911,"545","0.47"
"102483",E1239N4912,"447","0.56"
"102618",E1239N4911,"574","0.59"
"102482",E1238N4912,"484","0.62"
"102617",E1238N4911,"593","0.67"
"102481",E1237N4912,"580","0.60"
"102616",E1237N4911,"751","0.66"
"102480",E1235N4912,"460","0.58"
"102615",E1235N4911,"467","0.65"
"132732",E1267N4787,"252","0.53"
"133036",E1267N4786,"176","0.53"
"132733",E1269N4787,"235","0.52"
"133037",E1269N4786,"224","0.50"
"133038",E1270N4786,"226","0.47"
"132734",E1271N4787,"171","0.47"
"133039",E1271N4786,"165","0.47"
"132735",E1272N4787,"93","0.47"
"133040",E1272N4786,"218","0.47"
"132736",E1273N4787,"246","0.47"
"133041",E1273N4786,"234","0.47"
"132737",E1274N4787,"241","0.47"
"133042",E1274N4786,"245","0.47"
"132738",E1275N4787,"222","0.47"
"133043",E1275N4786,"198","0.47"
"132739",E1276N4787,"134","0.47"
"132740",E1277N4787,"194","0.47"
"132741",E1279N4787,"141","0.47"
"132742",E1280N4787,"233","0.44"
"132743",E1281N4787,"215","0.33"
"132744",E1282N4787,"253","0.27"
"133044",E1276N4786,"210","0.47"
"133045",E1277N4786,"203","0.47"
"133046",E1278N4786,"167","0.47"
"133047",E1279N4786,"197","0.47"
"133048",E1280N4786,"238","0.43"
"133049",E1281N4786,"272","0.33"
"133050",E1282N4786,"263","0.30"
"134406",E1281N4781,"354","0.20"
"134405",E1280N4781,"329","0.24"
"134404",E1279N4781,"335","0.15"
"134402",E1277N4781,"342","0.30"
"134401",E1276N4781,"347","0.36"
"134399",E1271N4781,"318","0.40"
"134398",E1270N4781,"297","0.40"
"134397",E1269N4781,"356","0.40"
"134396",E1268N4781,"359","0.40"
"134395",E1267N4781,"367","0.43"
"134394",E1266N4781,"386","0.47"
"134393",E1265N4781,"236","0.47"
"134392",E1264N4781,"271","0.47"
"134171",E1280N4782,"312","0.26"
"134170",E1279N4782,"293","0.21"
"134169",E1278N4782,"272","0.30"
"134168",E1277N4782,"322","0.38"
"134167",E1276N4782,"343","0.41"
"134166",E1275N4782,"344","0.41"
"134165",E1274N4782,"347","0.40"
"134164",E1273N4782,"379","0.40"
"134163",E1271N4782,"338","0.40"
"134162",E1270N4782,"315","0.40"
"134161",E1269N4782,"282","0.40"
"134160",E1268N4782,"329","0.40"
"134159",E1267N4782,"279","0.46"
"134158",E1266N4782,"327","0.47"
"134157",E1265N4782,"251","0.47"
"134156",E1264N4782,"214","0.47"
"134155",E1263N4782,"309","0.47"
"134617",E1264N4780,"217","0.41"
"134618",E1265N4780,"205","0.42"
"134619",E1266N4780,"273","0.41"
"134620",E1267N4780,"362","0.40"
"134621",E1268N4780,"374","0.40"
"134622",E1269N4780,"373","0.40"
"134623",E1270N4780,"314","0.40"
"134624",E1271N4780,"318","0.40"
"134828",E1265N4779,"270","0.40"
"134829",E1266N4779,"246","0.40"
"134830",E1267N4779,"363","0.40"
"134831",E1268N4779,"386","0.40"
"133877",E1264N4783,"216","0.47"
"133612",E1264N4784,"282","0.50"
"133878",E1265N4783,"266","0.47"
"133613",E1265N4784,"329","0.51"
"133879",E1266N4783,"227","0.47"
"133614",E1266N4784,"241","0.53"
"133880",E1267N4783,"210","0.48"
"133615",E1267N4784,"220","0.53"
"133881",E1268N4783,"204","0.43"
"133616",E1268N4784,"201","0.52"
"133882",E1269N4783,"245","0.40"
"133883",E1270N4783,"320","0.43"
"133617",E1270N4784,"234","0.47"
"133884",E1271N4783,"340","0.43"
"133618",E1271N4784,"222","0.47"
"133619",E1272N4784,"173","0.47"
"133620",E1273N4784,"260","0.47"
"133886",E1274N4783,"233","0.46"
"133621",E1274N4784,"238","0.47"
"133622",E1275N4784,"186","0.47"
"133887",E1275N4783,"234","0.47"
"133623",E1276N4784,"222","0.47"
"133888",E1276N4783,"215","0.47"
"133889",E1277N4783,"218","0.47"
"133624",E1278N4784,"259","0.47"
"133890",E1278N4783,"240","0.43"
"133625",E1279N4784,"292","0.43"
"133891",E1279N4783,"236","0.34"
"133626",E1280N4784,"265","0.30"
"133892",E1280N4783,"285","0.27"
"133627",E1281N4784,"324","0.27"
"133893",E1281N4783,"326","0.25"
"133628",E1282N4784,"330","0.21"
"133611",E1263N4784,"263","0.48"
"133876",E1263N4783,"306","0.47"
"133610",E1262N4784,"253","0.47"
"132150",E1264N4789,"237","0.60"
"132444",E1264N4788,"237","0.58"
"132729",E1264N4787,"234","0.53"
"133033",E1264N4786,"259","0.53"
"133320",E1264N4785,"283","0.53"
"132151",E1265N4789,"240","0.60"
"132445",E1265N4788,"241","0.56"
"132730",E1265N4787,"250","0.53"
"133034",E1265N4786,"328","0.53"
"133321",E1265N4785,"320","0.53"
"132152",E1266N4789,"250","0.60"
"132446",E1266N4788,"257","0.58"
"132731",E1266N4787,"264","0.53"
"133035",E1266N4786,"313","0.53"
"133322",E1266N4785,"334","0.53"
"133323",E1267N4785,"220","0.53"
"133324",E1268N4785,"205","0.53"
"133325",E1269N4785,"226","0.48"
"133326",E1271N4785,"252","0.47"
"133327",E1272N4785,"235","0.47"
"133328",E1273N4785,"260","0.47"
"133329",E1274N4785,"233","0.47"
"133330",E1275N4785,"225","0.47"
"133331",E1276N4785,"216","0.47"
"133332",E1278N4785,"240","0.47"
"133333",E1279N4785,"232","0.47"
"133334",E1280N4785,"256","0.39"
"133335",E1281N4785,"348","0.28"
"133336",E1282N4785,"335","0.27"
"132149",E1263N4789,"226","0.60"
"132148",E1262N4789,"230","0.60"
"132147",E1261N4789,"227","0.60"
"132146",E1260N4789,"231","0.58"
"132143",E1255N4789,"102","0.26"
"132443",E1263N4788,"219","0.60"
"132728",E1263N4787,"257","0.54"
"133032",E1263N4786,"240","0.53"
"133319",E1263N4785,"290","0.53"
"132442",E1262N4788,"230","0.60"
"132727",E1262N4787,"250","0.56"
"133031",E1262N4786,"242","0.53"
"132441",E1261N4788,"228","0.60"
"132726",E1261N4787,"236","0.56"
"133030",E1261N4786,"233","0.53"
"132440",E1260N4788,"234","0.60"
"132439",E1255N4788,"94","0.20"
"132447",E1267N4788,"243","0.54"
"132153",E1268N4789,"280","0.53"
"132448",E1268N4788,"233","0.53"
"132154",E1269N4789,"221","0.53"
"132449",E1269N4788,"217","0.53"
"132155",E1270N4789,"226","0.49"
"132450",E1270N4788,"218","0.47"
"132452",E1272N4788,"382","0.47"
"132157",E1274N4789,"235","0.47"
"132453",E1276N4788,"132","0.47"
"132160",E1277N4789,"197","0.47"
"132454",E1277N4788,"211","0.47"
"132161",E1278N4789,"188","0.47"
"132162",E1279N4789,"333","0.47"
"132455",E1279N4788,"339","0.47"
"132163",E1280N4789,"316","0.39"
"132456",E1280N4788,"306","0.44"
"132164",E1281N4789,"336","0.30"
"132457",E1281N4788,"314","0.29"
"132165",E1282N4789,"336","0.27"
"132166",E1283N4789,"364","0.27"
"132459",E1283N4788,"353","0.27"
"131866",E1259N4790,"198","0.50"
"131867",E1260N4790,"222","0.56"
"131868",E1261N4790,"227","0.60"
"131869",E1262N4790,"231","0.60"
"131870",E1263N4790,"231","0.60"
"131871",E1264N4790,"345","0.60"
"131872",E1265N4790,"319","0.60"
"131873",E1266N4790,"293","0.60"
"131582",E1258N4791,"233","0.41"
"131583",E1259N4791,"138","0.48"
"131584",E1260N4791,"135","0.54"
"131305",E1258N4792,"241","0.40"
"131306",E1259N4792,"191","0.46"
"131307",E1260N4792,"208","0.53"
"131308",E1261N4792,"238","0.56"
"131874",E1268N4790,"288","0.55"
"131875",E1269N4790,"257","0.53"
"131876",E1270N4790,"232","0.50"
"131877",E1271N4790,"236","0.47"
"131878",E1272N4790,"229","0.47"
"131879",E1273N4790,"250","0.47"
"131880",E1274N4790,"244","0.47"
"131881",E1275N4790,"242","0.47"
"131882",E1276N4790,"240","0.47"
"131883",E1277N4790,"219","0.47"
"131884",E1279N4790,"337","0.45"
"131885",E1280N4790,"317","0.34"
"131886",E1281N4790,"330","0.30"
"131887",E1282N4790,"301","0.27"
"131888",E1283N4790,"329","0.27"
"131889",E1284N4790,"335","0.27"
"131890",E1285N4790,"354","0.27"
"131598",E1279N4791,"328","0.39"
"131597",E1277N4791,"226","0.47"
"131596",E1276N4791,"227","0.47"
"131595",E1275N4791,"226","0.47"
"131594",E1274N4791,"229","0.47"
"131593",E1273N4791,"211","0.47"
"131592",E1272N4791,"235","0.47"
"131591",E1271N4791,"277","0.47"
"131590",E1270N4791,"287","0.51"
"131589",E1269N4791,"299","0.53"
"131588",E1267N4791,"320","0.60"
"131587",E1266N4791,"297","0.60"
"131586",E1265N4791,"336","0.60"
"131585",E1264N4791,"343","0.60"
"131328",E1285N4792,"404","0.27"
"131327",E1284N4792,"349","0.27"
"131326",E1283N4792,"340","0.27"
"131325",E1282N4792,"319","0.27"
"131324",E1281N4792,"328","0.27"
"131323",E1280N4792,"316","0.29"
"131322",E1279N4792,"341","0.35"
"131321",E1277N4792,"224","0.45"
"131320",E1276N4792,"220","0.47"
"131319",E1275N4792,"219","0.47"
"131318",E1274N4792,"225","0.47"
"131317",E1273N4792,"192","0.47"
"131316",E1272N4792,"191","0.47"
"131312",E1267N4792,"330","0.60"
"131311",E1266N4792,"287","0.60"
"131310",E1265N4792,"232","0.60"
"131309",E1263N4792,"343","0.60"
"131599",E1280N4791,"321","0.33"
"131600",E1281N4791,"323","0.27"
"131601",E1282N4791,"309","0.27"
"131602",E1283N4791,"321","0.27"
"131603",E1284N4791,"328","0.27"
"131604",E1285N4791,"359","0.27"
"131070",E1282N4793,"333","0.27"
"129556",E1293N4799,"537","0.01"
"129812",E1293N4798,"422","0.04"
"130070",E1293N4797,"488","0.06"
"130071",E1294N4797,"499","0.00"
"129557",E1295N4799,"361","0.00"
"129813",E1295N4798,"392","0.00"
"130072",E1295N4797,"438","0.00"
"130321",E1295N4796,"612","0.00"
"129301",E1296N4800,"328","0.00"
"129558",E1296N4799,"304","0.00"
"129814",E1296N4798,"375","0.00"
"130073",E1296N4797,"451","0.00"
"130322",E1296N4796,"307","0.00"
"130574",E1297N4795,"306","0.00"
"130323",E1297N4796,"317","0.00"
"130074",E1297N4797,"364","0.00"
"129815",E1297N4798,"308","0.00"
"129559",E1297N4799,"305","0.00"
"129055",E1297N4801,"819","0.00"
"130576",E1299N4795,"323","0.00"
"130575",E1298N4795,"299","0.00"
"130325",E1299N4796,"422","0.00"
"130324",E1298N4796,"346","0.00"
"130075",E1298N4797,"294","0.00"
"129817",E1299N4798,"328","0.00"
"129816",E1298N4798,"326","0.00"
"129560",E1298N4799,"291","0.00"
"129303",E1298N4800,"259","0.00"
"129056",E1298N4801,"774","0.00"
"131057",E1257N4793,"246","0.39"
"131058",E1258N4793,"238","0.40"
"131059",E1259N4793,"254","0.44"
"131060",E1260N4793,"244","0.49"
"131061",E1261N4793,"241","0.53"
"130813",E1257N4794,"248","0.36"
"130814",E1258N4794,"244","0.40"
"130815",E1259N4794,"242","0.41"
"130816",E1260N4794,"242","0.47"
"130817",E1261N4794,"250","0.51"
"130567",E1259N4795,"240","0.40"
"130568",E1260N4795,"240","0.43"
"130316",E1261N4796,"368","0.45"
"130064",E1255N4797,"218","0.43"
"130065",E1256N4797,"228","0.44"
"129802",E1255N4798,"184","0.56"
"129803",E1256N4798,"226","0.60"
"129804",E1257N4798,"267","0.56"
"129805",E1258N4798,"231","0.56"
"129546",E1255N4799,"235","0.66"
"129547",E1256N4799,"235","0.67"
"129548",E1258N4799,"245","0.64"
"129549",E1259N4799,"561","0.69"
"129288",E1256N4800,"234","0.73"
"129289",E1257N4800,"239","0.72"
"129291",E1260N4800,"458","0.73"
"129045",E1255N4801,"221","0.73"
"129046",E1259N4801,"326","0.73"
"129047",E1260N4801,"418","0.73"
"129806",E1264N4798,"353","0.45"
"129807",E1269N4798,"258","0.53"
"129808",E1270N4798,"262","0.46"
"129809",E1271N4798,"257","0.40"
"129552",E1269N4799,"258","0.53"
"129553",E1270N4799,"254","0.44"
"129554",E1271N4799,"267","0.36"
"129555",E1272N4799,"261","0.33"
"129292",E1268N4800,"231","0.52"
"129293",E1269N4800,"227","0.48"
"129294",E1270N4800,"286","0.44"
"129295",E1271N4800,"269","0.40"
"129296",E1272N4800,"270","0.38"
"129297",E1273N4800,"285","0.31"
"129298",E1274N4800,"263","0.26"
"129299",E1275N4800,"249","0.22"
"129048",E1269N4801,"227","0.47"
"129049",E1270N4801,"258","0.43"
"129050",E1271N4801,"248","0.40"
"129810",E1272N4798,"286","0.38"
"130068",E1264N4797,"316","0.50"
"130069",E1265N4797,"317","0.52"
"130319",E1264N4796,"337","0.49"
"130320",E1265N4796,"320","0.48"
"131067",E1277N4793,"216","0.39"
"131066",E1267N4793,"341","0.60"
"131065",E1266N4793,"326","0.60"
"130822",E1266N4794,"343","0.60"
"131064",E1265N4793,"270","0.60"
"130821",E1265N4794,"348","0.60"
"130573",E1265N4795,"350","0.55"
"131063",E1264N4793,"347","0.60"
"130820",E1264N4794,"290","0.59"
"130572",E1264N4795,"364","0.53"
"131062",E1263N4793,"346","0.60"
"130819",E1263N4794,"332","0.55"
"130067",E1263N4797,"364","0.47"
"130318",E1263N4796,"330","0.50"
"130571",E1263N4795,"290","0.53"
"130818",E1262N4794,"287","0.53"
"130066",E1262N4797,"363","0.43"
"130317",E1262N4796,"323","0.46"
"130570",E1262N4795,"337","0.52"
"128157",E1271N4805,"345","0.53"
"127954",E1271N4806,"371","0.53"
"127746",E1271N4807,"285","0.53"
"128820",E1271N4802,"250","0.40"
