fid,crs28992re,num_social,INDEX_WALK
"119122",E1181N4847,"10","0.62"
"119123",E1182N4847,"20","0.61"
"119124",E1183N4847,"55","0.62"
"119125",E1184N4847,"35","0.67"
"119126",E1185N4847,"35","0.64"
"119127",E1186N4847,"40","0.55"
"119128",E1187N4847,"15","0.53"
"119129",E1189N4847,"30","0.59"
"119130",E1190N4847,"30","0.60"
"119131",E1191N4847,"15","0.57"
"119132",E1192N4847,"10","0.60"
"119133",E1193N4847,"10","0.60"
"119138",E1198N4847,"5","0.67"
"119141",E1201N4847,"10","0.78"
"119142",E1202N4847,"5","0.92"
"119143",E1203N4847,"5","0.93"
"119112",E1169N4847,"15","0.67"
"119111",E1168N4847,"10","0.67"
"118847",E1170N4848,"10","0.67"
"118848",E1171N4848,"20","0.67"
"118849",E1172N4848,"15","0.67"
"118850",E1173N4848,"15","0.67"
"118851",E1174N4848,"30","0.62"
"118852",E1175N4848,"5","0.60"
"118853",E1176N4848,"45","0.63"
"118854",E1177N4848,"30","0.60"
"118855",E1179N4848,"130","0.60"
"118856",E1180N4848,"15","0.60"
"118857",E1181N4848,"10","0.65"
"118858",E1182N4848,"35","0.65"
"118859",E1183N4848,"30","0.66"
"118860",E1184N4848,"10","0.67"
"118861",E1185N4848,"10","0.67"
"118862",E1186N4848,"50","0.57"
"118863",E1187N4848,"25","0.53"
"118865",E1189N4848,"5","0.54"
"118866",E1190N4848,"40","0.54"
"118867",E1191N4848,"40","0.53"
"118868",E1192N4848,"5","0.59"
"118846",E1169N4848,"15","0.67"
"118845",E1168N4848,"20","0.67"
"118579",E1175N4849,"30","0.60"
"118580",E1176N4849,"45","0.63"
"118581",E1177N4849,"25","0.63"
"118583",E1181N4849,"20","0.67"
"118584",E1182N4849,"25","0.68"
"118585",E1183N4849,"20","0.67"
"118586",E1184N4849,"20","0.67"
"118587",E1185N4849,"20","0.67"
"118588",E1186N4849,"20","0.60"
"118589",E1187N4849,"30","0.59"
"118590",E1188N4849,"5","0.58"
"118591",E1189N4849,"10","0.53"
"118592",E1190N4849,"15","0.53"
"118593",E1191N4849,"25","0.53"
"118594",E1192N4849,"25","0.57"
"118295",E1192N4850,"5","0.54"
"118294",E1191N4850,"15","0.53"
"118293",E1190N4850,"10","0.53"
"118292",E1189N4850,"5","0.58"
"118291",E1188N4850,"15","0.60"
"118290",E1187N4850,"35","0.60"
"118289",E1186N4850,"70","0.61"
"118288",E1185N4850,"15","0.67"
"118287",E1184N4850,"20","0.67"
"118286",E1183N4850,"15","0.69"
"118285",E1182N4850,"30","0.66"
"118284",E1181N4850,"20","0.67"
"118282",E1172N4850,"5","0.67"
"118578",E1171N4849,"35","0.67"
"118281",E1170N4850,"10","0.67"
"118577",E1170N4849,"20","0.67"
"118278",E1167N4850,"10","0.67"
"118575",E1168N4849,"20","0.67"
"118280",E1169N4850,"15","0.67"
"118576",E1169N4849,"20","0.67"
"118266",E1154N4850,"15","0.73"
"118267",E1155N4850,"10","0.71"
"118268",E1156N4850,"15","0.73"
"117963",E1154N4851,"15","0.73"
"117964",E1155N4851,"5","0.73"
"117965",E1156N4851,"15","0.73"
"117640",E1155N4852,"5","0.73"
"117641",E1156N4852,"10","0.73"
"117324",E1155N4853,"20","0.73"
"117325",E1156N4853,"25","0.73"
"117004",E1154N4854,"30","0.73"
"117005",E1155N4854,"30","0.73"
"117006",E1156N4854,"5","0.73"
"116692",E1154N4855,"20","0.73"
"116693",E1155N4855,"25","0.73"
"116380",E1154N4856,"15","0.73"
"116381",E1155N4856,"35","0.73"
"116094",E1154N4857,"5","0.73"
"115795",E1154N4858,"20","0.73"
"115487",E1154N4859,"10","0.73"
"114860",E1155N4861,"20","0.78"
"114553",E1154N4862,"15","0.80"
"114554",E1155N4862,"10","0.78"
"114240",E1154N4863,"15","0.75"
"114241",E1155N4863,"5","0.73"
"114242",E1156N4863,"5","0.65"
"113912",E1154N4864,"15","0.69"
"113913",E1155N4864,"15","0.62"
"113603",E1155N4865,"15","0.60"
"113323",E1155N4866,"20","0.60"
"117991",E1186N4851,"35","0.60"
"117992",E1187N4851,"30","0.60"
"117993",E1188N4851,"10","0.60"
"117996",E1191N4851,"5","0.53"
"117999",E1194N4851,"10","0.60"
"118000",E1195N4851,"5","0.60"
"118001",E1196N4851,"5","0.60"
"118002",E1197N4851,"10","0.60"
"118006",E1201N4851,"5","0.87"
"117990",E1185N4851,"20","0.68"
"117989",E1184N4851,"25","0.73"
"117988",E1183N4851,"20","0.69"
"117987",E1182N4851,"20","0.67"
"117986",E1181N4851,"30","0.67"
"117982",E1176N4851,"10","0.63"
"117981",E1175N4851,"10","0.60"
"117980",E1174N4851,"5","0.68"
"117979",E1172N4851,"10","0.69"
"117978",E1171N4851,"15","0.68"
"117977",E1170N4851,"5","0.67"
"117973",E1166N4851,"5","0.67"
"117976",E1169N4851,"5","0.67"
"117975",E1168N4851,"15","0.67"
"117966",E1157N4851,"5","0.73"
"117967",E1158N4851,"5","0.73"
"117968",E1159N4851,"5","0.73"
"117969",E1160N4851,"5","0.77"
"117642",E1157N4852,"10","0.73"
"117643",E1158N4852,"10","0.73"
"117644",E1159N4852,"10","0.73"
"117645",E1160N4852,"15","0.73"
"117646",E1161N4852,"10","0.78"
"117327",E1158N4853,"15","0.73"
"117328",E1159N4853,"10","0.73"
"117329",E1160N4853,"10","0.73"
"117007",E1157N4854,"20","0.73"
"117008",E1158N4854,"50","0.73"
"117009",E1159N4854,"15","0.73"
"117010",E1160N4854,"5","0.73"
"116694",E1158N4855,"5","0.71"
"116695",E1159N4855,"25","0.68"
"116696",E1160N4855,"10","0.69"
"116383",E1161N4856,"5","0.74"
"117667",E1186N4852,"20","0.64"
"117668",E1187N4852,"20","0.60"
"117669",E1188N4852,"20","0.60"
"117676",E1195N4852,"5","0.66"
"117677",E1196N4852,"10","0.66"
"117678",E1197N4852,"10","0.67"
"117679",E1198N4852,"10","0.68"
"117683",E1202N4852,"5","0.93"
"117685",E1204N4852,"10","0.93"
"117687",E1206N4852,"15","0.93"
"117688",E1207N4852,"20","0.93"
"117689",E1208N4852,"25","0.93"
"117690",E1209N4852,"35","0.93"
"117691",E1210N4852,"65","0.93"
"117692",E1211N4852,"35","0.93"
"117693",E1212N4852,"50","0.93"
"117694",E1213N4852,"45","0.93"
"117654",E1170N4852,"10","0.71"
"117338",E1170N4853,"15","0.73"
"117655",E1171N4852,"30","0.73"
"117339",E1171N4853,"20","0.73"
"117656",E1172N4852,"15","0.73"
"117340",E1172N4853,"15","0.68"
"117657",E1174N4852,"10","0.68"
"117659",E1176N4852,"10","0.62"
"117660",E1177N4852,"15","0.66"
"117662",E1181N4852,"20","0.67"
"117663",E1182N4852,"25","0.67"
"117664",E1183N4852,"20","0.67"
"117665",E1184N4852,"35","0.69"
"117666",E1185N4852,"15","0.67"
"116700",E1166N4855,"45","0.69"
"116703",E1169N4855,"25","0.73"
"116702",E1168N4855,"5","0.73"
"116701",E1167N4855,"25","0.73"
"116387",E1166N4856,"25","0.72"
"116390",E1169N4856,"15","0.72"
"116388",E1167N4856,"20","0.73"
"116098",E1166N4857,"15","0.67"
"116099",E1167N4857,"35","0.68"
"116100",E1168N4857,"15","0.68"
"116101",E1169N4857,"30","0.67"
"115799",E1166N4858,"15","0.64"
"115800",E1167N4858,"5","0.67"
"115801",E1168N4858,"15","0.67"
"115802",E1169N4858,"15","0.67"
"115493",E1168N4859,"10","0.67"
"115494",E1169N4859,"15","0.67"
"115184",E1166N4860,"10","0.60"
"115185",E1167N4860,"10","0.62"
"115186",E1168N4860,"20","0.67"
"115187",E1169N4860,"20","0.67"
"114864",E1167N4861,"5","0.63"
"114865",E1168N4861,"10","0.67"
"114866",E1169N4861,"15","0.67"
"114556",E1166N4862,"5","0.60"
"114557",E1167N4862,"20","0.64"
"114558",E1169N4862,"20","0.67"
"114243",E1166N4863,"15","0.59"
"114244",E1167N4863,"40","0.61"
"114245",E1168N4863,"35","0.66"
"114246",E1169N4863,"35","0.64"
"117015",E1167N4854,"5","0.69"
"117651",E1167N4852,"15","0.67"
"117014",E1166N4854,"10","0.67"
"117334",E1166N4853,"20","0.67"
"117650",E1166N4852,"10","0.67"
"117653",E1169N4852,"10","0.67"
"117337",E1169N4853,"5","0.73"
"117652",E1168N4852,"10","0.67"
"117336",E1168N4853,"5","0.68"
"117016",E1168N4854,"10","0.73"
"117341",E1174N4853,"15","0.67"
"117342",E1175N4853,"20","0.67"
"117343",E1176N4853,"15","0.66"
"117344",E1177N4853,"20","0.64"
"117346",E1181N4853,"20","0.67"
"117347",E1182N4853,"25","0.67"
"117348",E1183N4853,"10","0.66"
"117349",E1184N4853,"30","0.61"
"117350",E1185N4853,"15","0.64"
"117352",E1187N4853,"5","0.64"
"116399",E1180N4856,"10","0.73"
"116711",E1180N4855,"40","0.71"
"116400",E1181N4856,"45","0.71"
"116712",E1181N4855,"10","0.67"
"116402",E1183N4856,"10","0.69"
"116713",E1183N4855,"10","0.67"
"116403",E1184N4856,"45","0.67"
"116714",E1184N4855,"20","0.62"
"117023",E1184N4854,"10","0.60"
"116404",E1185N4856,"25","0.66"
"116715",E1185N4855,"15","0.60"
"117024",E1185N4854,"10","0.60"
"116405",E1186N4856,"15","0.72"
"116108",E1186N4857,"5","0.73"
"116716",E1186N4855,"5","0.66"
"117025",E1186N4854,"15","0.65"
"116109",E1187N4857,"15","0.72"
"116717",E1187N4855,"10","0.70"
"117026",E1187N4854,"10","0.69"
"116407",E1188N4856,"10","0.67"
"116110",E1188N4857,"25","0.67"
"116408",E1189N4856,"10","0.67"
"116111",E1189N4857,"15","0.70"
"116409",E1190N4856,"10","0.68"
"116112",E1190N4857,"20","0.75"
"116113",E1191N4857,"15","0.77"
"116114",E1192N4857,"35","0.80"
"115803",E1170N4858,"35","0.67"
"115495",E1170N4859,"5","0.67"
"114247",E1170N4863,"30","0.60"
"114559",E1170N4862,"40","0.65"
"115188",E1170N4860,"10","0.67"
"115804",E1171N4858,"30","0.67"
"115496",E1171N4859,"50","0.67"
"114248",E1171N4863,"30","0.60"
"114560",E1171N4862,"25","0.60"
"114868",E1171N4861,"15","0.66"
"115189",E1171N4860,"40","0.67"
"115805",E1172N4858,"10","0.67"
"115497",E1172N4859,"15","0.67"
"114249",E1172N4863,"5","0.58"
"114561",E1172N4862,"15","0.60"
"116102",E1170N4857,"5","0.67"
"116103",E1171N4857,"5","0.67"
"116104",E1172N4857,"15","0.67"
"116105",E1174N4857,"35","0.67"
"116106",E1175N4857,"40","0.66"
"116107",E1176N4857,"15","0.68"
"115810",E1177N4858,"10","0.72"
"115809",E1176N4858,"20","0.67"
"115808",E1175N4858,"30","0.63"
"115807",E1174N4858,"25","0.66"
"116395",E1174N4856,"15","0.67"
"116396",E1175N4856,"25","0.67"
"116708",E1174N4855,"10","0.67"
"116709",E1175N4855,"10","0.67"
"117021",E1174N4854,"5","0.67"
"116706",E1172N4855,"15","0.67"
"116705",E1171N4855,"30","0.67"
"116704",E1170N4855,"35","0.72"
"117020",E1172N4854,"10","0.67"
"117019",E1171N4854,"10","0.70"
"116393",E1172N4856,"15","0.67"
"116392",E1171N4856,"25","0.67"
"116391",E1170N4856,"25","0.67"
"115499",E1174N4859,"5","0.62"
"115500",E1175N4859,"20","0.66"
"115501",E1176N4859,"5","0.65"
"115502",E1177N4859,"15","0.67"
"115503",E1178N4859,"15","0.72"
"115504",E1184N4859,"40","0.69"
"115505",E1185N4859,"20","0.69"
"115506",E1186N4859,"10","0.75"
"115507",E1187N4859,"25","0.79"
"115508",E1188N4859,"15","0.80"
"115509",E1189N4859,"40","0.80"
"115510",E1190N4859,"25","0.80"
"115511",E1191N4859,"30","0.80"
"115512",E1192N4859,"25","0.80"
"115513",E1193N4859,"15","0.80"
"115514",E1194N4859,"20","0.80"
"115515",E1195N4859,"5","0.80"
"115516",E1196N4859,"5","0.80"
"115522",E1205N4859,"10","0.93"
"115525",E1210N4859,"10","0.93"
"115526",E1212N4859,"10","0.94"
"115527",E1213N4859,"20","0.98"
"115528",E1214N4859,"15","0.97"
"115529",E1215N4859,"10","1.00"
"115530",E1216N4859,"20","1.00"
"115532",E1219N4859,"5","0.98"
"115535",E1222N4859,"10","0.93"
"115538",E1226N4859,"40","0.87"
"115539",E1227N4859,"45","0.88"
"115540",E1228N4859,"40","0.95"
"115194",E1178N4860,"30","0.68"
"115195",E1179N4860,"10","0.76"
"115196",E1184N4860,"35","0.73"
"115197",E1185N4860,"15","0.77"
"115198",E1186N4860,"15","0.80"
"115199",E1187N4860,"20","0.80"
"115200",E1188N4860,"35","0.80"
"115201",E1189N4860,"40","0.80"
"115202",E1190N4860,"50","0.80"
"115203",E1191N4860,"50","0.80"
"115204",E1192N4860,"35","0.80"
"115205",E1193N4860,"35","0.80"
"115206",E1194N4860,"25","0.80"
"115207",E1195N4860,"20","0.80"
"115208",E1196N4860,"10","0.80"
"115209",E1197N4860,"15","0.80"
"115210",E1198N4860,"25","0.85"
"115211",E1199N4860,"10","0.87"
"115220",E1208N4860,"5","0.93"
"115222",E1210N4860,"30","0.93"
"115223",E1211N4860,"40","0.94"
"115224",E1212N4860,"10","0.96"
"115225",E1213N4860,"5","0.93"
"115226",E1214N4860,"10","0.93"
"115190",E1172N4860,"20","0.66"
"114869",E1172N4861,"10","0.61"
"114870",E1174N4861,"45","0.66"
"114562",E1174N4862,"20","0.61"
"114250",E1174N4863,"5","0.60"
"115191",E1175N4860,"20","0.65"
"114871",E1175N4861,"5","0.67"
"114563",E1175N4862,"25","0.67"
"114251",E1175N4863,"10","0.67"
"115192",E1176N4860,"30","0.66"
"114872",E1176N4861,"10","0.67"
"114252",E1176N4863,"10","0.73"
"115193",E1177N4860,"60","0.67"
"114873",E1177N4861,"50","0.68"
"114565",E1177N4862,"35","0.73"
"114253",E1177N4863,"50","0.73"
"113915",E1169N4864,"15","0.60"
"113916",E1170N4864,"20","0.60"
"113917",E1171N4864,"20","0.55"
"113919",E1173N4864,"15","0.60"
"113918",E1172N4864,"5","0.56"
"113605",E1169N4865,"10","0.55"
"113606",E1170N4865,"5","0.55"
"113607",E1171N4865,"10","0.53"
"113609",E1173N4865,"10","0.60"
"113325",E1170N4866,"10","0.50"
"113326",E1171N4866,"15","0.53"
"113328",E1173N4866,"5","0.60"
"113037",E1170N4867,"10","0.47"
"113038",E1171N4867,"5","0.50"
"113040",E1173N4867,"10","0.60"
"112763",E1170N4868,"10","0.47"
"112764",E1171N4868,"5","0.47"
"112487",E1187N4869,"25","0.89"
"112203",E1187N4870,"55","0.93"
"112488",E1188N4869,"30","0.87"
"112204",E1188N4870,"20","0.88"
"112489",E1189N4869,"30","0.87"
"112205",E1189N4870,"30","0.87"
"112490",E1190N4869,"45","0.87"
"112206",E1190N4870,"35","0.87"
"112491",E1191N4869,"50","0.86"
"112207",E1191N4870,"40","0.87"
"112492",E1192N4869,"15","0.80"
"112208",E1192N4870,"35","0.82"
"112493",E1193N4869,"15","0.80"
"112209",E1193N4870,"20","0.80"
"112494",E1194N4869,"15","0.80"
"112210",E1194N4870,"10","0.80"
"112495",E1195N4869,"45","0.84"
"112211",E1195N4870,"25","0.86"
"112496",E1196N4869,"45","0.87"
"112212",E1196N4870,"15","0.86"
"112497",E1197N4869,"10","0.87"
"112213",E1197N4870,"35","0.86"
"112498",E1198N4869,"20","0.87"
"112214",E1198N4870,"15","0.87"
"112499",E1199N4869,"20","0.87"
"112215",E1199N4870,"25","0.86"
"112500",E1200N4869,"20","0.87"
"112216",E1200N4870,"35","0.83"
"112202",E1186N4870,"35","0.88"
"112486",E1186N4869,"65","0.90"
"112485",E1185N4869,"55","0.88"
"112201",E1185N4870,"50","0.92"
"112484",E1184N4869,"30","0.93"
"112200",E1184N4870,"10","0.93"
"112483",E1183N4869,"40","0.93"
"112199",E1183N4870,"60","0.93"
"112198",E1182N4870,"10","0.93"
"112481",E1178N4869,"15","0.85"
"112480",E1177N4869,"50","0.81"
"112479",E1176N4869,"50","0.80"
"112478",E1175N4869,"35","0.80"
"112476",E1172N4869,"10","0.55"
"112475",E1171N4869,"10","0.52"
"111937",E1198N4871,"15","0.81"
"111938",E1199N4871,"15","0.80"
"111939",E1200N4871,"20","0.80"
"111940",E1201N4871,"10","0.80"
"111941",E1202N4871,"20","0.85"
"111942",E1203N4871,"30","0.87"
"111943",E1204N4871,"15","0.87"
"111944",E1205N4871,"10","0.87"
"111945",E1206N4871,"5","0.87"
"111948",E1209N4871,"15","0.78"
"111949",E1210N4871,"20","0.79"
"111950",E1211N4871,"5","0.75"
"111953",E1214N4871,"10","0.80"
"111954",E1215N4871,"15","0.80"
"111955",E1216N4871,"20","0.74"
"111956",E1217N4871,"15","0.73"
"111957",E1218N4871,"35","0.73"
"111958",E1219N4871,"45","0.73"
"111959",E1220N4871,"20","0.73"
"111960",E1221N4871,"20","0.73"
"111961",E1222N4871,"35","0.73"
"111962",E1223N4871,"25","0.73"
"111963",E1224N4871,"25","0.73"
"111936",E1197N4871,"10","0.81"
"111935",E1196N4871,"15","0.87"
"111934",E1195N4871,"290","0.87"
"111933",E1194N4871,"25","0.80"
"111932",E1193N4871,"15","0.80"
"111931",E1192N4871,"15","0.86"
"111930",E1191N4871,"30","0.87"
"111929",E1190N4871,"30","0.85"
"111928",E1189N4871,"60","0.87"
"111927",E1188N4871,"30","0.92"
"111926",E1187N4871,"70","0.93"
"111925",E1186N4871,"40","0.89"
"111924",E1185N4871,"25","0.93"
"111923",E1184N4871,"60","0.93"
"111922",E1183N4871,"35","0.93"
"111921",E1182N4871,"20","0.93"
"111920",E1171N4871,"5","0.67"
"111651",E1164N4872,"10","0.68"
"111652",E1170N4872,"30","0.72"
"111653",E1171N4872,"10","0.74"
"111656",E1175N4872,"15","0.90"
"111657",E1179N4872,"1805","0.87"
"111658",E1182N4872,"45","0.93"
"111659",E1183N4872,"45","0.93"
"111660",E1184N4872,"65","0.93"
"111661",E1185N4872,"95","0.93"
"111662",E1186N4872,"60","0.93"
"111663",E1187N4872,"55","0.91"
"111664",E1188N4872,"35","0.93"
"111665",E1189N4872,"30","0.91"
"111666",E1190N4872,"10","0.84"
"111667",E1191N4872,"15","0.85"
"111668",E1192N4872,"40","0.87"
"111669",E1193N4872,"15","0.82"
"111670",E1194N4872,"25","0.81"
"111674",E1198N4872,"20","0.80"
"111675",E1199N4872,"20","0.80"
"111676",E1200N4872,"15","0.80"
"111677",E1201N4872,"20","0.80"
"111678",E1202N4872,"25","0.83"
"111679",E1203N4872,"25","0.87"
"111680",E1204N4872,"50","0.87"
"111681",E1205N4872,"35","0.87"
"111682",E1206N4872,"10","0.87"
"111683",E1207N4872,"15","0.86"
"111684",E1208N4872,"10","0.77"
"111685",E1209N4872,"5","0.76"
"111686",E1210N4872,"15","0.80"
"111687",E1211N4872,"35","0.80"
"111688",E1212N4872,"5","0.76"
"111690",E1214N4872,"10","0.80"
"111691",E1215N4872,"20","0.80"
"111692",E1216N4872,"15","0.73"
"111693",E1217N4872,"35","0.73"
"111694",E1218N4872,"25","0.73"
"111695",E1219N4872,"45","0.73"
"111696",E1220N4872,"25","0.73"
"111697",E1221N4872,"15","0.73"
"111698",E1223N4872,"10","0.73"
"111699",E1224N4872,"5","0.73"
"111377",E1164N4873,"15","0.73"
"111378",E1169N4873,"30","0.73"
"111379",E1170N4873,"10","0.74"
"111380",E1172N4873,"20","0.84"
"111381",E1173N4873,"15","0.90"
"111384",E1176N4873,"25","0.92"
"111385",E1179N4873,"20","0.87"
"111386",E1180N4873,"15","0.87"
"111387",E1181N4873,"10","0.87"
"111388",E1182N4873,"25","0.92"
"111389",E1183N4873,"35","0.93"
"111390",E1184N4873,"70","0.93"
"111391",E1185N4873,"75","0.93"
"111392",E1186N4873,"70","0.93"
"111393",E1187N4873,"40","0.89"
"111376",E1163N4873,"5","0.73"
"111374",E1161N4873,"15","0.60"
"111373",E1160N4873,"15","0.58"
"111371",E1158N4873,"20","0.53"
"111370",E1157N4873,"10","0.53"
"111394",E1188N4873,"35","0.93"
"111395",E1189N4873,"45","0.93"
"111396",E1190N4873,"20","0.89"
"111397",E1191N4873,"30","0.82"
"111398",E1192N4873,"20","0.85"
"111399",E1193N4873,"20","0.84"
"111400",E1194N4873,"30","0.82"
"111402",E1196N4873,"10","0.87"
"111403",E1197N4873,"50","0.87"
"111404",E1198N4873,"35","0.85"
"111405",E1199N4873,"20","0.80"
"111406",E1200N4873,"35","0.80"
"111407",E1201N4873,"10","0.80"
"111408",E1202N4873,"20","0.80"
"111409",E1203N4873,"45","0.86"
"111410",E1204N4873,"35","0.87"
"111411",E1205N4873,"35","0.87"
"111412",E1206N4873,"15","0.87"
"111419",E1215N4873,"15","0.78"
"111420",E1216N4873,"20","0.73"
"111421",E1217N4873,"40","0.73"
"111422",E1218N4873,"20","0.73"
"111423",E1219N4873,"25","0.73"
"111424",E1220N4873,"20","0.73"
"111425",E1221N4873,"10","0.73"
"111426",E1222N4873,"15","0.73"
"111099",E1176N4874,"25","0.93"
"111100",E1177N4874,"10","0.93"
"111101",E1178N4874,"40","0.90"
"111102",E1179N4874,"20","0.87"
"111103",E1180N4874,"10","0.87"
"111104",E1181N4874,"5","0.87"
"111105",E1182N4874,"40","0.88"
"111106",E1183N4874,"50","0.93"
"111108",E1186N4874,"20","0.93"
"111109",E1187N4874,"20","0.88"
"111110",E1188N4874,"55","0.87"
"111111",E1189N4874,"70","0.92"
"111112",E1190N4874,"20","0.93"
"111113",E1191N4874,"40","0.86"
"111114",E1192N4874,"25","0.80"
"111096",E1173N4874,"10","0.93"
"111084",E1159N4874,"25","0.56"
"111085",E1160N4874,"30","0.60"
"111086",E1161N4874,"15","0.62"
"111087",E1162N4874,"15","0.71"
"111088",E1163N4874,"20","0.73"
"110460",E1164N4876,"10","0.73"
"111089",E1164N4874,"15","0.73"
"110461",E1165N4876,"5","0.73"
"110778",E1165N4875,"5","0.73"
"110779",E1166N4875,"50","0.73"
"111091",E1166N4874,"20","0.68"
"110462",E1167N4876,"35","0.73"
"110780",E1167N4875,"35","0.73"
"111092",E1167N4874,"20","0.73"
"111093",E1168N4874,"20","0.73"
"110776",E1163N4875,"15","0.73"
"110775",E1162N4875,"45","0.73"
"110458",E1162N4876,"10","0.73"
"110774",E1161N4875,"20","0.67"
"110457",E1161N4876,"35","0.70"
"110773",E1160N4875,"30","0.60"
"110456",E1160N4876,"35","0.63"
"110772",E1159N4875,"35","0.60"
"110455",E1159N4876,"50","0.60"
"110466",E1171N4876,"25","0.87"
"110784",E1171N4875,"45","0.87"
"110465",E1170N4876,"10","0.80"
"110783",E1170N4875,"35","0.79"
"110464",E1169N4876,"20","0.74"
"110782",E1169N4875,"15","0.73"
"110463",E1168N4876,"30","0.73"
"110781",E1168N4875,"15","0.73"
"111079",E1154N4874,"10","0.52"
"111081",E1156N4874,"15","0.53"
"111082",E1157N4874,"15","0.53"
"111083",E1158N4874,"15","0.53"
"110767",E1154N4875,"10","0.53"
"110769",E1156N4875,"30","0.53"
"110770",E1157N4875,"45","0.53"
"110771",E1158N4875,"25","0.54"
"110451",E1154N4876,"5","0.53"
"110452",E1156N4876,"20","0.53"
"110453",E1157N4876,"15","0.53"
"110454",E1158N4876,"50","0.57"
"110129",E1154N4877,"20","0.53"
"110131",E1156N4877,"15","0.53"
"110132",E1157N4877,"40","0.54"
"110133",E1158N4877,"30","0.60"
"109821",E1154N4878,"20","0.47"
"109822",E1156N4878,"15","0.53"
"109823",E1157N4878,"35","0.57"
"109824",E1158N4878,"50","0.60"
"109513",E1154N4879,"5","0.47"
"109515",E1157N4879,"50","0.60"
"109516",E1158N4879,"65","0.61"
"109214",E1154N4880,"45","0.47"
"109215",E1157N4880,"10","0.56"
"109216",E1158N4880,"30","0.63"
"108895",E1154N4881,"50","0.47"
"108897",E1157N4881,"5","0.53"
"110789",E1176N4875,"5","0.93"
"110790",E1177N4875,"10","0.93"
"110791",E1178N4875,"40","0.93"
"110792",E1179N4875,"25","0.91"
"110793",E1180N4875,"55","0.87"
"110794",E1181N4875,"40","0.87"
"110795",E1182N4875,"30","0.87"
"110796",E1183N4875,"25","0.91"
"110797",E1188N4875,"50","0.87"
"110798",E1189N4875,"35","0.88"
"110799",E1190N4875,"40","0.93"
"110800",E1191N4875,"15","0.90"
"110801",E1192N4875,"45","0.83"
"110802",E1193N4875,"10","0.80"
"110804",E1195N4875,"25","0.80"
"110785",E1172N4875,"45","0.92"
"110149",E1175N4877,"10","0.93"
"108913",E1176N4881,"50","0.93"
"109229",E1176N4880,"20","0.93"
"109530",E1176N4879,"50","0.93"
"109838",E1176N4878,"40","0.93"
"110151",E1177N4877,"10","0.93"
"108914",E1177N4881,"35","0.93"
"109230",E1177N4880,"40","0.93"
"109531",E1177N4879,"30","0.93"
"109839",E1177N4878,"20","0.93"
"110152",E1178N4877,"55","0.93"
"108915",E1178N4881,"30","0.93"
"109231",E1178N4880,"25","0.93"
"109532",E1178N4879,"20","0.93"
"109840",E1178N4878,"75","0.93"
"110153",E1179N4877,"30","0.93"
"109232",E1179N4880,"30","0.93"
"108916",E1179N4881,"90","0.92"
"109533",E1179N4879,"5","0.93"
"109841",E1179N4878,"10","0.93"
"110470",E1175N4876,"20","0.93"
"110471",E1176N4876,"15","0.93"
"110472",E1177N4876,"35","0.93"
"110473",E1178N4876,"20","0.93"
"110475",E1180N4876,"10","0.87"
"110477",E1182N4876,"10","0.87"
"110157",E1183N4877,"20","0.87"
"110156",E1182N4877,"20","0.87"
"110155",E1181N4877,"10","0.87"
"110154",E1180N4877,"70","0.87"
"110468",E1173N4876,"15","0.93"
"110467",E1172N4876,"30","0.93"
"109825",E1159N4878,"30","0.64"
"109517",E1159N4879,"85","0.67"
"109217",E1159N4880,"15","0.67"
"110134",E1159N4877,"25","0.61"
"110135",E1160N4877,"15","0.66"
"110136",E1161N4877,"15","0.70"
"110137",E1162N4877,"10","0.73"
"110138",E1163N4877,"20","0.73"
"110139",E1164N4877,"35","0.73"
"110140",E1165N4877,"35","0.73"
"110142",E1167N4877,"5","0.73"
"110143",E1168N4877,"25","0.73"
"110144",E1169N4877,"15","0.74"
"110145",E1170N4877,"25","0.80"
"110147",E1172N4877,"15","0.93"
"108910",E1172N4881,"20","0.80"
"109226",E1172N4880,"30","0.80"
"109527",E1172N4879,"15","0.83"
"110148",E1173N4877,"20","0.93"
"108911",E1173N4881,"30","0.81"
"109227",E1173N4880,"15","0.86"
"109528",E1173N4879,"30","0.93"
"108912",E1174N4881,"25","0.86"
"109228",E1174N4880,"25","0.93"
"109529",E1174N4879,"25","0.93"
"109826",E1160N4878,"55","0.67"
"109518",E1160N4879,"60","0.67"
"109218",E1160N4880,"20","0.67"
"109827",E1161N4878,"40","0.67"
"109519",E1161N4879,"60","0.67"
"109219",E1161N4880,"15","0.67"
"108901",E1161N4881,"15","0.67"
"109828",E1162N4878,"10","0.73"
"109520",E1162N4879,"30","0.68"
"109829",E1163N4878,"25","0.73"
"109521",E1163N4879,"45","0.73"
"109220",E1163N4880,"10","0.67"
"108902",E1163N4881,"20","0.69"
"109830",E1164N4878,"30","0.73"
"109522",E1164N4879,"30","0.73"
"108903",E1164N4881,"5","0.73"
"109831",E1165N4878,"50","0.73"
"109523",E1165N4879,"20","0.73"
"108904",E1165N4881,"5","0.73"
"109832",E1166N4878,"10","0.73"
"109221",E1166N4880,"5","0.73"
"108905",E1166N4881,"35","0.73"
"109833",E1167N4878,"20","0.73"
"109525",E1167N4879,"10","0.73"
"108906",E1167N4881,"90","0.73"
"109834",E1168N4878,"25","0.73"
"109835",E1169N4878,"20","0.74"
"109836",E1170N4878,"15","0.81"
"109225",E1171N4880,"55","0.80"
"109526",E1171N4879,"5","0.80"
"108909",E1171N4881,"25","0.80"
