fid,crs28992re,1COR_DEN_INDEX_WALK,NUMNONWEST
"115523",E1206N4859,"0.93","9"
"115525",E1210N4859,"0.93","9"
"115526",E1212N4859,"0.94","24"
"115527",E1213N4859,"0.98","24"
"115528",E1214N4859,"0.97","46"
"115529",E1215N4859,"1.00","15"
"115530",E1216N4859,"1.00","35"
"115532",E1219N4859,"0.98","8"
"115535",E1222N4859,"0.93","14"
"115538",E1226N4859,"0.87","114"
"115539",E1227N4859,"0.88","123"
"115540",E1228N4859,"0.95","84"
"115194",E1178N4860,"0.68","180"
"115195",E1179N4860,"0.76","36"
"115196",E1184N4860,"0.73","65"
"115197",E1185N4860,"0.77","22"
"115198",E1186N4860,"0.80","28"
"115199",E1187N4860,"0.80","50"
"115200",E1188N4860,"0.80","51"
"115201",E1189N4860,"0.80","54"
"115202",E1190N4860,"0.80","71"
"115203",E1191N4860,"0.80","79"
"115204",E1192N4860,"0.80","32"
"115205",E1193N4860,"0.80","32"
"115206",E1194N4860,"0.80","73"
"115207",E1195N4860,"0.80","33"
"115208",E1196N4860,"0.80","39"
"115209",E1197N4860,"0.80","43"
"115210",E1198N4860,"0.85","44"
"115211",E1199N4860,"0.87","41"
"115212",E1200N4860,"0.89","10"
"115213",E1201N4860,"0.93","10"
"115214",E1202N4860,"0.93","9"
"115215",E1203N4860,"0.93","6"
"115217",E1205N4860,"0.93","4"
"115218",E1206N4860,"0.93","13"
"115220",E1208N4860,"0.93","14"
"115222",E1210N4860,"0.93","25"
"115223",E1211N4860,"0.94","68"
"115224",E1212N4860,"0.96","10"
"115225",E1213N4860,"0.93","17"
"115226",E1214N4860,"0.93","25"
"115190",E1172N4860,"0.66","84"
"114869",E1172N4861,"0.61","30"
"114870",E1174N4861,"0.66","196"
"114562",E1174N4862,"0.61","104"
"114250",E1174N4863,"0.60","24"
"115191",E1175N4860,"0.65","90"
"114871",E1175N4861,"0.67","34"
"114563",E1175N4862,"0.67","93"
"114251",E1175N4863,"0.67","51"
"115192",E1176N4860,"0.66","128"
"114872",E1176N4861,"0.67","51"
"114564",E1176N4862,"0.68","14"
"114252",E1176N4863,"0.73","23"
"115193",E1177N4860,"0.67","216"
"114873",E1177N4861,"0.68","184"
"114565",E1177N4862,"0.73","129"
"114253",E1177N4863,"0.73","155"
"113914",E1168N4864,"0.57","7"
"113915",E1169N4864,"0.60","64"
"113916",E1170N4864,"0.60","64"
"113917",E1171N4864,"0.55","88"
"113919",E1173N4864,"0.60","35"
"113604",E1168N4865,"0.52","8"
"113605",E1169N4865,"0.55","41"
"113606",E1170N4865,"0.55","21"
"113607",E1171N4865,"0.53","46"
"113609",E1173N4865,"0.60","50"
"113324",E1169N4866,"0.47","28"
"113325",E1170N4866,"0.50","58"
"113326",E1171N4866,"0.53","25"
"113036",E1169N4867,"0.47","16"
"113037",E1170N4867,"0.47","54"
"113038",E1171N4867,"0.50","8"
"113040",E1173N4867,"0.60","35"
"112763",E1170N4868,"0.47","32"
"112764",E1171N4868,"0.47","11"
"112765",E1172N4868,"0.56","9"
"112487",E1187N4869,"0.89","105"
"112203",E1187N4870,"0.93","120"
"112488",E1188N4869,"0.87","52"
"112204",E1188N4870,"0.88","44"
"112489",E1189N4869,"0.87","59"
"112205",E1189N4870,"0.87","25"
"112490",E1190N4869,"0.87","144"
"112206",E1190N4870,"0.87","64"
"112491",E1191N4869,"0.86","108"
"112207",E1191N4870,"0.87","69"
"112492",E1192N4869,"0.80","28"
"112208",E1192N4870,"0.82","30"
"112493",E1193N4869,"0.80","28"
"112209",E1193N4870,"0.80","36"
"112494",E1194N4869,"0.80","32"
"112210",E1194N4870,"0.80","41"
"112495",E1195N4869,"0.84","53"
"112211",E1195N4870,"0.86","50"
"112496",E1196N4869,"0.87","70"
"112212",E1196N4870,"0.86","16"
"112497",E1197N4869,"0.87","27"
"112213",E1197N4870,"0.86","70"
"112498",E1198N4869,"0.87","40"
"112214",E1198N4870,"0.87","16"
"112499",E1199N4869,"0.87","21"
"112215",E1199N4870,"0.86","38"
"112500",E1200N4869,"0.87","46"
"112216",E1200N4870,"0.83","61"
"112202",E1186N4870,"0.88","75"
"112486",E1186N4869,"0.90","138"
"112485",E1185N4869,"0.88","189"
"112201",E1185N4870,"0.92","110"
"112484",E1184N4869,"0.93","80"
"112200",E1184N4870,"0.93","31"
"112483",E1183N4869,"0.93","93"
"112199",E1183N4870,"0.93","106"
"112198",E1182N4870,"0.93","27"
"112197",E1172N4870,"0.68","15"
"112196",E1171N4870,"0.60","12"
"112481",E1178N4869,"0.85","54"
"112480",E1177N4869,"0.81","172"
"112479",E1176N4869,"0.80","184"
"112478",E1175N4869,"0.80","151"
"112476",E1172N4869,"0.55","24"
"112475",E1171N4869,"0.52","47"
"112482",E1179N4869,"0.91","34"
"111937",E1198N4871,"0.81","21"
"111938",E1199N4871,"0.80","18"
"111939",E1200N4871,"0.80","35"
"111940",E1201N4871,"0.80","35"
"111941",E1202N4871,"0.85","31"
"111942",E1203N4871,"0.87","39"
"111943",E1204N4871,"0.87","20"
"111944",E1205N4871,"0.87","18"
"111945",E1206N4871,"0.87","17"
"111946",E1207N4871,"0.85","8"
"111948",E1209N4871,"0.78","19"
"111949",E1210N4871,"0.79","37"
"111950",E1211N4871,"0.75","7"
"111951",E1212N4871,"0.73","8"
"111952",E1213N4871,"0.76","7"
"111953",E1214N4871,"0.80","9"
"111954",E1215N4871,"0.80","27"
"111955",E1216N4871,"0.74","18"
"111956",E1217N4871,"0.73","14"
"111957",E1218N4871,"0.73","47"
"111958",E1219N4871,"0.73","54"
"111959",E1220N4871,"0.73","24"
"111960",E1221N4871,"0.73","11"
"111961",E1222N4871,"0.73","26"
"111962",E1223N4871,"0.73","19"
"111963",E1224N4871,"0.73","36"
"111964",E1225N4871,"0.73","19"
"111965",E1226N4871,"0.73","20"
"111936",E1197N4871,"0.81","19"
"111935",E1196N4871,"0.87","13"
"111934",E1195N4871,"0.87","260"
"111933",E1194N4871,"0.80","25"
"111932",E1193N4871,"0.80","18"
"111931",E1192N4871,"0.86","18"
"111930",E1191N4871,"0.87","58"
"111929",E1190N4871,"0.85","52"
"111928",E1189N4871,"0.87","80"
"111927",E1188N4871,"0.92","41"
"111926",E1187N4871,"0.93","124"
"111925",E1186N4871,"0.89","81"
"111924",E1185N4871,"0.93","58"
"111923",E1184N4871,"0.93","153"
"111922",E1183N4871,"0.93","102"
"111921",E1182N4871,"0.93","60"
"111920",E1171N4871,"0.67","33"
"111649",E1162N4872,"0.60","21"
"111650",E1163N4872,"0.71","18"
"111651",E1164N4872,"0.68","13"
"111652",E1170N4872,"0.72","91"
"111653",E1171N4872,"0.74","33"
"111654",E1172N4872,"0.80","21"
"111655",E1174N4872,"0.92","76"
"111656",E1175N4872,"0.90","77"
"111657",E1179N4872,"0.87","1862"
"111658",E1182N4872,"0.93","135"
"111659",E1183N4872,"0.93","90"
"111660",E1184N4872,"0.93","189"
"111661",E1185N4872,"0.93","175"
"111662",E1186N4872,"0.93","105"
"111663",E1187N4872,"0.91","89"
"111664",E1188N4872,"0.93","90"
"111665",E1189N4872,"0.91","72"
"111666",E1190N4872,"0.84","23"
"111667",E1191N4872,"0.85","25"
"111668",E1192N4872,"0.87","92"
"111669",E1193N4872,"0.82","18"
"111670",E1194N4872,"0.81","28"
"111671",E1195N4872,"0.87","11"
"111674",E1198N4872,"0.80","68"
"111675",E1199N4872,"0.80","25"
"111676",E1200N4872,"0.80","30"
"111677",E1201N4872,"0.80","28"
"111678",E1202N4872,"0.83","60"
"111679",E1203N4872,"0.87","23"
"111680",E1204N4872,"0.87","57"
"111681",E1205N4872,"0.87","26"
"111682",E1206N4872,"0.87","15"
"111683",E1207N4872,"0.86","13"
"111684",E1208N4872,"0.77","15"
"111685",E1209N4872,"0.76","13"
"111686",E1210N4872,"0.80","16"
"111687",E1211N4872,"0.80","39"
"111688",E1212N4872,"0.76","17"
"111690",E1214N4872,"0.80","9"
"111691",E1215N4872,"0.80","25"
"111692",E1216N4872,"0.73","44"
"111693",E1217N4872,"0.73","38"
"111694",E1218N4872,"0.73","20"
"111695",E1219N4872,"0.73","57"
"111696",E1220N4872,"0.73","27"
"111697",E1221N4872,"0.73","15"
"111698",E1223N4872,"0.73","34"
"111699",E1224N4872,"0.73","12"
"111377",E1164N4873,"0.73","70"
"111378",E1169N4873,"0.73","63"
"111379",E1170N4873,"0.74","29"
"111380",E1172N4873,"0.84","35"
"111381",E1173N4873,"0.90","63"
"111382",E1174N4873,"0.93","222"
"111383",E1175N4873,"0.93","10"
"111384",E1176N4873,"0.92","80"
"111385",E1179N4873,"0.87","63"
"111386",E1180N4873,"0.87","57"
"111387",E1181N4873,"0.87","33"
"111388",E1182N4873,"0.92","81"
"111389",E1183N4873,"0.93","110"
"111390",E1184N4873,"0.93","159"
"111391",E1185N4873,"0.93","140"
"111392",E1186N4873,"0.93","116"
"111393",E1187N4873,"0.89","72"
"111376",E1163N4873,"0.73","35"
"111374",E1161N4873,"0.60","28"
"111373",E1160N4873,"0.58","33"
"111371",E1158N4873,"0.53","28"
"111370",E1157N4873,"0.53","27"
"111369",E1156N4873,"0.53","21"
"111394",E1188N4873,"0.93","59"
"111395",E1189N4873,"0.93","57"
"111396",E1190N4873,"0.89","26"
"111397",E1191N4873,"0.82","42"
"111398",E1192N4873,"0.85","49"
"111399",E1193N4873,"0.84","47"
"111400",E1194N4873,"0.82","56"
"111401",E1195N4873,"0.87","6"
"111402",E1196N4873,"0.87","8"
"111403",E1197N4873,"0.87","77"
"111404",E1198N4873,"0.85","80"
"111405",E1199N4873,"0.80","29"
"111406",E1200N4873,"0.80","42"
"111407",E1201N4873,"0.80","22"
"111408",E1202N4873,"0.80","35"
"111409",E1203N4873,"0.86","66"
"111410",E1204N4873,"0.87","37"
"111411",E1205N4873,"0.87","22"
"111412",E1206N4873,"0.87","25"
"111414",E1208N4873,"0.78","6"
"111419",E1215N4873,"0.78","22"
"111420",E1216N4873,"0.73","22"
"111421",E1217N4873,"0.73","46"
"111422",E1218N4873,"0.73","33"
"111423",E1219N4873,"0.73","40"
"111424",E1220N4873,"0.73","44"
"111426",E1222N4873,"0.73","24"
"111098",E1175N4874,"0.93","9"
"111099",E1176N4874,"0.93","96"
"111101",E1178N4874,"0.90","56"
"111102",E1179N4874,"0.87","60"
"111103",E1180N4874,"0.87","58"
"111104",E1181N4874,"0.87","18"
"111105",E1182N4874,"0.88","104"
"111106",E1183N4874,"0.93","120"
"111108",E1186N4874,"0.93","33"
"111109",E1187N4874,"0.88","30"
"111110",E1188N4874,"0.87","78"
"111111",E1189N4874,"0.92","136"
"111112",E1190N4874,"0.93","30"
"111113",E1191N4874,"0.86","86"
"111114",E1192N4874,"0.80","64"
"111097",E1174N4874,"0.93","142"
"111096",E1173N4874,"0.93","16"
"111095",E1172N4874,"0.88","6"
"111084",E1159N4874,"0.56","88"
"111085",E1160N4874,"0.60","84"
"111086",E1161N4874,"0.62","45"
"111087",E1162N4874,"0.71","46"
"111088",E1163N4874,"0.73","45"
"110460",E1164N4876,"0.73","29"
"110777",E1164N4875,"0.73","13"
"111089",E1164N4874,"0.73","74"
"110461",E1165N4876,"0.73","5"
"110778",E1165N4875,"0.73","17"
"110779",E1166N4875,"0.73","168"
"111091",E1166N4874,"0.68","48"
"110462",E1167N4876,"0.73","105"
"110780",E1167N4875,"0.73","140"
"111092",E1167N4874,"0.73","88"
"111093",E1168N4874,"0.73","72"
"111094",E1169N4874,"0.73","7"
"110776",E1163N4875,"0.73","82"
"110459",E1163N4876,"0.73","23"
"110775",E1162N4875,"0.73","43"
"110458",E1162N4876,"0.73","59"
"110774",E1161N4875,"0.67","81"
"110457",E1161N4876,"0.70","158"
"110773",E1160N4875,"0.60","112"
"110456",E1160N4876,"0.63","176"
"110772",E1159N4875,"0.60","123"
"110455",E1159N4876,"0.60","192"
"110466",E1171N4876,"0.87","117"
"110784",E1171N4875,"0.87","171"
"110465",E1170N4876,"0.80","21"
"110783",E1170N4875,"0.79","132"
"110464",E1169N4876,"0.74","68"
"110782",E1169N4875,"0.73","56"
"110463",E1168N4876,"0.73","100"
"110781",E1168N4875,"0.73","40"
"111079",E1154N4874,"0.52","20"
"111080",E1155N4874,"0.53","6"
"111081",E1156N4874,"0.53","32"
"111082",E1157N4874,"0.53","60"
"111083",E1158N4874,"0.53","103"
"110767",E1154N4875,"0.53","28"
"110768",E1155N4875,"0.53","11"
"110769",E1156N4875,"0.53","144"
"110770",E1157N4875,"0.53","189"
"110771",E1158N4875,"0.54","95"
"110452",E1156N4876,"0.53","84"
"110453",E1157N4876,"0.53","52"
"110454",E1158N4876,"0.57","203"
"110129",E1154N4877,"0.53","92"
"110131",E1156N4877,"0.53","48"
"110132",E1157N4877,"0.54","144"
"110133",E1158N4877,"0.60","92"
"109821",E1154N4878,"0.47","105"
"109822",E1156N4878,"0.53","72"
"109823",E1157N4878,"0.57","128"
"109824",E1158N4878,"0.60","224"
"109513",E1154N4879,"0.47","18"
"109514",E1156N4879,"0.51","34"
"109515",E1157N4879,"0.60","161"
"109516",E1158N4879,"0.61","216"
"109214",E1154N4880,"0.47","132"
"109215",E1157N4880,"0.56","36"
"109216",E1158N4880,"0.63","81"
"108895",E1154N4881,"0.47","214"
"108897",E1157N4881,"0.53","46"
"108898",E1158N4881,"0.59","9"
"110788",E1175N4875,"0.93","13"
"110789",E1176N4875,"0.93","19"
"110790",E1177N4875,"0.93","58"
"110791",E1178N4875,"0.93","125"
"110792",E1179N4875,"0.91","67"
"110793",E1180N4875,"0.87","165"
"110794",E1181N4875,"0.87","153"
"110795",E1182N4875,"0.87","89"
"110796",E1183N4875,"0.91","32"
"110797",E1188N4875,"0.87","130"
"110798",E1189N4875,"0.88","63"
"110799",E1190N4875,"0.93","89"
"110800",E1191N4875,"0.90","21"
"110801",E1192N4875,"0.83","72"
"110802",E1193N4875,"0.80","43"
"110803",E1194N4875,"0.79","14"
"110804",E1195N4875,"0.80","80"
"110786",E1173N4875,"0.93","12"
"110785",E1172N4875,"0.92","133"
"110149",E1175N4877,"0.93","21"
"109837",E1175N4878,"0.93","35"
"110150",E1176N4877,"0.93","29"
"108913",E1176N4881,"0.93","158"
"109229",E1176N4880,"0.93","135"
"109530",E1176N4879,"0.93","200"
"109838",E1176N4878,"0.93","228"
"110151",E1177N4877,"0.93","48"
"108914",E1177N4881,"0.93","214"
"109230",E1177N4880,"0.93","153"
"109531",E1177N4879,"0.93","63"
"109839",E1177N4878,"0.93","86"
"110152",E1178N4877,"0.93","256"
"108915",E1178N4881,"0.93","102"
"109231",E1178N4880,"0.93","94"
"109532",E1178N4879,"0.93","73"
"109840",E1178N4878,"0.93","171"
"110153",E1179N4877,"0.93","112"
"109232",E1179N4880,"0.93","144"
"108916",E1179N4881,"0.92","306"
"109533",E1179N4879,"0.93","39"
"109841",E1179N4878,"0.93","36"
"110470",E1175N4876,"0.93","108"
"110471",E1176N4876,"0.93","57"
"110472",E1177N4876,"0.93","193"
"110473",E1178N4876,"0.93","72"
"110474",E1179N4876,"0.93","15"
"110475",E1180N4876,"0.87","27"
"110476",E1181N4876,"0.87","15"
"110477",E1182N4876,"0.87","18"
"110478",E1183N4876,"0.87","11"
"110157",E1183N4877,"0.87","45"
"110156",E1182N4877,"0.87","104"
"110155",E1181N4877,"0.87","47"
"110154",E1180N4877,"0.87","196"
"110468",E1173N4876,"0.93","33"
"110467",E1172N4876,"0.93","81"
"109825",E1159N4878,"0.64","158"
"109517",E1159N4879,"0.67","324"
"109217",E1159N4880,"0.67","48"
"108899",E1159N4881,"0.63","9"
"110134",E1159N4877,"0.61","76"
"110135",E1160N4877,"0.66","56"
"110136",E1161N4877,"0.70","64"
"110137",E1162N4877,"0.73","30"
"110138",E1163N4877,"0.73","43"
"110139",E1164N4877,"0.73","91"
"110140",E1165N4877,"0.73","60"
"110142",E1167N4877,"0.73","18"
"110143",E1168N4877,"0.73","68"
"110144",E1169N4877,"0.74","30"
"110145",E1170N4877,"0.80","45"
"110146",E1171N4877,"0.87","25"
"110147",E1172N4877,"0.93","48"
"108910",E1172N4881,"0.80","56"
"109226",E1172N4880,"0.80","122"
"109527",E1172N4879,"0.83","68"
"110148",E1173N4877,"0.93","36"
"108911",E1173N4881,"0.81","96"
"109227",E1173N4880,"0.86","102"
"109528",E1173N4879,"0.93","87"
"108912",E1174N4881,"0.86","96"
"109228",E1174N4880,"0.93","67"
"109529",E1174N4879,"0.93","92"
"109826",E1160N4878,"0.67","203"
"109518",E1160N4879,"0.67","168"
"109218",E1160N4880,"0.67","64"
"108900",E1160N4881,"0.66","42"
"109827",E1161N4878,"0.67","152"
"109519",E1161N4879,"0.67","261"
"109219",E1161N4880,"0.67","72"
"108901",E1161N4881,"0.67","27"
"109828",E1162N4878,"0.73","27"
"109520",E1162N4879,"0.68","92"
"109829",E1163N4878,"0.73","95"
"109521",E1163N4879,"0.73","189"
"109220",E1163N4880,"0.67","25"
"108902",E1163N4881,"0.69","102"
"109830",E1164N4878,"0.73","70"
"109522",E1164N4879,"0.73","109"
"108903",E1164N4881,"0.73","17"
"109831",E1165N4878,"0.73","136"
"109523",E1165N4879,"0.73","72"
"108904",E1165N4881,"0.73","20"
"109832",E1166N4878,"0.73","35"
"109524",E1166N4879,"0.73","14"
"109221",E1166N4880,"0.73","32"
"108905",E1166N4881,"0.73","137"
"109833",E1167N4878,"0.73","49"
"109525",E1167N4879,"0.73","18"
"109222",E1167N4880,"0.73","34"
"108906",E1167N4881,"0.73","320"
"109834",E1168N4878,"0.73","66"
"109835",E1169N4878,"0.74","28"
"109836",E1170N4878,"0.81","32"
"109225",E1171N4880,"0.80","164"
"108909",E1171N4881,"0.80","95"
"109224",E1170N4880,"0.79","168"
"108908",E1170N4881,"0.77","100"
"109223",E1169N4880,"0.75","88"
"108907",E1169N4881,"0.71","112"
"108571",E1163N4882,"0.71","88"
"108572",E1164N4882,"0.73","38"
"108573",E1165N4882,"0.73","26"
"108574",E1166N4882,"0.71","87"
"108575",E1167N4882,"0.68","69"
"108576",E1168N4882,"0.67","39"
"108577",E1169N4882,"0.70","68"
"108578",E1170N4882,"0.74","144"
"108579",E1171N4882,"0.80","116"
"108580",E1172N4882,"0.80","156"
"108581",E1173N4882,"0.80","95"
"108582",E1174N4882,"0.84","95"
"108584",E1176N4882,"0.87","113"
"108585",E1177N4882,"0.87","188"
"108586",E1178N4882,"0.89","131"
"108587",E1179N4882,"0.88","387"
"108588",E1180N4882,"0.87","34"
"108589",E1181N4882,"0.87","168"
"108590",E1182N4882,"0.87","198"
"108591",E1183N4882,"0.87","178"
"108592",E1184N4882,"0.87","128"
"108593",E1185N4882,"0.86","58"
"108594",E1186N4882,"0.84","135"
"108595",E1187N4882,"0.81","68"
"108596",E1188N4882,"0.77","55"
"108597",E1189N4882,"0.78","231"
"108598",E1190N4882,"0.73","154"
"108599",E1191N4882,"0.64","13"
"108569",E1161N4882,"0.62","53"
"108568",E1160N4882,"0.60","88"
"108567",E1159N4882,"0.60","50"
"108230",E1163N4883,"0.68","116"
"108231",E1164N4883,"0.68","45"
"108232",E1165N4883,"0.67","124"
"108233",E1166N4883,"0.67","200"
"108234",E1167N4883,"0.67","88"
"108235",E1168N4883,"0.67","44"
"108236",E1169N4883,"0.70","18"
"108237",E1170N4883,"0.73","60"
"108238",E1171N4883,"0.77","48"
"108239",E1172N4883,"0.80","14"
"108240",E1173N4883,"0.83","93"
"108241",E1174N4883,"0.87","60"
"108243",E1177N4883,"0.87","90"
"108244",E1178N4883,"0.85","96"
"108245",E1179N4883,"0.81","144"
"108246",E1180N4883,"0.86","35"
"108247",E1181N4883,"0.87","102"
"108248",E1182N4883,"0.87","117"
"108249",E1183N4883,"0.85","137"
"108250",E1184N4883,"0.83","38"
"108251",E1185N4883,"0.80","98"
"108252",E1186N4883,"0.80","60"
"108253",E1187N4883,"0.80","66"
"108254",E1188N4883,"0.74","74"
"108255",E1189N4883,"0.73","105"
"108224",E1155N4883,"0.47","357"
"108223",E1154N4883,"0.47","17"
"108229",E1162N4883,"0.60","41"
"108228",E1161N4883,"0.60","96"
"108227",E1160N4883,"0.60","75"
"108226",E1159N4883,"0.60","133"
"108225",E1158N4883,"0.60","18"
"116719",E1196N4855,"0.71","5"
"116720",E1197N4855,"0.76","6"
"116722",E1199N4855,"0.76","13"
"116723",E1200N4855,"0.82","0"
"116724",E1201N4855,"0.90","12"
"116725",E1202N4855,"0.93","19"
"116726",E1203N4855,"0.93","11"
"116728",E1207N4855,"0.93","15"
"116729",E1208N4855,"0.93","8"
"116730",E1209N4855,"0.93","46"
"116731",E1210N4855,"0.93","58"
"116732",E1211N4855,"0.93","44"
"116733",E1212N4855,"0.93","64"
"116734",E1213N4855,"0.93","49"
"116735",E1214N4855,"0.93","93"
"117029",E1196N4854,"0.67","15"
"117030",E1197N4854,"0.72","14"
"117031",E1198N4854,"0.73","14"
"117032",E1199N4854,"0.77","19"
"117033",E1200N4854,"0.84","11"
"117034",E1201N4854,"0.92","15"
"117035",E1202N4854,"0.93","0"
"117037",E1204N4854,"0.93","6"
"117039",E1206N4854,"0.93","7"
"117040",E1207N4854,"0.93","25"
"117041",E1208N4854,"0.93","7"
"117042",E1209N4854,"0.93","30"
"117043",E1210N4854,"0.93","78"
"117044",E1211N4854,"0.93","70"
"117360",E1196N4853,"0.67","9"
"117361",E1197N4853,"0.72","23"
"117362",E1198N4853,"0.73","17"
"117363",E1199N4853,"0.76","25"
"117364",E1200N4853,"0.86","38"
"117365",E1201N4853,"0.93","16"
"117367",E1203N4853,"0.93","18"
"117368",E1204N4853,"0.93","25"
"117369",E1205N4853,"0.93","18"
"117370",E1206N4853,"0.93","26"
"117371",E1207N4853,"0.93","16"
"117373",E1209N4853,"0.93","52"
"117374",E1210N4853,"0.93","71"
"117375",E1211N4853,"0.93","49"
"107901",E1153N4884,"0.46","182"
"107900",E1152N4884,"0.40","217"
"107899",E1151N4884,"0.40","109"
"107898",E1150N4884,"0.40","230"
"107897",E1149N4884,"0.40","156"
"107896",E1148N4884,"0.40","60"
"107895",E1147N4884,"0.40","90"
"107894",E1146N4884,"0.40","32"
"107893",E1145N4884,"0.40","43"
"107892",E1144N4884,"0.40","87"
"107891",E1143N4884,"0.38","46"
"107890",E1142N4884,"0.34","38"
"107572",E1153N4885,"0.41","67"
"107571",E1152N4885,"0.40","78"
"107570",E1151N4885,"0.40","104"
"107569",E1150N4885,"0.40","144"
"107568",E1149N4885,"0.40","105"
"107567",E1148N4885,"0.40","78"
"107566",E1147N4885,"0.40","93"
"107565",E1146N4885,"0.40","42"
"107563",E1144N4885,"0.38","33"
"107562",E1143N4885,"0.34","49"
"107561",E1142N4885,"0.31","28"
"107260",E1151N4886,"0.40","35"
"107259",E1150N4886,"0.40","35"
"108211",E1142N4883,"0.38","42"
"108553",E1142N4882,"0.40","67"
"105501",E1136N4893,"0.00","15"
"105734",E1136N4892,"0.00","15"
"106751",E1173N4888,"0.61","30"
"107009",E1172N4887,"0.67","11"
"107010",E1173N4887,"0.65","16"
"101520",E1205N4919,"0.33","12"
"101521",E1206N4919,"0.33","11"
"101522",E1207N4919,"0.33","12"
"101523",E1208N4919,"0.33","17"
"101525",E1210N4919,"0.33","16"
"101385",E1203N4920,"0.31","6"
"101386",E1204N4920,"0.33","19"
"101388",E1206N4920,"0.33","27"
"101389",E1207N4920,"0.33","12"
"101394",E1212N4920,"0.33","10"
"101526",E1211N4919,"0.33","25"
"101527",E1212N4919,"0.33","10"
"101528",E1213N4919,"0.33","18"
"101533",E1231N4919,"0.28","55"
