fid,crs28992re,1COR_DEN_INDEX_WALK,NUMNONWEST
"100871",E1222N4924,"0.27","8"
"100460",E1211N4928,"0.27","12"
"100318",E1212N4930,"0.27","21"
"100393",E1212N4929,"0.27","8"
"100319",E1213N4930,"0.27","32"
"100394",E1213N4929,"0.27","26"
"100462",E1213N4928,"0.30","16"
"100320",E1214N4930,"0.24","12"
"100395",E1214N4929,"0.27","9"
"100463",E1214N4928,"0.28","78"
"100545",E1214N4927,"0.33","6"
"100321",E1215N4930,"0.26","8"
"100396",E1215N4929,"0.27","39"
"100464",E1215N4928,"0.27","9"
"100546",E1215N4927,"0.33","12"
"100322",E1216N4930,"0.27","8"
"100397",E1216N4929,"0.27","36"
"100465",E1216N4928,"0.27","23"
"100547",E1216N4927,"0.31","10"
"100466",E1217N4928,"0.27","6"
"100399",E1218N4929,"0.27","5"
"100467",E1218N4928,"0.27","9"
"100549",E1218N4927,"0.27","24"
"100468",E1219N4928,"0.27","20"
"100550",E1219N4927,"0.27","38"
"100551",E1220N4927,"0.27","50"
"100552",E1221N4927,"0.27","24"
"107908",E1163N4884,"0.66","113"
"107582",E1163N4885,"0.61","90"
"107266",E1163N4886,"0.60","28"
"107909",E1164N4884,"0.67","312"
"107583",E1164N4885,"0.66","172"
"107267",E1164N4886,"0.61","12"
"107910",E1165N4884,"0.67","100"
"107584",E1165N4885,"0.67","68"
"107268",E1165N4886,"0.66","14"
"107911",E1166N4884,"0.67","45"
"107585",E1166N4885,"0.67","105"
"107269",E1166N4886,"0.67","21"
"107912",E1167N4884,"0.67","39"
"107586",E1167N4885,"0.67","78"
"107270",E1167N4886,"0.64","21"
"107913",E1168N4884,"0.67","58"
"107587",E1168N4885,"0.67","88"
"107271",E1168N4886,"0.66","9"
"107588",E1169N4885,"0.67","14"
"107914",E1170N4884,"0.70","42"
"107589",E1170N4885,"0.67","52"
"107272",E1170N4886,"0.67","14"
"107915",E1171N4884,"0.73","9"
"107590",E1171N4885,"0.67","52"
"107273",E1171N4886,"0.67","33"
"107916",E1172N4884,"0.76","8"
"107591",E1172N4885,"0.75","36"
"107274",E1172N4886,"0.71","11"
"107917",E1173N4884,"0.83","15"
"107592",E1173N4885,"0.75","39"
"107275",E1173N4886,"0.69","15"
"107265",E1161N4886,"0.60","32"
"107264",E1160N4886,"0.60","53"
"107263",E1159N4886,"0.60","60"
"107261",E1154N4886,"0.41","15"
"107906",E1161N4884,"0.60","80"
"107579",E1160N4885,"0.60","63"
"107905",E1160N4884,"0.60","48"
"107578",E1159N4885,"0.60","63"
"107904",E1159N4884,"0.60","144"
"107577",E1158N4885,"0.60","39"
"107576",E1157N4885,"0.50","66"
"107575",E1156N4885,"0.47","39"
"107574",E1155N4885,"0.47","53"
"107573",E1154N4885,"0.46","81"
"107902",E1154N4884,"0.47","69"
"107581",E1162N4885,"0.60","104"
"107907",E1162N4884,"0.60","122"
"107580",E1161N4885,"0.60","33"
"102053",E1217N4915,"0.33","20"
"102189",E1217N4914,"0.33","17"
"102054",E1218N4915,"0.33","23"
"102190",E1218N4914,"0.32","17"
"102055",E1219N4915,"0.33","38"
"102191",E1219N4914,"0.28","56"
"102056",E1220N4915,"0.29","42"
"102060",E1228N4915,"0.33","58"
"102061",E1229N4915,"0.33","126"
"102062",E1230N4915,"0.33","18"
"102063",E1231N4915,"0.33","48"
"102064",E1232N4915,"0.33","130"
"102066",E1234N4915,"0.34","70"
"102067",E1235N4915,"0.36","108"
"102068",E1236N4915,"0.39","140"
"102069",E1237N4915,"0.42","84"
"102192",E1220N4914,"0.28","62"
"102194",E1227N4914,"0.40","8"
"102195",E1228N4914,"0.35","28"
"102196",E1229N4914,"0.33","24"
"102197",E1230N4914,"0.33","186"
"102198",E1231N4914,"0.35","87"
"102199",E1233N4914,"0.38","52"
"102200",E1234N4914,"0.39","158"
"102201",E1235N4914,"0.42","65"
"102202",E1236N4914,"0.51","49"
"101921",E1208N4916,"0.32","13"
"101795",E1208N4917,"0.33","42"
"101922",E1209N4916,"0.33","34"
"101796",E1209N4917,"0.33","15"
"102046",E1209N4915,"0.27","10"
"101923",E1210N4916,"0.33","17"
"101797",E1210N4917,"0.33","32"
"102047",E1210N4915,"0.30","23"
"101924",E1211N4916,"0.33","12"
"101798",E1211N4917,"0.33","42"
"102048",E1211N4915,"0.33","21"
"102183",E1211N4914,"0.30","22"
"101925",E1212N4916,"0.33","12"
"101799",E1212N4917,"0.33","24"
"102329",E1213N4913,"0.29","20"
"102185",E1213N4914,"0.33","11"
"101800",E1213N4917,"0.33","29"
"102330",E1214N4913,"0.30","40"
"102186",E1214N4914,"0.33","18"
"102050",E1214N4915,"0.33","7"
"101801",E1214N4917,"0.33","8"
"102331",E1215N4913,"0.30","23"
"102187",E1215N4914,"0.33","32"
"101927",E1215N4916,"0.33","6"
"102332",E1216N4913,"0.28","23"
"102188",E1216N4914,"0.33","60"
"102052",E1216N4915,"0.33","27"
"101802",E1216N4917,"0.33","25"
"101928",E1216N4916,"0.33","30"
"101794",E1207N4917,"0.33","23"
"101793",E1206N4917,"0.33","8"
"102049",E1212N4915,"0.33","40"
"102184",E1212N4914,"0.33","32"
"102328",E1212N4913,"0.26","8"
"104928",E1237N4896,"0.87","24"
"104189",E1237N4900,"0.87","33"
"104929",E1238N4896,"0.86","21"
"104734",E1238N4897,"0.87","9"
"104190",E1238N4900,"0.87","72"
"104930",E1239N4896,"0.74","5"
"104735",E1239N4897,"0.82","5"
"104191",E1239N4900,"0.81","18"
"104354",E1239N4899,"0.82","14"
"104192",E1240N4900,"0.71","36"
"104355",E1240N4899,"0.73","141"
"104524",E1240N4898,"0.74","32"
"104932",E1241N4896,"0.72","6"
"104193",E1241N4900,"0.67","112"
"104356",E1241N4899,"0.67","105"
"104525",E1241N4898,"0.69","20"
"101929",E1217N4916,"0.33","42"
"101803",E1217N4917,"0.33","12"
"101930",E1218N4916,"0.33","46"
"101804",E1218N4917,"0.33","18"
"101931",E1219N4916,"0.33","15"
"101937",E1230N4916,"0.33","40"
"101809",E1230N4917,"0.33","90"
"101938",E1231N4916,"0.33","112"
"101810",E1231N4917,"0.33","95"
"101939",E1232N4916,"0.33","66"
"101811",E1232N4917,"0.33","44"
"101940",E1233N4916,"0.33","60"
"101812",E1233N4917,"0.33","81"
"101941",E1234N4916,"0.33","105"
"101813",E1234N4917,"0.33","140"
"101814",E1235N4917,"0.33","15"
"101942",E1235N4916,"0.33","140"
"101943",E1236N4916,"0.33","45"
"102333",E1217N4913,"0.27","15"
"102334",E1218N4913,"0.27","10"
"102335",E1219N4913,"0.28","51"
"102336",E1220N4913,"0.30","44"
"102337",E1221N4913,"0.35","75"
"102340",E1227N4913,"0.40","68"
"102341",E1228N4913,"0.40","26"
"102342",E1229N4913,"0.38","5"
"102343",E1230N4913,"0.41","13"
"102344",E1231N4913,"0.40","57"
"102345",E1232N4913,"0.42","36"
"102346",E1233N4913,"0.46","143"
"102347",E1234N4913,"0.51","68"
"102348",E1235N4913,"0.55","7"
"102350",E1238N4913,"0.60","88"
"102351",E1239N4913,"0.50","54"
"105994",E1208N4891,"0.72","47"
"105099",E1208N4895,"0.59","24"
"104914",E1208N4896,"0.49","28"
"105995",E1209N4891,"0.73","102"
"105100",E1209N4895,"0.49","14"
"104915",E1209N4896,"0.47","14"
"105996",E1210N4891,"0.68","185"
"105997",E1211N4891,"0.70","96"
"105102",E1211N4895,"0.47","25"
"105515",E1212N4893,"0.61","17"
"105744",E1208N4892,"0.67","30"
"105745",E1209N4892,"0.67","17"
"105746",E1210N4892,"0.64","123"
"105747",E1211N4892,"0.69","35"
"105748",E1212N4892,"0.68","25"
"106251",E1210N4890,"0.69","60"
"106252",E1211N4890,"0.70","13"
"106498",E1210N4889,"0.74","44"
"106499",E1211N4889,"0.70","11"
"106500",E1212N4889,"0.73","20"
"104922",E1227N4896,"0.80","17"
"104923",E1228N4896,"0.80","42"
"104924",E1229N4896,"0.80","83"
"104728",E1227N4897,"0.80","50"
"104729",E1228N4897,"0.80","36"
"104730",E1229N4897,"0.80","38"
"104731",E1230N4897,"0.79","14"
"104519",E1227N4898,"0.80","32"
"104520",E1228N4898,"0.80","33"
"104521",E1229N4898,"0.80","22"
"104522",E1230N4898,"0.75","36"
"104348",E1227N4899,"0.80","45"
"104349",E1228N4899,"0.79","50"
"104350",E1229N4899,"0.77","53"
"104351",E1230N4899,"0.79","42"
"104181",E1226N4900,"0.74","39"
"104182",E1227N4900,"0.80","38"
"104183",E1228N4900,"0.80","42"
"104184",E1229N4900,"0.80","56"
"104185",E1230N4900,"0.80","21"
"104022",E1225N4901,"0.73","8"
"104023",E1226N4901,"0.73","58"
"104024",E1227N4901,"0.77","27"
"104025",E1228N4901,"0.80","26"
"104026",E1229N4901,"0.80","25"
"104021",E1222N4901,"0.67","6"
"104178",E1222N4900,"0.67","8"
"104347",E1222N4899,"0.68","14"
"104517",E1222N4898,"0.73","10"
"104177",E1221N4900,"0.67","6"
"104346",E1221N4899,"0.66","18"
"104516",E1221N4898,"0.66","6"
"103306",E1225N4906,"0.60","14"
"103025",E1225N4908,"0.60","256"
"103866",E1225N4902,"0.68","9"
"103171",E1226N4907,"0.60","161"
"103867",E1226N4902,"0.71","29"
"103868",E1227N4902,"0.74","14"
"103724",E1227N4903,"0.67","24"
"103027",E1227N4908,"0.60","268"
"103172",E1227N4907,"0.60","6"
"103308",E1227N4906,"0.60","33"
"103869",E1228N4902,"0.80","30"
"103725",E1228N4903,"0.72","38"
"103028",E1228N4908,"0.60","60"
"103173",E1228N4907,"0.60","62"
"103309",E1228N4906,"0.60","26"
"103870",E1229N4902,"0.80","23"
"103726",E1229N4903,"0.77","29"
"103310",E1229N4906,"0.61","13"
"103029",E1229N4908,"0.64","54"
"103174",E1229N4907,"0.63","38"
"103871",E1230N4902,"0.80","29"
"103727",E1230N4903,"0.78","20"
"103311",E1230N4906,"0.67","18"
"103030",E1230N4908,"0.70","52"
"103175",E1230N4907,"0.67","28"
"103728",E1231N4903,"0.78","6"
"103312",E1231N4906,"0.70","20"
"103031",E1231N4908,"0.80","21"
"103176",E1231N4907,"0.77","18"
"103865",E1222N4902,"0.67","8"
"103864",E1221N4902,"0.65","16"
"103721",E1220N4903,"0.47","4"
"102598",E1214N4911,"0.21","35"
"102463",E1214N4912,"0.27","44"
"102464",E1215N4912,"0.26","16"
"102599",E1216N4911,"0.20","40"
"102465",E1216N4912,"0.24","34"
"102600",E1217N4911,"0.20","117"
"102466",E1217N4912,"0.22","32"
"102601",E1218N4911,"0.23","14"
"102602",E1219N4911,"0.28","64"
"102468",E1219N4912,"0.27","113"
"102603",E1220N4911,"0.39","54"
"102469",E1220N4912,"0.33","25"
"102604",E1221N4911,"0.40","56"
"102470",E1221N4912,"0.40","74"
"102607",E1225N4911,"0.45","14"
"102608",E1226N4911,"0.47","102"
"102472",E1226N4912,"0.41","24"
"102609",E1227N4911,"0.47","88"
"102473",E1227N4912,"0.43","108"
"102610",E1228N4911,"0.49","81"
"102474",E1228N4912,"0.45","78"
"102611",E1229N4911,"0.54","120"
"102475",E1229N4912,"0.49","68"
"102612",E1230N4911,"0.58","110"
"102476",E1230N4912,"0.53","38"
"102613",E1231N4911,"0.63","56"
"102477",E1232N4912,"0.55","108"
"102478",E1233N4912,"0.55","85"
"102479",E1234N4912,"0.54","9"
"102462",E1213N4912,"0.25","20"
"102461",E1212N4912,"0.20","22"
"102621",E1242N4911,"0.56","38"
"102485",E1241N4912,"0.46","27"
"102620",E1241N4911,"0.50","54"
"102484",E1240N4912,"0.46","44"
"102619",E1240N4911,"0.47","35"
"102483",E1239N4912,"0.56","96"
"102618",E1239N4911,"0.59","21"
"102482",E1238N4912,"0.62","27"
"102617",E1238N4911,"0.67","21"
"102481",E1237N4912,"0.60","10"
"102480",E1235N4912,"0.58","10"
"132732",E1267N4787,"0.53","35"
"133036",E1267N4786,"0.53","55"
"132733",E1269N4787,"0.52","15"
"133037",E1269N4786,"0.50","63"
"133038",E1270N4786,"0.47","53"
"132734",E1271N4787,"0.47","21"
"133039",E1271N4786,"0.47","65"
"132735",E1272N4787,"0.47","16"
"133040",E1272N4786,"0.47","95"
"132736",E1273N4787,"0.47","32"
"133041",E1273N4786,"0.47","53"
"132737",E1274N4787,"0.47","45"
"133042",E1274N4786,"0.47","102"
"132738",E1275N4787,"0.47","39"
"133043",E1275N4786,"0.47","112"
"132740",E1277N4787,"0.47","40"
"132741",E1279N4787,"0.47","45"
"132742",E1280N4787,"0.44","36"
"132743",E1281N4787,"0.33","39"
"132744",E1282N4787,"0.27","35"
"133044",E1276N4786,"0.47","91"
"133045",E1277N4786,"0.47","130"
"133046",E1278N4786,"0.47","108"
"133047",E1279N4786,"0.47","88"
"133048",E1280N4786,"0.43","93"
"133049",E1281N4786,"0.33","63"
"133050",E1282N4786,"0.30","51"
"134406",E1281N4781,"0.20","18"
"134405",E1280N4781,"0.24","27"
"134404",E1279N4781,"0.15","30"
"134403",E1278N4781,"0.16","22"
"134402",E1277N4781,"0.30","4"
"134401",E1276N4781,"0.36","7"
"134399",E1271N4781,"0.40","77"
"134398",E1270N4781,"0.40","84"
"134397",E1269N4781,"0.40","55"
"134396",E1268N4781,"0.40","12"
"134395",E1267N4781,"0.43","60"
"134394",E1266N4781,"0.47","6"
"134393",E1265N4781,"0.47","40"
"134392",E1264N4781,"0.47","34"
"134172",E1281N4782,"0.23","30"
"134171",E1280N4782,"0.26","73"
"134170",E1279N4782,"0.21","26"
"134169",E1278N4782,"0.30","68"
"134168",E1277N4782,"0.38","38"
"134167",E1276N4782,"0.41","28"
"134166",E1275N4782,"0.41","52"
"134165",E1274N4782,"0.40","42"
"134164",E1273N4782,"0.40","10"
"134163",E1271N4782,"0.40","53"
"134162",E1270N4782,"0.40","52"
"134161",E1269N4782,"0.40","53"
"134160",E1268N4782,"0.40","25"
"134159",E1267N4782,"0.46","55"
"134158",E1266N4782,"0.47","28"
"134157",E1265N4782,"0.47","60"
"134156",E1264N4782,"0.47","84"
"134155",E1263N4782,"0.47","12"
"134154",E1249N4782,"0.13","17"
"134617",E1264N4780,"0.41","18"
"134618",E1265N4780,"0.42","81"
"134619",E1266N4780,"0.41","38"
"134620",E1267N4780,"0.40","30"
"134621",E1268N4780,"0.40","60"
"134622",E1269N4780,"0.40","55"
"134623",E1270N4780,"0.40","50"
"134624",E1271N4780,"0.40","28"
"134827",E1254N4779,"0.07","15"
"134828",E1265N4779,"0.40","22"
"134830",E1267N4779,"0.40","8"
"133877",E1264N4783,"0.47","228"
"133612",E1264N4784,"0.50","44"
"133613",E1265N4784,"0.51","70"
"133879",E1266N4783,"0.47","88"
"133614",E1266N4784,"0.53","137"
"133880",E1267N4783,"0.48","49"
"133615",E1267N4784,"0.53","180"
"133881",E1268N4783,"0.43","51"
"133616",E1268N4784,"0.52","53"
"133882",E1269N4783,"0.40","21"
"133883",E1270N4783,"0.43","48"
"133617",E1270N4784,"0.47","14"
"133884",E1271N4783,"0.43","35"
"133618",E1271N4784,"0.47","91"
"133619",E1272N4784,"0.47","75"
"133885",E1273N4783,"0.44","9"
"133620",E1273N4784,"0.47","60"
"133886",E1274N4783,"0.46","48"
"133621",E1274N4784,"0.47","116"
"133622",E1275N4784,"0.47","32"
"133887",E1275N4783,"0.47","74"
"133623",E1276N4784,"0.47","42"
"133888",E1276N4783,"0.47","28"
"133889",E1277N4783,"0.47","48"
"133624",E1278N4784,"0.47","16"
"133890",E1278N4783,"0.43","40"
"133625",E1279N4784,"0.43","38"
"133891",E1279N4783,"0.34","65"
"133626",E1280N4784,"0.30","60"
"133892",E1280N4783,"0.27","30"
"133627",E1281N4784,"0.27","43"
"133893",E1281N4783,"0.25","28"
"133628",E1282N4784,"0.21","20"
"133611",E1263N4784,"0.48","63"
"133876",E1263N4783,"0.47","63"
"133610",E1262N4784,"0.47","32"
"133875",E1249N4783,"0.13","18"
"132444",E1264N4788,"0.58","144"
"132729",E1264N4787,"0.53","96"
"133033",E1264N4786,"0.53","84"
"133320",E1264N4785,"0.53","46"
"132151",E1265N4789,"0.60","49"
"132445",E1265N4788,"0.56","123"
"132730",E1265N4787,"0.53","123"
"133034",E1265N4786,"0.53","52"
"133321",E1265N4785,"0.53","78"
"132152",E1266N4789,"0.60","54"
"132446",E1266N4788,"0.58","63"
"132731",E1266N4787,"0.53","128"
"133035",E1266N4786,"0.53","21"
"133322",E1266N4785,"0.53","78"
"133323",E1267N4785,"0.53","116"
"133324",E1268N4785,"0.53","39"
"133325",E1269N4785,"0.48","27"
"133326",E1271N4785,"0.47","193"
"133327",E1272N4785,"0.47","60"
"133328",E1273N4785,"0.47","33"
"133329",E1274N4785,"0.47","151"
"133330",E1275N4785,"0.47","208"
"133331",E1276N4785,"0.47","80"
"133332",E1278N4785,"0.47","15"
"133333",E1279N4785,"0.47","36"
"133334",E1280N4785,"0.39","33"
"133335",E1281N4785,"0.28","38"
"133336",E1282N4785,"0.27","28"
"132149",E1263N4789,"0.60","164"
"132148",E1262N4789,"0.60","172"
"132147",E1261N4789,"0.60","120"
"132146",E1260N4789,"0.58","158"
"132145",E1257N4789,"0.40","170"
"132144",E1256N4789,"0.39","134"
"132143",E1255N4789,"0.26","80"
"132443",E1263N4788,"0.60","176"
"132728",E1263N4787,"0.54","77"
"133032",E1263N4786,"0.53","91"
"133319",E1263N4785,"0.53","33"
"132442",E1262N4788,"0.60","126"
"132727",E1262N4787,"0.56","140"
"133031",E1262N4786,"0.53","105"
"133318",E1262N4785,"0.53","6"
"132441",E1261N4788,"0.60","136"
"132726",E1261N4787,"0.56","176"
"133030",E1261N4786,"0.53","77"
"132440",E1260N4788,"0.60","152"
"132725",E1260N4787,"0.54","14"
"132439",E1255N4788,"0.20","93"
"132447",E1267N4788,"0.54","67"
"132153",E1268N4789,"0.53","63"
"132448",E1268N4788,"0.53","42"
"132154",E1269N4789,"0.53","55"
"132449",E1269N4788,"0.53","60"
"132155",E1270N4789,"0.49","81"
"132450",E1270N4788,"0.47","35"
"132451",E1271N4788,"0.47","33"
"132156",E1272N4789,"0.47","27"
"132452",E1272N4788,"0.47","51"
"132157",E1274N4789,"0.47","20"
"132158",E1275N4789,"0.47","50"
"132159",E1276N4789,"0.47","28"
"132453",E1276N4788,"0.47","105"
"132160",E1277N4789,"0.47","132"
"132454",E1277N4788,"0.47","116"
"132162",E1279N4789,"0.47","56"
"132455",E1279N4788,"0.47","57"
"132163",E1280N4789,"0.39","58"
"132456",E1280N4788,"0.44","32"
"132164",E1281N4789,"0.30","32"
"132457",E1281N4788,"0.29","51"
"132165",E1282N4789,"0.27","19"
"132458",E1282N4788,"0.27","39"
"132166",E1283N4789,"0.27","19"
"132459",E1283N4788,"0.27","30"
"131863",E1254N4790,"0.27","18"
"131864",E1256N4790,"0.40","26"
"131865",E1257N4790,"0.40","40"
"131866",E1259N4790,"0.50","18"
"131867",E1260N4790,"0.56","63"
"131868",E1261N4790,"0.60","42"
"131869",E1262N4790,"0.60","36"
"131870",E1263N4790,"0.60","104"
"131871",E1264N4790,"0.60","14"
"131872",E1265N4790,"0.60","20"
"131873",E1266N4790,"0.60","9"
"131582",E1258N4791,"0.41","81"
"131583",E1259N4791,"0.48","93"
"131584",E1260N4791,"0.54","48"
"131305",E1258N4792,"0.40","188"
"131306",E1259N4792,"0.46","147"
"131307",E1260N4792,"0.53","88"
"131308",E1261N4792,"0.56","136"
"131874",E1268N4790,"0.55","43"
"131875",E1269N4790,"0.53","91"
"131876",E1270N4790,"0.50","102"
"131877",E1271N4790,"0.47","200"
"131878",E1272N4790,"0.47","123"
"131879",E1273N4790,"0.47","57"
"131880",E1274N4790,"0.47","120"
"131881",E1275N4790,"0.47","114"
"131882",E1276N4790,"0.47","137"
"131883",E1277N4790,"0.47","93"
"131884",E1279N4790,"0.45","29"
"131885",E1280N4790,"0.34","9"
"131886",E1281N4790,"0.30","20"
"131887",E1282N4790,"0.27","13"
"131888",E1283N4790,"0.27","5"
"131889",E1284N4790,"0.27","35"
"131890",E1285N4790,"0.27","8"
"131598",E1279N4791,"0.39","44"
"131597",E1277N4791,"0.47","60"
"131596",E1276N4791,"0.47","45"
"131595",E1275N4791,"0.47","45"
"131594",E1274N4791,"0.47","67"
"131593",E1273N4791,"0.47","75"
"131592",E1272N4791,"0.47","100"
"131591",E1271N4791,"0.47","99"
"131590",E1270N4791,"0.51","33"
"131589",E1269N4791,"0.53","5"
"131588",E1267N4791,"0.60","58"
"131587",E1266N4791,"0.60","30"
"131586",E1265N4791,"0.60","24"
"131585",E1264N4791,"0.60","24"
"131328",E1285N4792,"0.27","14"
"131327",E1284N4792,"0.27","47"
"131326",E1283N4792,"0.27","27"
"131325",E1282N4792,"0.27","44"
"131324",E1281N4792,"0.27","83"
"131323",E1280N4792,"0.29","54"
"131322",E1279N4792,"0.35","65"
"131321",E1277N4792,"0.45","68"
"131320",E1276N4792,"0.47","99"
"131319",E1275N4792,"0.47","68"
"131318",E1274N4792,"0.47","132"
"131317",E1273N4792,"0.47","109"
"131316",E1272N4792,"0.47","60"
"131315",E1271N4792,"0.47","22"
"131313",E1268N4792,"0.60","5"
"131312",E1267N4792,"0.60","17"
"131311",E1266N4792,"0.60","46"
"131310",E1265N4792,"0.60","21"
"131309",E1263N4792,"0.60","12"
"131599",E1280N4791,"0.33","18"
"131600",E1281N4791,"0.27","58"
"131601",E1282N4791,"0.27","35"
"131602",E1283N4791,"0.27","13"
"131603",E1284N4791,"0.27","58"
"131604",E1285N4791,"0.27","52"
"129557",E1295N4799,"0.00","17"
"130072",E1295N4797,"0.00","9"
"129301",E1296N4800,"0.00","8"
"129558",E1296N4799,"0.00","7"
"130073",E1296N4797,"0.00","11"
"130323",E1297N4796,"0.00","12"
"130074",E1297N4797,"0.00","12"
"129815",E1297N4798,"0.00","12"
"129302",E1297N4800,"0.00","5"
"130576",E1299N4795,"0.00","8"
"130575",E1298N4795,"0.00","11"
"130324",E1298N4796,"0.00","8"
"130075",E1298N4797,"0.00","6"
"129817",E1299N4798,"0.00","15"
"129816",E1298N4798,"0.00","13"
"129561",E1299N4799,"0.00","8"
"129560",E1298N4799,"0.00","6"
"129303",E1298N4800,"0.00","5"
"129056",E1298N4801,"0.00","6"
"131057",E1257N4793,"0.39","74"
"131058",E1258N4793,"0.40","176"
"131059",E1259N4793,"0.44","98"
"131060",E1260N4793,"0.49","130"
"131061",E1261N4793,"0.53","140"
"130813",E1257N4794,"0.36","72"
"130814",E1258N4794,"0.40","126"
"130815",E1259N4794,"0.41","91"
"130816",E1260N4794,"0.47","192"
"130817",E1261N4794,"0.51","52"
"130567",E1259N4795,"0.40","76"
"130568",E1260N4795,"0.43","54"
"130316",E1261N4796,"0.45","32"
"130064",E1255N4797,"0.43","11"
"130065",E1256N4797,"0.44","123"
"129802",E1255N4798,"0.56","95"
"129803",E1256N4798,"0.60","120"
"129804",E1257N4798,"0.56","189"
"129805",E1258N4798,"0.56","176"
"129546",E1255N4799,"0.66","200"
"129547",E1256N4799,"0.67","200"
"129548",E1258N4799,"0.64","284"
"129549",E1259N4799,"0.69","9"
"129550",E1260N4799,"0.73","10"
"129551",E1261N4799,"0.68","20"
"129289",E1257N4800,"0.72","387"
"129290",E1259N4800,"0.73","12"
"129291",E1260N4800,"0.73","16"
"129045",E1255N4801,"0.73","124"
"129046",E1259N4801,"0.73","8"
"129047",E1260N4801,"0.73","12"
"129806",E1264N4798,"0.45","18"
"129807",E1269N4798,"0.53","24"
"129808",E1270N4798,"0.46","54"
"129809",E1271N4798,"0.40","14"
"129552",E1269N4799,"0.53","38"
"129553",E1270N4799,"0.44","43"
"129554",E1271N4799,"0.36","41"
"129555",E1272N4799,"0.33","29"
"129292",E1268N4800,"0.52","58"
"129293",E1269N4800,"0.48","96"
"129294",E1270N4800,"0.44","21"
"129295",E1271N4800,"0.40","39"
"129296",E1272N4800,"0.38","11"
"129298",E1274N4800,"0.26","12"
"129299",E1275N4800,"0.22","7"
"129048",E1269N4801,"0.47","55"
"129049",E1270N4801,"0.43","16"
"129050",E1271N4801,"0.40","60"
"130068",E1264N4797,"0.50","50"
"130069",E1265N4797,"0.52","27"
"130319",E1264N4796,"0.49","42"
"130320",E1265N4796,"0.48","28"
"131069",E1280N4793,"0.27","15"
"131066",E1267N4793,"0.60","12"
"131065",E1266N4793,"0.60","38"
"130822",E1266N4794,"0.60","18"
"131064",E1265N4793,"0.60","48"
"130821",E1265N4794,"0.60","38"
"131063",E1264N4793,"0.60","24"
"130820",E1264N4794,"0.59","42"
"130572",E1264N4795,"0.53","16"
"131062",E1263N4793,"0.60","38"
"130819",E1263N4794,"0.55","63"
"130067",E1263N4797,"0.47","19"
"130318",E1263N4796,"0.50","38"
"130571",E1263N4795,"0.53","48"
"130818",E1262N4794,"0.53","39"
"130066",E1262N4797,"0.43","20"
"130317",E1262N4796,"0.46","48"
"130570",E1262N4795,"0.52","42"
"128157",E1271N4805,"0.53","77"
"127954",E1271N4806,"0.53","81"
"127746",E1271N4807,"0.53","104"
"128820",E1271N4802,"0.40","63"
"128158",E1272N4805,"0.52","18"
"127955",E1272N4806,"0.53","87"
"127747",E1272N4807,"0.53","140"
"128821",E1272N4802,"0.40","62"
"127956",E1273N4806,"0.53","56"
"127748",E1273N4807,"0.53","84"
"128588",E1273N4803,"0.40","72"
"128822",E1273N4802,"0.40","39"
"127749",E1274N4807,"0.53","40"
"128589",E1274N4803,"0.40","83"
"128823",E1274N4802,"0.40","46"
"127750",E1275N4807,"0.53","32"
"129051",E1273N4801,"0.40","20"
"129052",E1274N4801,"0.36","21"
"129053",E1275N4801,"0.33","33"
"129054",E1276N4801,"0.31","16"
"128816",E1255N4802,"0.73","104"
"128817",E1256N4802,"0.73","264"
"128818",E1257N4802,"0.73","95"
"128579",E1255N4803,"0.73","216"
"128580",E1256N4803,"0.73","122"
"128581",E1257N4803,"0.73","113"
"128582",E1258N4803,"0.73","176"
"128363",E1255N4804,"0.73","135"
"128364",E1256N4804,"0.73","180"
"128365",E1257N4804,"0.73","192"
"128147",E1255N4805,"0.73","198"
"128148",E1256N4805,"0.73","32"
"128149",E1257N4805,"0.73","147"
"127945",E1255N4806,"0.73","184"
"127946",E1256N4806,"0.73","184"
"127737",E1257N4807,"0.73","84"
"127523",E1255N4808,"0.73","77"
"127318",E1255N4809,"0.73","21"
"127319",E1258N4809,"0.73","18"
"127320",E1259N4809,"0.73","14"
"128584",E1266N4803,"0.53","30"
"128585",E1267N4803,"0.47","36"
"128587",E1269N4803,"0.47","12"
"128367",E1265N4804,"0.59","54"
"128368",E1266N4804,"0.53","30"
"128369",E1267N4804,"0.49","70"
"128370",E1268N4804,"0.49","56"
"128371",E1269N4804,"0.52","74"
"128372",E1270N4804,"0.50","8"
"128150",E1264N4805,"0.61","36"
"128151",E1265N4805,"0.60","24"
"128152",E1266N4805,"0.58","64"
"128153",E1267N4805,"0.60","45"
"128154",E1268N4805,"0.59","30"
"128155",E1269N4805,"0.60","42"
"128156",E1270N4805,"0.56","76"
"127947",E1263N4806,"0.67","18"
"127948",E1264N4806,"0.66","70"
"127949",E1266N4806,"0.69","39"
"127950",E1267N4806,"0.65","36"
"127951",E1268N4806,"0.60","42"
"127952",E1269N4806,"0.60","72"
"127953",E1270N4806,"0.55","91"
"127738",E1263N4807,"0.73","84"
"127739",E1264N4807,"0.73","20"
"127740",E1265N4807,"0.73","128"
"127741",E1266N4807,"0.70","53"
"127742",E1267N4807,"0.66","5"
"127743",E1268N4807,"0.59","56"
"127744",E1269N4807,"0.56","224"
"127745",E1270N4807,"0.53","96"
"127529",E1267N4808,"0.62","136"
"127326",E1267N4809,"0.60","15"
"127530",E1268N4808,"0.54","144"
"127327",E1268N4809,"0.55","21"
"127531",E1269N4808,"0.53","86"
