fid,crs28992re,INDEX_WALK,num_inh_2
"101131",E1217N4922,"0.33","45"
"101132",E1218N4922,"0.33","65"
"101133",E1219N4922,"0.33","40"
"101134",E1220N4922,"0.33","35"
"101135",E1221N4922,"0.27","10"
"101136",E1222N4922,"0.33","70"
"101252",E1213N4921,"0.33","40"
"101253",E1214N4921,"0.33","45"
"101254",E1215N4921,"0.33","30"
"101255",E1216N4921,"0.33","40"
"101256",E1217N4921,"0.33","75"
"101257",E1218N4921,"0.33","55"
"101258",E1222N4921,"0.31","50"
"101259",E1223N4921,"0.24","15"
"101396",E1217N4920,"0.33","45"
"101397",E1218N4920,"0.33","55"
"101398",E1222N4920,"0.27","20"
"101399",E1223N4920,"0.26","35"
"101242",E1202N4921,"0.18","20"
"101243",E1203N4921,"0.33","70"
"101244",E1204N4921,"0.33","45"
"101245",E1205N4921,"0.33","100"
"101246",E1206N4921,"0.33","70"
"101247",E1207N4921,"0.33","70"
"101117",E1202N4922,"0.20","80"
"101118",E1203N4922,"0.33","80"
"101119",E1204N4922,"0.33","80"
"101120",E1205N4922,"0.33","90"
"101121",E1206N4922,"0.33","45"
"101122",E1207N4922,"0.33","115"
"100978",E1202N4923,"0.21","20"
"100979",E1203N4923,"0.33","75"
"100980",E1204N4923,"0.33","100"
"100981",E1205N4923,"0.33","65"
"100982",E1206N4923,"0.33","65"
"100983",E1207N4923,"0.33","130"
"100852",E1201N4924,"0.09","20"
"100853",E1203N4924,"0.33","30"
"100854",E1204N4924,"0.33","80"
"100855",E1205N4924,"0.33","15"
"100856",E1206N4924,"0.33","135"
"100857",E1207N4924,"0.33","145"
"100740",E1202N4925,"0.17","20"
"100741",E1205N4925,"0.33","90"
"100742",E1206N4925,"0.33","115"
"100743",E1207N4925,"0.33","130"
"100628",E1200N4926,"0.07","10"
"100629",E1206N4926,"0.33","35"
"100630",E1207N4926,"0.33","15"
"100540",E1203N4927,"0.19","20"
"100456",E1207N4928,"0.27","65"
"100388",E1207N4929,"0.27","95"
"100631",E1208N4926,"0.33","35"
"100457",E1208N4928,"0.27","145"
"100389",E1208N4929,"0.27","140"
"100314",E1208N4930,"0.27","55"
"100858",E1208N4924,"0.33","30"
"100984",E1208N4923,"0.33","125"
"100744",E1209N4925,"0.33","225"
"100632",E1209N4926,"0.33","180"
"100541",E1209N4927,"0.31","35"
"100458",E1209N4928,"0.27","125"
"100390",E1209N4929,"0.27","120"
"100315",E1209N4930,"0.27","95"
"100859",E1209N4924,"0.33","270"
"100985",E1209N4923,"0.33","100"
"100745",E1210N4925,"0.33","150"
"100633",E1210N4926,"0.33","360"
"100542",E1210N4927,"0.32","30"
"100459",E1210N4928,"0.27","145"
"100391",E1210N4929,"0.27","60"
"100316",E1210N4930,"0.27","60"
"100860",E1210N4924,"0.33","135"
"100861",E1211N4924,"0.33","170"
"100986",E1211N4923,"0.33","160"
"100862",E1212N4924,"0.33","250"
"100987",E1212N4923,"0.33","185"
"100863",E1213N4924,"0.33","40"
"100864",E1214N4924,"0.33","35"
"100988",E1214N4923,"0.33","10"
"100865",E1215N4924,"0.33","75"
"100866",E1216N4924,"0.33","80"
"100989",E1215N4923,"0.33","85"
"100990",E1216N4923,"0.33","65"
"100991",E1217N4923,"0.33","50"
"100992",E1218N4923,"0.33","155"
"100993",E1219N4923,"0.33","55"
"100994",E1220N4923,"0.33","65"
"100995",E1221N4923,"0.27","35"
"100996",E1222N4923,"0.28","45"
"100997",E1223N4923,"0.27","10"
"100634",E1211N4926,"0.33","55"
"100746",E1212N4925,"0.33","100"
"100635",E1212N4926,"0.33","5"
"100747",E1213N4925,"0.33","20"
"100636",E1213N4926,"0.33","45"
"100748",E1214N4925,"0.33","65"
"100637",E1214N4926,"0.33","55"
"100749",E1215N4925,"0.33","115"
"100638",E1215N4926,"0.33","120"
"100750",E1216N4925,"0.33","105"
"100639",E1216N4926,"0.33","90"
"100751",E1217N4925,"0.33","35"
"100640",E1217N4926,"0.33","25"
"100641",E1218N4926,"0.31","40"
"100752",E1218N4925,"0.33","100"
"100642",E1219N4926,"0.28","110"
"100753",E1219N4925,"0.33","90"
"100643",E1220N4926,"0.27","75"
"100754",E1220N4925,"0.29","40"
"100644",E1221N4926,"0.27","125"
"100755",E1221N4925,"0.27","45"
"100645",E1222N4926,"0.27","65"
"100756",E1222N4925,"0.27","65"
"100757",E1223N4925,"0.27","30"
"100867",E1218N4924,"0.33","185"
"100868",E1219N4924,"0.33","40"
"100869",E1220N4924,"0.32","30"
"100870",E1221N4924,"0.27","90"
"100871",E1222N4924,"0.27","80"
"100872",E1223N4924,"0.27","25"
"100317",E1211N4930,"0.27","20"
"100392",E1211N4929,"0.27","15"
"100460",E1211N4928,"0.27","60"
"100318",E1212N4930,"0.27","70"
"100393",E1212N4929,"0.27","80"
"100461",E1212N4928,"0.29","30"
"100543",E1212N4927,"0.33","45"
"100319",E1213N4930,"0.27","80"
"100394",E1213N4929,"0.27","130"
"100462",E1213N4928,"0.30","40"
"100544",E1213N4927,"0.33","40"
"100320",E1214N4930,"0.24","60"
"100395",E1214N4929,"0.27","85"
"100463",E1214N4928,"0.28","155"
"100545",E1214N4927,"0.33","30"
"100321",E1215N4930,"0.26","40"
"100396",E1215N4929,"0.27","130"
"100464",E1215N4928,"0.27","30"
"100546",E1215N4927,"0.33","60"
"100322",E1216N4930,"0.27","25"
"100397",E1216N4929,"0.27","120"
"100465",E1216N4928,"0.27","75"
"100547",E1216N4927,"0.31","95"
"100398",E1217N4929,"0.27","20"
"100466",E1217N4928,"0.27","20"
"100548",E1217N4927,"0.29","10"
"100399",E1218N4929,"0.27","45"
"100467",E1218N4928,"0.27","90"
"100549",E1218N4927,"0.27","120"
"100468",E1219N4928,"0.27","100"
"100550",E1219N4927,"0.27","125"
"100551",E1220N4927,"0.27","125"
"100552",E1221N4927,"0.27","80"
"100553",E1223N4927,"0.27","5"
"100554",E1224N4927,"0.20","30"
"100646",E1225N4926,"0.13","5"
"100144",E1210N4932,"0.27","20"
"100143",E1209N4932,"0.27","15"
"100313",E1190N4930,"0.00","15"
"100232",E1190N4931,"0.00","15"
"100142",E1190N4932,"0.00","10"
"100387",E1190N4929,"0.00","15"
"100454",E1190N4928,"0.00","5"
"100050",E1191N4933,"0.00","15"
"99957",E1191N4934,"0.00","10"
"100455",E1191N4928,"0.00","5"
"99958",E1192N4934,"0.00","10"
"99624",E1193N4937,"0.00","5"
"99847",E1193N4935,"0.00","10"
"99625",E1194N4937,"0.00","5"
"100539",E1191N4927,"0.00","10"
"100627",E1191N4926,"0.00","5"
"107908",E1163N4884,"0.66","125"
"107582",E1163N4885,"0.61","150"
"107266",E1163N4886,"0.60","70"
"107909",E1164N4884,"0.67","390"
"107583",E1164N4885,"0.66","245"
"107267",E1164N4886,"0.61","40"
"107910",E1165N4884,"0.67","125"
"107584",E1165N4885,"0.67","85"
"107268",E1165N4886,"0.66","35"
"107911",E1166N4884,"0.67","90"
"107585",E1166N4885,"0.67","150"
"107269",E1166N4886,"0.67","30"
"107912",E1167N4884,"0.67","130"
"107586",E1167N4885,"0.67","130"
"107270",E1167N4886,"0.64","30"
"107913",E1168N4884,"0.67","115"
"107587",E1168N4885,"0.67","125"
"107271",E1168N4886,"0.66","30"
"107588",E1169N4885,"0.67","35"
"107914",E1170N4884,"0.70","60"
"107589",E1170N4885,"0.67","130"
"107272",E1170N4886,"0.67","45"
"107915",E1171N4884,"0.73","45"
"107590",E1171N4885,"0.67","130"
"107273",E1171N4886,"0.67","55"
"107916",E1172N4884,"0.76","25"
"107591",E1172N4885,"0.75","90"
"107274",E1172N4886,"0.71","35"
"107917",E1173N4884,"0.83","30"
"107592",E1173N4885,"0.75","130"
"107275",E1173N4886,"0.69","50"
"107265",E1161N4886,"0.60","45"
"107264",E1160N4886,"0.60","75"
"107263",E1159N4886,"0.60","75"
"107262",E1158N4886,"0.59","5"
"107261",E1154N4886,"0.41","25"
"107906",E1161N4884,"0.60","160"
"107579",E1160N4885,"0.60","90"
"107905",E1160N4884,"0.60","120"
"107578",E1159N4885,"0.60","90"
"107904",E1159N4884,"0.60","180"
"107577",E1158N4885,"0.60","55"
"107903",E1158N4884,"0.60","25"
"107576",E1157N4885,"0.50","165"
"107575",E1156N4885,"0.47","65"
"107574",E1155N4885,"0.47","75"
"107573",E1154N4885,"0.46","135"
"107902",E1154N4884,"0.47","115"
"107581",E1162N4885,"0.60","260"
"107907",E1162N4884,"0.60","135"
"107580",E1161N4885,"0.60","55"
"102053",E1217N4915,"0.33","100"
"102189",E1217N4914,"0.33","85"
"102054",E1218N4915,"0.33","115"
"102190",E1218N4914,"0.32","85"
"102055",E1219N4915,"0.33","75"
"102191",E1219N4914,"0.28","140"
"102056",E1220N4915,"0.29","105"
"102057",E1221N4915,"0.28","25"
"102058",E1222N4915,"0.30","85"
"102059",E1223N4915,"0.39","50"
"102060",E1228N4915,"0.33","115"
"102061",E1229N4915,"0.33","210"
"102062",E1230N4915,"0.33","30"
"102063",E1231N4915,"0.33","95"
"102064",E1232N4915,"0.33","185"
"102065",E1233N4915,"0.33","10"
"102066",E1234N4915,"0.34","140"
"102067",E1235N4915,"0.36","180"
"102068",E1236N4915,"0.39","200"
"102069",E1237N4915,"0.42","105"
"102192",E1220N4914,"0.28","155"
"102193",E1223N4914,"0.40","15"
"102194",E1227N4914,"0.40","40"
"102195",E1228N4914,"0.35","55"
"102196",E1229N4914,"0.33","40"
"102197",E1230N4914,"0.33","265"
"102198",E1231N4914,"0.35","145"
"102199",E1233N4914,"0.38","130"
"102200",E1234N4914,"0.39","225"
"102201",E1235N4914,"0.42","130"
"102202",E1236N4914,"0.51","70"
"102203",E1239N4914,"0.46","15"
"101921",E1208N4916,"0.32","65"
"101795",E1208N4917,"0.33","140"
"101922",E1209N4916,"0.33","85"
"101796",E1209N4917,"0.33","75"
"102046",E1209N4915,"0.27","50"
"101923",E1210N4916,"0.33","85"
"101797",E1210N4917,"0.33","105"
"102047",E1210N4915,"0.30","115"
"102182",E1210N4914,"0.24","40"
"101924",E1211N4916,"0.33","115"
"101798",E1211N4917,"0.33","140"
"102048",E1211N4915,"0.33","105"
"102183",E1211N4914,"0.30","110"
"102327",E1211N4913,"0.21","25"
"101925",E1212N4916,"0.33","120"
"101799",E1212N4917,"0.33","120"
"102329",E1213N4913,"0.29","50"
"102185",E1213N4914,"0.33","35"
"101800",E1213N4917,"0.33","145"
"101926",E1213N4916,"0.33","20"
"102330",E1214N4913,"0.30","80"
"102186",E1214N4914,"0.33","90"
"102050",E1214N4915,"0.33","35"
"101801",E1214N4917,"0.33","40"
"102331",E1215N4913,"0.30","45"
"102187",E1215N4914,"0.33","105"
"102051",E1215N4915,"0.33","30"
"101927",E1215N4916,"0.33","30"
"102332",E1216N4913,"0.28","75"
"102188",E1216N4914,"0.33","120"
"102052",E1216N4915,"0.33","135"
"101802",E1216N4917,"0.33","50"
"101928",E1216N4916,"0.33","60"
"101794",E1207N4917,"0.33","115"
"101793",E1206N4917,"0.33","40"
"102049",E1212N4915,"0.33","100"
"102184",E1212N4914,"0.33","80"
"102328",E1212N4913,"0.26","40"
"104928",E1237N4896,"0.87","80"
"104189",E1237N4900,"0.87","110"
"104929",E1238N4896,"0.86","70"
"104734",E1238N4897,"0.87","45"
"104190",E1238N4900,"0.87","240"
"104353",E1238N4899,"0.87","10"
"104930",E1239N4896,"0.74","50"
"104735",E1239N4897,"0.82","25"
"104191",E1239N4900,"0.81","60"
"104354",E1239N4899,"0.82","70"
"104931",E1240N4896,"0.68","65"
"104192",E1240N4900,"0.71","60"
"104355",E1240N4899,"0.73","235"
"104524",E1240N4898,"0.74","105"
"104932",E1241N4896,"0.72","55"
"104736",E1241N4897,"0.72","10"
"104193",E1241N4900,"0.67","140"
"104356",E1241N4899,"0.67","150"
"104525",E1241N4898,"0.69","50"
"104188",E1235N4900,"0.87","55"
"104187",E1234N4900,"0.87","35"
"104352",E1234N4899,"0.88","35"
"104186",E1233N4900,"0.92","15"
"101929",E1217N4916,"0.33","105"
"101803",E1217N4917,"0.33","60"
"101930",E1218N4916,"0.33","115"
"101804",E1218N4917,"0.33","35"
"101931",E1219N4916,"0.33","50"
"101805",E1219N4917,"0.33","25"
"101932",E1220N4916,"0.32","55"
"101806",E1220N4917,"0.32","10"
"101933",E1221N4916,"0.30","30"
"101934",E1222N4916,"0.26","30"
"101935",E1223N4916,"0.32","60"
"101807",E1223N4917,"0.27","30"
"101936",E1224N4916,"0.35","10"
"101808",E1224N4917,"0.31","20"
"101937",E1230N4916,"0.33","80"
"101809",E1230N4917,"0.33","180"
"101938",E1231N4916,"0.33","160"
"101810",E1231N4917,"0.33","135"
"101939",E1232N4916,"0.33","110"
"101811",E1232N4917,"0.33","110"
"101940",E1233N4916,"0.33","100"
"101812",E1233N4917,"0.33","135"
"101941",E1234N4916,"0.33","150"
"101813",E1234N4917,"0.33","200"
"101814",E1235N4917,"0.33","25"
"101942",E1235N4916,"0.33","200"
"101943",E1236N4916,"0.33","75"
"102333",E1217N4913,"0.27","75"
"102334",E1218N4913,"0.27","50"
"102335",E1219N4913,"0.28","170"
"102336",E1220N4913,"0.30","110"
"102337",E1221N4913,"0.35","125"
"102338",E1224N4913,"0.40","5"
"102339",E1226N4913,"0.40","15"
"102340",E1227N4913,"0.40","225"
"102341",E1228N4913,"0.40","130"
"102342",E1229N4913,"0.38","50"
"102343",E1230N4913,"0.41","65"
"102344",E1231N4913,"0.40","95"
"102345",E1232N4913,"0.42","60"
"102346",E1233N4913,"0.46","285"
"102347",E1234N4913,"0.51","135"
"102348",E1235N4913,"0.55","65"
"102349",E1236N4913,"0.60","60"
"102350",E1238N4913,"0.60","125"
"102351",E1239N4913,"0.50","135"
"105994",E1208N4891,"0.72","235"
"105099",E1208N4895,"0.59","120"
"104914",E1208N4896,"0.49","140"
"105995",E1209N4891,"0.73","340"
"105512",E1209N4893,"0.61","20"
"105100",E1209N4895,"0.49","140"
"104915",E1209N4896,"0.47","70"
"105996",E1210N4891,"0.68","370"
"105513",E1210N4893,"0.56","35"
"105295",E1210N4894,"0.49","20"
"105101",E1210N4895,"0.47","10"
"105997",E1211N4891,"0.70","160"
"105514",E1211N4893,"0.58","5"
"105296",E1211N4894,"0.48","15"
"105102",E1211N4895,"0.47","245"
"105998",E1212N4891,"0.70","65"
"105515",E1212N4893,"0.61","170"
"105744",E1208N4892,"0.67","100"
"105745",E1209N4892,"0.67","85"
"105746",E1210N4892,"0.64","175"
"105747",E1211N4892,"0.69","115"
"105748",E1212N4892,"0.68","125"
"106251",E1210N4890,"0.69","200"
"106252",E1211N4890,"0.70","130"
"106253",E1212N4890,"0.73","5"
"106498",E1210N4889,"0.74","220"
"106499",E1211N4889,"0.70","110"
"106500",E1212N4889,"0.73","100"
"106501",E1213N4889,"0.73","15"
"104921",E1225N4896,"0.78","15"
"104922",E1227N4896,"0.80","85"
"104923",E1228N4896,"0.80","105"
"104924",E1229N4896,"0.80","165"
"104925",E1230N4896,"0.80","35"
"104727",E1226N4897,"0.80","15"
"104728",E1227N4897,"0.80","100"
"104729",E1228N4897,"0.80","120"
"104730",E1229N4897,"0.80","125"
"104731",E1230N4897,"0.79","35"
"104518",E1226N4898,"0.79","5"
"104519",E1227N4898,"0.80","105"
"104520",E1228N4898,"0.80","110"
"104521",E1229N4898,"0.80","110"
"104522",E1230N4898,"0.75","120"
"104348",E1227N4899,"0.80","90"
"104349",E1228N4899,"0.79","125"
"104350",E1229N4899,"0.77","175"
"104351",E1230N4899,"0.79","140"
"104180",E1224N4900,"0.73","5"
"104181",E1226N4900,"0.74","65"
"104182",E1227N4900,"0.80","125"
"104183",E1228N4900,"0.80","140"
"104184",E1229N4900,"0.80","185"
"104185",E1230N4900,"0.80","105"
"104022",E1225N4901,"0.73","25"
"104023",E1226N4901,"0.73","115"
"104024",E1227N4901,"0.77","90"
"104025",E1228N4901,"0.80","130"
"104026",E1229N4901,"0.80","125"
"104027",E1230N4901,"0.80","25"
"104179",E1223N4900,"0.68","45"
"104021",E1222N4901,"0.67","30"
"104178",E1222N4900,"0.67","80"
"104347",E1222N4899,"0.68","140"
"104517",E1222N4898,"0.73","100"
"104020",E1221N4901,"0.67","5"
"104177",E1221N4900,"0.67","55"
"104346",E1221N4899,"0.66","180"
"104516",E1221N4898,"0.66","55"
"103306",E1225N4906,"0.60","45"
"103170",E1225N4907,"0.60","35"
"103025",E1225N4908,"0.60","320"
"103866",E1225N4902,"0.68","15"
"103307",E1226N4906,"0.60","15"
"103171",E1226N4907,"0.60","230"
"103026",E1226N4908,"0.60","10"
"103723",E1226N4903,"0.67","10"
"103867",E1226N4902,"0.71","95"
"103868",E1227N4902,"0.74","140"
"103724",E1227N4903,"0.67","80"
"103027",E1227N4908,"0.60","335"
"103172",E1227N4907,"0.60","30"
"103308",E1227N4906,"0.60","65"
"103869",E1228N4902,"0.80","150"
"103725",E1228N4903,"0.72","75"
"103028",E1228N4908,"0.60","120"
"103173",E1228N4907,"0.60","205"
"103309",E1228N4906,"0.60","65"
"103870",E1229N4902,"0.80","75"
"103726",E1229N4903,"0.77","95"
"103310",E1229N4906,"0.61","65"
"103029",E1229N4908,"0.64","135"
"103174",E1229N4907,"0.63","95"
"103871",E1230N4902,"0.80","145"
"103727",E1230N4903,"0.78","50"
"103311",E1230N4906,"0.67","90"
"103030",E1230N4908,"0.70","130"
"103175",E1230N4907,"0.67","140"
"103872",E1231N4902,"0.80","10"
"103728",E1231N4903,"0.78","55"
"103312",E1231N4906,"0.70","65"
"103031",E1231N4908,"0.80","105"
"103176",E1231N4907,"0.77","35"
"103865",E1222N4902,"0.67","40"
"103722",E1222N4903,"0.66","20"
"103864",E1221N4902,"0.65","160"
"103863",E1220N4902,"0.50","30"
"103721",E1220N4903,"0.47","35"
"103729",E1232N4903,"0.86","30"
"103873",E1232N4902,"0.88","15"
"102598",E1214N4911,"0.21","70"
"102463",E1214N4912,"0.27","110"
"102464",E1215N4912,"0.26","40"
"102599",E1216N4911,"0.20","80"
"102465",E1216N4912,"0.24","85"
"102600",E1217N4911,"0.20","195"
"102466",E1217N4912,"0.22","105"
"102601",E1218N4911,"0.23","70"
"102467",E1218N4912,"0.22","45"
"102602",E1219N4911,"0.28","160"
"102468",E1219N4912,"0.27","225"
"102603",E1220N4911,"0.39","90"
"102469",E1220N4912,"0.33","50"
"102604",E1221N4911,"0.40","185"
"102470",E1221N4912,"0.40","185"
"102605",E1222N4911,"0.40","20"
"102471",E1222N4912,"0.40","15"
"102606",E1223N4911,"0.41","15"
"102607",E1225N4911,"0.45","45"
"102608",E1226N4911,"0.47","170"
"102472",E1226N4912,"0.41","60"
"102609",E1227N4911,"0.47","125"
"102473",E1227N4912,"0.43","180"
"102610",E1228N4911,"0.49","135"
"102474",E1228N4912,"0.45","155"
"102611",E1229N4911,"0.54","200"
"102475",E1229N4912,"0.49","135"
"102612",E1230N4911,"0.58","220"
"102476",E1230N4912,"0.53","95"
"102613",E1231N4911,"0.63","140"
"102477",E1232N4912,"0.55","180"
"102478",E1233N4912,"0.55","170"
"102614",E1234N4911,"0.64","105"
"102479",E1234N4912,"0.54","45"
"102462",E1213N4912,"0.25","50"
"102461",E1212N4912,"0.20","55"
"102621",E1242N4911,"0.56","125"
"102485",E1241N4912,"0.46","90"
"102620",E1241N4911,"0.50","180"
"102484",E1240N4912,"0.46","110"
"102619",E1240N4911,"0.47","175"
"102483",E1239N4912,"0.56","160"
"102618",E1239N4911,"0.59","70"
"102482",E1238N4912,"0.62","90"
"102617",E1238N4911,"0.67","70"
"102481",E1237N4912,"0.60","50"
"102616",E1237N4911,"0.66","25"
"102480",E1235N4912,"0.58","100"
"102615",E1235N4911,"0.65","2"
"137072",E1259N4768,"0.00","5"
"136653",E1254N4770,"0.00","10"
"136032",E1261N4773,"0.00","10"
"132732",E1267N4787,"0.53","50"
"133036",E1267N4786,"0.53","110"
"132733",E1269N4787,"0.52","30"
"133037",E1269N4786,"0.50","90"
"133038",E1270N4786,"0.47","105"
"132734",E1271N4787,"0.47","35"
"133039",E1271N4786,"0.47","130"
"132735",E1272N4787,"0.47","40"
"133040",E1272N4786,"0.47","135"
"132736",E1273N4787,"0.47","45"
"133041",E1273N4786,"0.47","75"
"132737",E1274N4787,"0.47","75"
"133042",E1274N4786,"0.47","170"
"132738",E1275N4787,"0.47","55"
"133043",E1275N4786,"0.47","160"
"132739",E1276N4787,"0.47","15"
"132740",E1277N4787,"0.47","50"
"132741",E1279N4787,"0.47","75"
"132742",E1280N4787,"0.44","60"
"132743",E1281N4787,"0.33","55"
"132744",E1282N4787,"0.27","50"
"133044",E1276N4786,"0.47","130"
"133045",E1277N4786,"0.47","185"
"133046",E1278N4786,"0.47","120"
"133047",E1279N4786,"0.47","125"
"133048",E1280N4786,"0.43","155"
"133049",E1281N4786,"0.33","105"
"133050",E1282N4786,"0.30","85"
"134406",E1281N4781,"0.20","35"
"134405",E1280N4781,"0.24","90"
"134404",E1279N4781,"0.15","60"
"134403",E1278N4781,"0.16","55"
"134402",E1277N4781,"0.30","40"
"134401",E1276N4781,"0.36","10"
"134400",E1274N4781,"0.40","10"
"134399",E1271N4781,"0.40","110"
"134398",E1270N4781,"0.40","140"
"134397",E1269N4781,"0.40","110"
"134396",E1268N4781,"0.40","60"
"134395",E1267N4781,"0.43","120"
"134394",E1266N4781,"0.47","30"
"134393",E1265N4781,"0.47","80"
"134392",E1264N4781,"0.47","85"
"134172",E1281N4782,"0.23","50"
"134171",E1280N4782,"0.26","145"
"134170",E1279N4782,"0.21","65"
"134169",E1278N4782,"0.30","135"
"134168",E1277N4782,"0.38","95"
"134167",E1276N4782,"0.41","55"
"134166",E1275N4782,"0.41","130"
"134165",E1274N4782,"0.40","105"
"134164",E1273N4782,"0.40","25"
"134163",E1271N4782,"0.40","105"
"134162",E1270N4782,"0.40","130"
"134161",E1269N4782,"0.40","75"
"134160",E1268N4782,"0.40","50"
"134159",E1267N4782,"0.46","110"
"134158",E1266N4782,"0.47","70"
"134157",E1265N4782,"0.47","100"
"134156",E1264N4782,"0.47","120"
"134155",E1263N4782,"0.47","15"
"134154",E1249N4782,"0.13","55"
"134617",E1264N4780,"0.41","35"
"134618",E1265N4780,"0.42","115"
"134619",E1266N4780,"0.41","75"
"134620",E1267N4780,"0.40","75"
"134621",E1268N4780,"0.40","120"
"134622",E1269N4780,"0.40","110"
"134623",E1270N4780,"0.40","125"
"134624",E1271N4780,"0.40","70"
"134827",E1254N4779,"0.07","25"
"134828",E1265N4779,"0.40","55"
"134829",E1266N4779,"0.40","10"
"134830",E1267N4779,"0.40","25"
"134831",E1268N4779,"0.40","25"
"133877",E1264N4783,"0.47","380"
"133612",E1264N4784,"0.50","110"
"133878",E1265N4783,"0.47","30"
"133613",E1265N4784,"0.51","100"
"133879",E1266N4783,"0.47","110"
"133614",E1266N4784,"0.53","195"
"133880",E1267N4783,"0.48","70"
"133615",E1267N4784,"0.53","225"
"133881",E1268N4783,"0.43","85"
"133616",E1268N4784,"0.52","75"
"133882",E1269N4783,"0.40","30"
"133883",E1270N4783,"0.43","95"
"133617",E1270N4784,"0.47","45"
"133884",E1271N4783,"0.43","70"
"133618",E1271N4784,"0.47","130"
"133619",E1272N4784,"0.47","125"
"133885",E1273N4783,"0.44","15"
"133620",E1273N4784,"0.47","85"
"133886",E1274N4783,"0.46","80"
"133621",E1274N4784,"0.47","145"
"133622",E1275N4784,"0.47","40"
"133887",E1275N4783,"0.47","105"
"133623",E1276N4784,"0.47","60"
"133888",E1276N4783,"0.47","70"
"133889",E1277N4783,"0.47","95"
"133624",E1278N4784,"0.47","40"
"133890",E1278N4783,"0.43","80"
"133625",E1279N4784,"0.43","95"
"133891",E1279N4783,"0.34","130"
"133626",E1280N4784,"0.30","120"
"133892",E1280N4783,"0.27","60"
"133627",E1281N4784,"0.27","85"
"133893",E1281N4783,"0.25","70"
"133628",E1282N4784,"0.21","50"
"133611",E1263N4784,"0.48","125"
"133876",E1263N4783,"0.47","105"
"133610",E1262N4784,"0.47","45"
"133875",E1249N4783,"0.13","45"
"132150",E1264N4789,"0.60","30"
"132444",E1264N4788,"0.58","205"
"132729",E1264N4787,"0.53","120"
"133033",E1264N4786,"0.53","120"
"133320",E1264N4785,"0.53","65"
"132151",E1265N4789,"0.60","70"
"132445",E1265N4788,"0.56","175"
"132730",E1265N4787,"0.53","175"
"133034",E1265N4786,"0.53","65"
"133321",E1265N4785,"0.53","130"
"132152",E1266N4789,"0.60","90"
"132446",E1266N4788,"0.58","105"
"132731",E1266N4787,"0.53","160"
"133035",E1266N4786,"0.53","35"
"133322",E1266N4785,"0.53","155"
"133323",E1267N4785,"0.53","165"
"133324",E1268N4785,"0.53","65"
"133325",E1269N4785,"0.48","45"
"133326",E1271N4785,"0.47","275"
"133327",E1272N4785,"0.47","100"
"133328",E1273N4785,"0.47","55"
"133329",E1274N4785,"0.47","215"
"133330",E1275N4785,"0.47","260"
"133331",E1276N4785,"0.47","100"
"133332",E1278N4785,"0.47","30"
"133333",E1279N4785,"0.47","90"
"133334",E1280N4785,"0.39","65"
"133335",E1281N4785,"0.28","75"
"133336",E1282N4785,"0.27","70"
"132149",E1263N4789,"0.60","205"
"132148",E1262N4789,"0.60","215"
"132147",E1261N4789,"0.60","150"
"132146",E1260N4789,"0.58","175"
"132145",E1257N4789,"0.40","425"
"132144",E1256N4789,"0.39","335"
"132143",E1255N4789,"0.26","160"
"132443",E1263N4788,"0.60","195"
"132728",E1263N4787,"0.54","110"
"133032",E1263N4786,"0.53","130"
"133319",E1263N4785,"0.53","65"
"132442",E1262N4788,"0.60","140"
"132727",E1262N4787,"0.56","200"
"133031",E1262N4786,"0.53","150"
"133318",E1262N4785,"0.53","15"
"132441",E1261N4788,"0.60","170"
"132726",E1261N4787,"0.56","220"
"133030",E1261N4786,"0.53","110"
"132440",E1260N4788,"0.60","190"
"132725",E1260N4787,"0.54","20"
"132439",E1255N4788,"0.20","185"
"132447",E1267N4788,"0.54","95"
"132153",E1268N4789,"0.53","105"
"132448",E1268N4788,"0.53","60"
"132154",E1269N4789,"0.53","110"
"132449",E1269N4788,"0.53","120"
"132155",E1270N4789,"0.49","115"
"132450",E1270N4788,"0.47","70"
"132451",E1271N4788,"0.47","65"
"132156",E1272N4789,"0.47","45"
"132452",E1272N4788,"0.47","85"
"132157",E1274N4789,"0.47","40"
"132158",E1275N4789,"0.47","100"
"132159",E1276N4789,"0.47","55"
"132453",E1276N4788,"0.47","175"
"132160",E1277N4789,"0.47","165"
"132454",E1277N4788,"0.47","145"
"132161",E1278N4789,"0.47","25"
"132162",E1279N4789,"0.47","140"
"132455",E1279N4788,"0.47","95"
"132163",E1280N4789,"0.39","115"
"132456",E1280N4788,"0.44","80"
"132164",E1281N4789,"0.30","105"
"132457",E1281N4788,"0.29","85"
"132165",E1282N4789,"0.27","95"
"132458",E1282N4788,"0.27","65"
"132166",E1283N4789,"0.27","95"
"132459",E1283N4788,"0.27","100"
"131862",E1253N4790,"0.23","15"
"131863",E1254N4790,"0.27","60"
"131864",E1256N4790,"0.40","65"
"131865",E1257N4790,"0.40","100"
"131866",E1259N4790,"0.50","30"
"131867",E1260N4790,"0.56","70"
"131868",E1261N4790,"0.60","60"
"131869",E1262N4790,"0.60","60"
"131870",E1263N4790,"0.60","130"
"131871",E1264N4790,"0.60","35"
"131872",E1265N4790,"0.60","50"
"131873",E1266N4790,"0.60","15"
"131582",E1258N4791,"0.41","115"
"131583",E1259N4791,"0.48","155"
"131584",E1260N4791,"0.54","80"
"131305",E1258N4792,"0.40","235"
"131306",E1259N4792,"0.46","210"
"131307",E1260N4792,"0.53","125"
"131308",E1261N4792,"0.56","170"
"131874",E1268N4790,"0.55","85"
