fid,crs28992re,INDEX_WALK,num_inh_2
"118297",E1194N4850,"0.60","60"
"118296",E1193N4850,"0.60","45"
"118295",E1192N4850,"0.54","225"
"118294",E1191N4850,"0.53","280"
"118293",E1190N4850,"0.53","165"
"118292",E1189N4850,"0.58","170"
"118291",E1188N4850,"0.60","170"
"118290",E1187N4850,"0.60","370"
"118289",E1186N4850,"0.61","280"
"118288",E1185N4850,"0.67","210"
"118287",E1184N4850,"0.67","305"
"118286",E1183N4850,"0.69","250"
"118285",E1182N4850,"0.66","250"
"118284",E1181N4850,"0.67","215"
"118283",E1174N4850,"0.65","75"
"118282",E1172N4850,"0.67","125"
"118578",E1171N4849,"0.67","145"
"118281",E1170N4850,"0.67","45"
"118577",E1170N4849,"0.67","120"
"118278",E1167N4850,"0.67","50"
"118277",E1166N4850,"0.67","60"
"118575",E1168N4849,"0.67","85"
"118279",E1168N4850,"0.67","10"
"118280",E1169N4850,"0.67","45"
"118576",E1169N4849,"0.67","125"
"118266",E1154N4850,"0.73","105"
"118267",E1155N4850,"0.71","115"
"118268",E1156N4850,"0.73","100"
"117963",E1154N4851,"0.73","130"
"117964",E1155N4851,"0.73","90"
"117965",E1156N4851,"0.73","80"
"117639",E1154N4852,"0.73","10"
"117640",E1155N4852,"0.73","65"
"117641",E1156N4852,"0.73","125"
"117323",E1154N4853,"0.73","50"
"117324",E1155N4853,"0.73","65"
"117325",E1156N4853,"0.73","230"
"117004",E1154N4854,"0.73","95"
"117005",E1155N4854,"0.73","125"
"117006",E1156N4854,"0.73","190"
"116692",E1154N4855,"0.73","70"
"116693",E1155N4855,"0.73","80"
"116380",E1154N4856,"0.73","45"
"116381",E1155N4856,"0.73","380"
"116094",E1154N4857,"0.73","65"
"115795",E1154N4858,"0.73","125"
"115487",E1154N4859,"0.73","160"
"114860",E1155N4861,"0.78","220"
"114861",E1156N4861,"0.78","100"
"114553",E1154N4862,"0.80","130"
"114554",E1155N4862,"0.78","115"
"114555",E1156N4862,"0.74","90"
"114240",E1154N4863,"0.75","40"
"114241",E1155N4863,"0.73","125"
"114242",E1156N4863,"0.65","125"
"113912",E1154N4864,"0.69","145"
"113913",E1155N4864,"0.62","210"
"113603",E1155N4865,"0.60","120"
"113323",E1155N4866,"0.60","260"
"117991",E1186N4851,"0.60","270"
"117992",E1187N4851,"0.60","315"
"117993",E1188N4851,"0.60","235"
"117994",E1189N4851,"0.60","30"
"117995",E1190N4851,"0.58","20"
"117996",E1191N4851,"0.53","125"
"117997",E1192N4851,"0.53","170"
"117998",E1193N4851,"0.58","120"
"117999",E1194N4851,"0.60","240"
"118000",E1195N4851,"0.60","245"
"118001",E1196N4851,"0.60","125"
"118002",E1197N4851,"0.60","150"
"118003",E1198N4851,"0.67","70"
"118004",E1199N4851,"0.73","30"
"118005",E1200N4851,"0.82","145"
"118006",E1201N4851,"0.87","120"
"118007",E1202N4851,"0.93","50"
"117990",E1185N4851,"0.68","210"
"117989",E1184N4851,"0.73","310"
"117988",E1183N4851,"0.69","305"
"117987",E1182N4851,"0.67","265"
"117986",E1181N4851,"0.67","250"
"117985",E1179N4851,"0.60","10"
"117984",E1178N4851,"0.60","225"
"117983",E1177N4851,"0.66","160"
"117982",E1176N4851,"0.63","60"
"117981",E1175N4851,"0.60","145"
"117980",E1174N4851,"0.68","160"
"117979",E1172N4851,"0.69","330"
"117978",E1171N4851,"0.68","155"
"117977",E1170N4851,"0.67","50"
"117974",E1167N4851,"0.67","60"
"117973",E1166N4851,"0.67","60"
"117976",E1169N4851,"0.67","55"
"117975",E1168N4851,"0.67","60"
"117966",E1157N4851,"0.73","45"
"117967",E1158N4851,"0.73","60"
"117968",E1159N4851,"0.73","105"
"117969",E1160N4851,"0.77","40"
"117970",E1161N4851,"0.80","35"
"117642",E1157N4852,"0.73","125"
"117643",E1158N4852,"0.73","90"
"117644",E1159N4852,"0.73","105"
"117645",E1160N4852,"0.73","90"
"117646",E1161N4852,"0.78","65"
"117326",E1157N4853,"0.73","25"
"117327",E1158N4853,"0.73","110"
"117328",E1159N4853,"0.73","80"
"117329",E1160N4853,"0.73","100"
"117330",E1161N4853,"0.75","35"
"117007",E1157N4854,"0.73","175"
"117008",E1158N4854,"0.73","240"
"117009",E1159N4854,"0.73","60"
"117010",E1160N4854,"0.73","40"
"116694",E1158N4855,"0.71","70"
"116695",E1159N4855,"0.68","165"
"116696",E1160N4855,"0.69","115"
"116382",E1160N4856,"0.70","35"
"116383",E1161N4856,"0.74","75"
"117667",E1186N4852,"0.64","150"
"117668",E1187N4852,"0.60","220"
"117669",E1188N4852,"0.60","200"
"117670",E1189N4852,"0.60","70"
"117671",E1190N4852,"0.61","50"
"117672",E1191N4852,"0.60","90"
"117673",E1192N4852,"0.57","15"
"117674",E1193N4852,"0.59","70"
"117675",E1194N4852,"0.65","125"
"117676",E1195N4852,"0.66","175"
"117677",E1196N4852,"0.66","220"
"117678",E1197N4852,"0.67","195"
"117679",E1198N4852,"0.68","140"
"117680",E1199N4852,"0.73","90"
"117681",E1200N4852,"0.82","65"
"117682",E1201N4852,"0.90","70"
"117683",E1202N4852,"0.93","175"
"117684",E1203N4852,"0.93","165"
"117685",E1204N4852,"0.93","255"
"117686",E1205N4852,"0.93","155"
"117687",E1206N4852,"0.93","170"
"117688",E1207N4852,"0.93","205"
"117689",E1208N4852,"0.93","265"
"117690",E1209N4852,"0.93","255"
"117691",E1210N4852,"0.93","340"
"117692",E1211N4852,"0.93","290"
"117693",E1212N4852,"0.93","285"
"117694",E1213N4852,"0.93","265"
"117695",E1214N4852,"0.93","15"
"117654",E1170N4852,"0.71","100"
"117338",E1170N4853,"0.73","85"
"117655",E1171N4852,"0.73","185"
"117339",E1171N4853,"0.73","175"
"117656",E1172N4852,"0.73","165"
"117340",E1172N4853,"0.68","145"
"116394",E1173N4856,"0.67","95"
"117657",E1174N4852,"0.68","155"
"117658",E1175N4852,"0.65","5"
"117659",E1176N4852,"0.62","305"
"117660",E1177N4852,"0.66","340"
"117661",E1179N4852,"0.62","15"
"117662",E1181N4852,"0.67","235"
"117663",E1182N4852,"0.67","245"
"117664",E1183N4852,"0.67","280"
"117665",E1184N4852,"0.69","280"
"117666",E1185N4852,"0.67","245"
"116700",E1166N4855,"0.69","180"
"116703",E1169N4855,"0.73","190"
"116702",E1168N4855,"0.73","90"
"116701",E1167N4855,"0.73","180"
"116387",E1166N4856,"0.72","110"
"116390",E1169N4856,"0.72","110"
"116389",E1168N4856,"0.73","20"
"116388",E1167N4856,"0.73","140"
"116098",E1166N4857,"0.67","60"
"116099",E1167N4857,"0.68","205"
"116100",E1168N4857,"0.68","85"
"116101",E1169N4857,"0.67","200"
"115799",E1166N4858,"0.64","110"
"115800",E1167N4858,"0.67","95"
"115801",E1168N4858,"0.67","100"
"115802",E1169N4858,"0.67","80"
"115491",E1166N4859,"0.60","85"
"115492",E1167N4859,"0.63","80"
"115493",E1168N4859,"0.67","75"
"115494",E1169N4859,"0.67","95"
"115184",E1166N4860,"0.60","85"
"115185",E1167N4860,"0.62","95"
"115186",E1168N4860,"0.67","95"
"115187",E1169N4860,"0.67","105"
"114863",E1166N4861,"0.60","75"
"114864",E1167N4861,"0.63","75"
"114865",E1168N4861,"0.67","60"
"114866",E1169N4861,"0.67","85"
"114556",E1166N4862,"0.60","60"
"114557",E1167N4862,"0.64","120"
"114558",E1169N4862,"0.67","90"
"114243",E1166N4863,"0.59","55"
"114244",E1167N4863,"0.61","145"
"114245",E1168N4863,"0.66","110"
"114246",E1169N4863,"0.64","155"
"117015",E1167N4854,"0.69","130"
"117335",E1167N4853,"0.67","75"
"117651",E1167N4852,"0.67","120"
"117014",E1166N4854,"0.67","140"
"117334",E1166N4853,"0.67","150"
"117650",E1166N4852,"0.67","80"
"117653",E1169N4852,"0.67","85"
"117337",E1169N4853,"0.73","80"
"117017",E1169N4854,"0.73","30"
"117652",E1168N4852,"0.67","90"
"117336",E1168N4853,"0.68","140"
"117016",E1168N4854,"0.73","155"
"117341",E1174N4853,"0.67","280"
"117342",E1175N4853,"0.67","185"
"117343",E1176N4853,"0.66","235"
"117344",E1177N4853,"0.64","375"
"117345",E1179N4853,"0.62","25"
"117346",E1181N4853,"0.67","165"
"117347",E1182N4853,"0.67","190"
"117348",E1183N4853,"0.66","180"
"117349",E1184N4853,"0.61","150"
"117350",E1185N4853,"0.64","145"
"117351",E1186N4853,"0.67","65"
"117352",E1187N4853,"0.64","125"
"117353",E1188N4853,"0.60","40"
"117354",E1189N4853,"0.63","10"
"117355",E1191N4853,"0.65","30"
"117356",E1192N4853,"0.59","10"
"117357",E1193N4853,"0.58","70"
"117358",E1194N4853,"0.59","30"
"116399",E1180N4856,"0.73","185"
"116711",E1180N4855,"0.71","335"
"116400",E1181N4856,"0.71","355"
"116712",E1181N4855,"0.67","260"
"116401",E1182N4856,"0.67","65"
"116402",E1183N4856,"0.69","65"
"116713",E1183N4855,"0.67","105"
"117022",E1183N4854,"0.66","80"
"116403",E1184N4856,"0.67","220"
"116714",E1184N4855,"0.62","265"
"117023",E1184N4854,"0.60","190"
"116404",E1185N4856,"0.66","160"
"116715",E1185N4855,"0.60","270"
"117024",E1185N4854,"0.60","175"
"116405",E1186N4856,"0.72","210"
"116108",E1186N4857,"0.73","70"
"116716",E1186N4855,"0.66","105"
"117025",E1186N4854,"0.65","120"
"116406",E1187N4856,"0.68","20"
"116109",E1187N4857,"0.72","115"
"116717",E1187N4855,"0.70","120"
"117026",E1187N4854,"0.69","80"
"116407",E1188N4856,"0.67","215"
"116110",E1188N4857,"0.67","240"
"116718",E1188N4855,"0.70","120"
"116408",E1189N4856,"0.67","220"
"116111",E1189N4857,"0.70","195"
"116409",E1190N4856,"0.68","150"
"116112",E1190N4857,"0.75","280"
"116410",E1191N4856,"0.71","10"
"116113",E1191N4857,"0.77","355"
"116114",E1192N4857,"0.80","240"
"117027",E1192N4854,"0.64","2"
"116115",E1193N4857,"0.80","25"
"115803",E1170N4858,"0.67","235"
"115495",E1170N4859,"0.67","25"
"114247",E1170N4863,"0.60","155"
"114559",E1170N4862,"0.65","235"
"114867",E1170N4861,"0.67","35"
"115188",E1170N4860,"0.67","30"
"115804",E1171N4858,"0.67","165"
"115496",E1171N4859,"0.67","245"
"114248",E1171N4863,"0.60","175"
"114560",E1171N4862,"0.60","120"
"114868",E1171N4861,"0.66","60"
"115189",E1171N4860,"0.67","130"
"115805",E1172N4858,"0.67","90"
"115497",E1172N4859,"0.67","50"
"114249",E1172N4863,"0.58","55"
"114561",E1172N4862,"0.60","50"
"115806",E1173N4858,"0.67","55"
"116102",E1170N4857,"0.67","95"
"116103",E1171N4857,"0.67","55"
"116104",E1172N4857,"0.67","105"
"116105",E1174N4857,"0.67","120"
"116106",E1175N4857,"0.66","210"
"116107",E1176N4857,"0.68","50"
"115810",E1177N4858,"0.72","65"
"115809",E1176N4858,"0.67","55"
"115808",E1175N4858,"0.63","125"
"115807",E1174N4858,"0.66","185"
"116395",E1174N4856,"0.67","545"
"116396",E1175N4856,"0.67","65"
"116397",E1176N4856,"0.67","25"
"116398",E1177N4856,"0.70","60"
"116708",E1174N4855,"0.67","245"
"116709",E1175N4855,"0.67","95"
"116710",E1176N4855,"0.67","60"
"117021",E1174N4854,"0.67","125"
"116707",E1173N4855,"0.67","45"
"116706",E1172N4855,"0.67","85"
"116705",E1171N4855,"0.67","180"
"116704",E1170N4855,"0.72","200"
"117020",E1172N4854,"0.67","185"
"117019",E1171N4854,"0.70","50"
"117018",E1170N4854,"0.73","40"
"116393",E1172N4856,"0.67","60"
"116392",E1171N4856,"0.67","135"
"116391",E1170N4856,"0.67","115"
"115498",E1173N4859,"0.66","40"
"115499",E1174N4859,"0.62","70"
"115500",E1175N4859,"0.66","155"
"115501",E1176N4859,"0.65","40"
"115502",E1177N4859,"0.67","170"
"115503",E1178N4859,"0.72","75"
"115504",E1184N4859,"0.69","350"
"115505",E1185N4859,"0.69","175"
"115506",E1186N4859,"0.75","225"
"115507",E1187N4859,"0.79","250"
"115508",E1188N4859,"0.80","165"
"115509",E1189N4859,"0.80","310"
"115510",E1190N4859,"0.80","305"
"115511",E1191N4859,"0.80","290"
"115512",E1192N4859,"0.80","295"
"115513",E1193N4859,"0.80","220"
"115514",E1194N4859,"0.80","195"
"115515",E1195N4859,"0.80","50"
"115516",E1196N4859,"0.80","70"
"115517",E1197N4859,"0.80","140"
"115518",E1198N4859,"0.87","75"
"115519",E1202N4859,"0.93","25"
"115520",E1203N4859,"0.93","50"
"115521",E1204N4859,"0.93","90"
"115522",E1205N4859,"0.93","115"
"115523",E1206N4859,"0.93","85"
"115524",E1207N4859,"0.93","15"
"115525",E1210N4859,"0.93","90"
"115526",E1212N4859,"0.94","235"
"115527",E1213N4859,"0.98","235"
"115528",E1214N4859,"0.97","230"
"115529",E1215N4859,"1.00","150"
"115530",E1216N4859,"1.00","175"
"115531",E1218N4859,"1.00","25"
"115532",E1219N4859,"0.98","80"
"115533",E1220N4859,"0.93","10"
"115534",E1221N4859,"0.93","50"
"115535",E1222N4859,"0.93","135"
"115536",E1223N4859,"0.89","15"
"115537",E1224N4859,"0.87","25"
"115538",E1226N4859,"0.87","285"
"115539",E1227N4859,"0.88","245"
"115540",E1228N4859,"0.95","210"
"115194",E1178N4860,"0.68","200"
"115195",E1179N4860,"0.76","180"
"115196",E1184N4860,"0.73","325"
"115197",E1185N4860,"0.77","215"
"115198",E1186N4860,"0.80","275"
"115199",E1187N4860,"0.80","250"
"115200",E1188N4860,"0.80","255"
"115201",E1189N4860,"0.80","270"
"115202",E1190N4860,"0.80","355"
"115203",E1191N4860,"0.80","395"
"115204",E1192N4860,"0.80","315"
"115205",E1193N4860,"0.80","315"
"115206",E1194N4860,"0.80","365"
"115207",E1195N4860,"0.80","325"
"115208",E1196N4860,"0.80","195"
"115209",E1197N4860,"0.80","215"
"115210",E1198N4860,"0.85","110"
"115211",E1199N4860,"0.87","135"
"115212",E1200N4860,"0.89","100"
"115213",E1201N4860,"0.93","50"
"115214",E1202N4860,"0.93","85"
"115215",E1203N4860,"0.93","30"
"115216",E1204N4860,"0.93","30"
"115217",E1205N4860,"0.93","40"
"115218",E1206N4860,"0.93","65"
"115219",E1207N4860,"0.93","10"
"115220",E1208N4860,"0.93","70"
"115221",E1209N4860,"0.93","70"
"115222",E1210N4860,"0.93","250"
"115223",E1211N4860,"0.94","340"
"115224",E1212N4860,"0.96","100"
"115225",E1213N4860,"0.93","165"
"115226",E1214N4860,"0.93","250"
"115190",E1172N4860,"0.66","105"
"114869",E1172N4861,"0.61","60"
"114870",E1174N4861,"0.66","280"
"114562",E1174N4862,"0.61","260"
"114250",E1174N4863,"0.60","120"
"115191",E1175N4860,"0.65","225"
"114871",E1175N4861,"0.67","170"
"114563",E1175N4862,"0.67","310"
"114251",E1175N4863,"0.67","170"
"115192",E1176N4860,"0.66","255"
"114872",E1176N4861,"0.67","170"
"114564",E1176N4862,"0.68","20"
"114252",E1176N4863,"0.73","115"
"115193",E1177N4860,"0.67","270"
"114873",E1177N4861,"0.68","230"
"114565",E1177N4862,"0.73","215"
"114253",E1177N4863,"0.73","515"
"113914",E1168N4864,"0.57","35"
"113915",E1169N4864,"0.60","160"
"113916",E1170N4864,"0.60","160"
"113917",E1171N4864,"0.55","220"
"113919",E1173N4864,"0.60","115"
"113918",E1172N4864,"0.56","15"
"113604",E1168N4865,"0.52","25"
"113605",E1169N4865,"0.55","135"
"113606",E1170N4865,"0.55","105"
"113607",E1171N4865,"0.53","230"
"113609",E1173N4865,"0.60","55"
"113608",E1172N4865,"0.54","40"
"113324",E1169N4866,"0.47","70"
"113325",E1170N4866,"0.50","115"
"113326",E1171N4866,"0.53","125"
"113328",E1173N4866,"0.60","25"
"113327",E1172N4866,"0.53","10"
"113036",E1169N4867,"0.47","40"
"113037",E1170N4867,"0.47","180"
"113038",E1171N4867,"0.50","75"
"113040",E1173N4867,"0.60","50"
"113039",E1172N4867,"0.55","65"
"112763",E1170N4868,"0.47","105"
"112764",E1171N4868,"0.47","110"
"112765",E1172N4868,"0.56","85"
"112487",E1187N4869,"0.89","175"
"112203",E1187N4870,"0.93","300"
"112488",E1188N4869,"0.87","260"
"112204",E1188N4870,"0.88","220"
"112489",E1189N4869,"0.87","195"
"112205",E1189N4870,"0.87","250"
"112490",E1190N4869,"0.87","240"
"112206",E1190N4870,"0.87","320"
"112491",E1191N4869,"0.86","270"
"112207",E1191N4870,"0.87","230"
"112492",E1192N4869,"0.80","280"
"112208",E1192N4870,"0.82","150"
"112493",E1193N4869,"0.80","140"
"112209",E1193N4870,"0.80","120"
"112494",E1194N4869,"0.80","105"
"112210",E1194N4870,"0.80","135"
"112495",E1195N4869,"0.84","265"
"112211",E1195N4870,"0.86","250"
"112496",E1196N4869,"0.87","350"
"112212",E1196N4870,"0.86","160"
"112497",E1197N4869,"0.87","135"
"112213",E1197N4870,"0.86","350"
"112498",E1198N4869,"0.87","200"
"112214",E1198N4870,"0.87","160"
"112499",E1199N4869,"0.87","210"
"112215",E1199N4870,"0.86","190"
"112500",E1200N4869,"0.87","230"
"112216",E1200N4870,"0.83","305"
"112202",E1186N4870,"0.88","250"
"112486",E1186N4869,"0.90","345"
"112485",E1185N4869,"0.88","315"
"112201",E1185N4870,"0.92","275"
"112484",E1184N4869,"0.93","200"
"112200",E1184N4870,"0.93","155"
"112483",E1183N4869,"0.93","310"
"112199",E1183N4870,"0.93","265"
"112198",E1182N4870,"0.93","45"
"112197",E1172N4870,"0.68","50"
"112196",E1171N4870,"0.60","40"
"112481",E1178N4869,"0.85","60"
"112480",E1177N4869,"0.81","215"
"112479",E1176N4869,"0.80","230"
"112478",E1175N4869,"0.80","215"
"112476",E1172N4869,"0.55","120"
"112475",E1171N4869,"0.52","155"
"112482",E1179N4869,"0.91","335"
"111937",E1198N4871,"0.81","205"
"111938",E1199N4871,"0.80","175"
"111939",E1200N4871,"0.80","175"
"111940",E1201N4871,"0.80","115"
"111941",E1202N4871,"0.85","155"
"111942",E1203N4871,"0.87","195"
"111943",E1204N4871,"0.87","195"
"111944",E1205N4871,"0.87","175"
"111945",E1206N4871,"0.87","170"
"111946",E1207N4871,"0.85","80"
"111947",E1208N4871,"0.78","40"
"111948",E1209N4871,"0.78","190"
"111949",E1210N4871,"0.79","185"
"111950",E1211N4871,"0.75","65"
"111951",E1212N4871,"0.73","40"
"111952",E1213N4871,"0.76","35"
"111953",E1214N4871,"0.80","90"
"111954",E1215N4871,"0.80","135"
"111955",E1216N4871,"0.74","175"
"111956",E1217N4871,"0.73","135"
"111957",E1218N4871,"0.73","235"
"111958",E1219N4871,"0.73","270"
"111959",E1220N4871,"0.73","235"
"111960",E1221N4871,"0.73","110"
"111961",E1222N4871,"0.73","255"
"111962",E1223N4871,"0.73","185"
"111963",E1224N4871,"0.73","180"
"111964",E1225N4871,"0.73","95"
"111965",E1226N4871,"0.73","65"
"111936",E1197N4871,"0.81","185"
"111935",E1196N4871,"0.87","125"
"111934",E1195N4871,"0.87","520"
"111933",E1194N4871,"0.80","250"
"111932",E1193N4871,"0.80","175"
"111931",E1192N4871,"0.86","180"
"111930",E1191N4871,"0.87","290"
"111929",E1190N4871,"0.85","260"
"111928",E1189N4871,"0.87","265"
"111927",E1188N4871,"0.92","135"
"111926",E1187N4871,"0.93","310"
"111925",E1186N4871,"0.89","270"
"111924",E1185N4871,"0.93","145"
"111923",E1184N4871,"0.93","305"
"111922",E1183N4871,"0.93","340"
"111921",E1182N4871,"0.93","120"
"111920",E1171N4871,"0.67","55"
"111649",E1162N4872,"0.60","35"
"111650",E1163N4872,"0.71","45"
"111651",E1164N4872,"0.68","25"
"111652",E1170N4872,"0.72","455"
"111653",E1171N4872,"0.74","55"
"111654",E1172N4872,"0.80","35"
"111655",E1174N4872,"0.92","190"
"111656",E1175N4872,"0.90","385"
"111657",E1179N4872,"0.87","2660"
"111658",E1182N4872,"0.93","270"
"111659",E1183N4872,"0.93","300"
"111660",E1184N4872,"0.93","315"
"111661",E1185N4872,"0.93","350"
"111662",E1186N4872,"0.93","350"
"111663",E1187N4872,"0.91","295"
"111664",E1188N4872,"0.93","225"
"111665",E1189N4872,"0.91","240"
"111666",E1190N4872,"0.84","225"
"111667",E1191N4872,"0.85","245"
"111668",E1192N4872,"0.87","305"
"111669",E1193N4872,"0.82","180"
"111670",E1194N4872,"0.81","275"
"111671",E1195N4872,"0.87","55"
"111672",E1196N4872,"0.87","5"
"111673",E1197N4872,"0.85","10"
"111674",E1198N4872,"0.80","170"
"111675",E1199N4872,"0.80","245"
"111676",E1200N4872,"0.80","150"
"111677",E1201N4872,"0.80","140"
"111678",E1202N4872,"0.83","200"
"111679",E1203N4872,"0.87","230"
"111680",E1204N4872,"0.87","285"
"111681",E1205N4872,"0.87","260"
"111682",E1206N4872,"0.87","145"
"111683",E1207N4872,"0.86","130"
"111684",E1208N4872,"0.77","145"
"111685",E1209N4872,"0.76","125"
"111686",E1210N4872,"0.80","80"
"111687",E1211N4872,"0.80","195"
"111688",E1212N4872,"0.76","85"
"111689",E1213N4872,"0.78","45"
"111690",E1214N4872,"0.80","90"
"111691",E1215N4872,"0.80","125"
"111692",E1216N4872,"0.73","220"
"111693",E1217N4872,"0.73","190"
"111694",E1218N4872,"0.73","200"
"111695",E1219N4872,"0.73","285"
"111696",E1220N4872,"0.73","265"
"111697",E1221N4872,"0.73","150"
"111698",E1223N4872,"0.73","170"
"111699",E1224N4872,"0.73","115"
"111700",E1226N4872,"0.73","5"
"111377",E1164N4873,"0.73","175"
"111378",E1169N4873,"0.73","315"
"111379",E1170N4873,"0.74","145"
"111380",E1172N4873,"0.84","175"
"111381",E1173N4873,"0.90","105"
"111382",E1174N4873,"0.93","555"
"111383",E1175N4873,"0.93","50"
"111384",E1176N4873,"0.92","100"
"111385",E1179N4873,"0.87","90"
"111386",E1180N4873,"0.87","95"
"111387",E1181N4873,"0.87","65"
"111388",E1182N4873,"0.92","270"
"111389",E1183N4873,"0.93","220"
"111390",E1184N4873,"0.93","265"
"111391",E1185N4873,"0.93","350"
"111392",E1186N4873,"0.93","385"
"111393",E1187N4873,"0.89","240"
"111376",E1163N4873,"0.73","115"
"111375",E1162N4873,"0.66","5"
"111374",E1161N4873,"0.60","70"
"111373",E1160N4873,"0.58","65"
"111372",E1159N4873,"0.53","25"
"111371",E1158N4873,"0.53","70"
"111370",E1157N4873,"0.53","90"
"111369",E1156N4873,"0.53","70"
"111368",E1155N4873,"0.53","10"
"111394",E1188N4873,"0.93","195"
"111395",E1189N4873,"0.93","285"
"111396",E1190N4873,"0.89","255"
"111397",E1191N4873,"0.82","420"
"111398",E1192N4873,"0.85","245"
"111399",E1193N4873,"0.84","235"
"111400",E1194N4873,"0.82","280"
"111401",E1195N4873,"0.87","60"
"111402",E1196N4873,"0.87","75"
"111403",E1197N4873,"0.87","255"
"111404",E1198N4873,"0.85","265"
