fid,crs28992re,FMC_INDEX_SOC_Num_65+rea,FMC_INDEX_FOOT_FMC_INDEX_SOC_Num_65+rea,FMC_INDEX_FOOT_CALC_FMC_PETAR_AMENITIES_FMC_INDEX_NON_Num_65+rea,1COR_DEN_INDEX_WALK
"108229",E1162N4883,"5","5","5","0.60"
"108228",E1161N4883,"20","20","20","0.60"
"108227",E1160N4883,"30","30","30","0.60"
"108226",E1159N4883,"35","35","35","0.60"
"108225",E1158N4883,"2","2","2","0.60"
"116719",E1196N4855,"10","10","10","0.71"
"116720",E1197N4855,"15","15","15","0.76"
"116721",E1198N4855,"25","25","25","0.75"
"116722",E1199N4855,"30","30","30","0.76"
"116723",E1200N4855,"30","30","30","0.82"
"116724",E1201N4855,"30","30","30","0.90"
"116725",E1202N4855,"35","35","35","0.93"
"116726",E1203N4855,"10","10","10","0.93"
"116727",E1206N4855,"2","2","2","0.93"
"116728",E1207N4855,"20","20","20","0.93"
"116729",E1208N4855,"25","25","25","0.93"
"116730",E1209N4855,"20","20","20","0.93"
"116731",E1210N4855,"30","30","30","0.93"
"116732",E1211N4855,"15","15","15","0.93"
"116733",E1212N4855,"40","40","40","0.93"
"116734",E1213N4855,"40","40","40","0.93"
"116735",E1214N4855,"60","60","60","0.93"
"117028",E1195N4854,"5","5","5","0.62"
"117029",E1196N4854,"20","20","20","0.67"
"117030",E1197N4854,"20","20","20","0.72"
"117031",E1198N4854,"20","20","20","0.73"
"117032",E1199N4854,"35","35","35","0.77"
"117033",E1200N4854,"25","25","25","0.84"
"117034",E1201N4854,"15","15","15","0.92"
"117035",E1202N4854,"40","40","40","0.93"
"117036",E1203N4854,"5","5","5","0.93"
"117037",E1204N4854,"5","5","5","0.93"
"117038",E1205N4854,"10","10","10","0.93"
"117039",E1206N4854,"10","10","10","0.93"
"117040",E1207N4854,"20","20","20","0.93"
"117041",E1208N4854,"35","35","35","0.93"
"117042",E1209N4854,"15","15","15","0.93"
"117043",E1210N4854,"25","25","25","0.93"
"117044",E1211N4854,"15","15","15","0.93"
"117359",E1195N4853,"2","2","2","0.65"
"117360",E1196N4853,"10","10","10","0.67"
"117361",E1197N4853,"25","25","25","0.72"
"117362",E1198N4853,"5","5","5","0.73"
"117363",E1199N4853,"25","25","25","0.76"
"117364",E1200N4853,"30","30","30","0.86"
"117365",E1201N4853,"20","20","20","0.93"
"117366",E1202N4853,"15","15","15","0.93"
"117367",E1203N4853,"30","30","30","0.93"
"117368",E1204N4853,"30","30","30","0.93"
"117369",E1205N4853,"25","25","25","0.93"
"117370",E1206N4853,"50","50","50","0.93"
"117371",E1207N4853,"20","20","20","0.93"
"117372",E1208N4853,"2","2","2","0.93"
"117373",E1209N4853,"15","15","15","0.93"
"117374",E1210N4853,"30","30","30","0.93"
"117375",E1211N4853,"20","20","20","0.93"
"107901",E1153N4884,"20","20","20","0.46"
"107900",E1152N4884,"10","10","10","0.40"
"107899",E1151N4884,"35","35","35","0.40"
"107898",E1150N4884,"20","20","20","0.40"
"107897",E1149N4884,"15","15","15","0.40"
"107896",E1148N4884,"20","20","20","0.40"
"107895",E1147N4884,"30","30","30","0.40"
"107894",E1146N4884,"2","2","2","0.40"
"107893",E1145N4884,"10","10","10","0.40"
"107892",E1144N4884,"10","10","10","0.40"
"107891",E1143N4884,"20","20","20","0.38"
"107890",E1142N4884,"15","15","15","0.34"
"107572",E1153N4885,"15","15","15","0.41"
"107571",E1152N4885,"35","35","35","0.40"
"107570",E1151N4885,"2","2","2","0.40"
"107569",E1150N4885,"25","25","25","0.40"
"107568",E1149N4885,"25","25","25","0.40"
"107567",E1148N4885,"25","25","25","0.40"
"107566",E1147N4885,"30","30","30","0.40"
"107565",E1146N4885,"10","10","10","0.40"
"107564",E1145N4885,"2","2","2","0.40"
"107563",E1144N4885,"2","2","2","0.38"
"107562",E1143N4885,"10","10","10","0.34"
"107561",E1142N4885,"2","2","2","0.31"
"107260",E1151N4886,"2","2","2","0.40"
"107259",E1150N4886,"2","2","2","0.40"
"105089",E1142N4895,"2","2","2","0.00"
"104018",E1151N4901,"2","2","2","0.00"
"108211",E1142N4883,"15","15","15","0.38"
"108553",E1142N4882,"2","2","2","0.40"
"103428",E1114N4905,"2","2","2","0.00"
"104510",E1130N4898,"2","2","2","0.00"
"105501",E1136N4893,"2","2","2","0.00"
"105734",E1136N4892,"2","2","2","0.00"
"107258",E1132N4886,"5","5","5","0.00"
"108210",E1133N4883,"2","2","2","0.01"
"107560",E1122N4885,"2","2","2","0.00"
"107008",E1122N4887,"2","2","2","0.00"
"106238",E1121N4890,"2","2","2","0.00"
"100535",E1165N4927,"5","5","5","0.00"
"100536",E1166N4927,"10","10","10","0.00"
"100537",E1167N4927,"2","2","2","0.00"
"100851",E1168N4924,"5","5","5","0.00"
"106750",E1172N4888,"2","2","2","0.63"
"106751",E1173N4888,"2","2","2","0.61"
"106752",E1177N4888,"2","2","2","0.63"
"106753",E1181N4888,"5","5","5","0.78"
"107009",E1172N4887,"2","2","2","0.67"
"107010",E1173N4887,"2","2","2","0.65"
"101519",E1204N4919,"5","5","5","0.33"
"101520",E1205N4919,"25","25","25","0.33"
"101521",E1206N4919,"25","25","25","0.33"
"101522",E1207N4919,"10","10","10","0.33"
"101523",E1208N4919,"10","10","10","0.33"
"101524",E1209N4919,"5","5","5","0.33"
"101525",E1210N4919,"10","10","10","0.33"
"101385",E1203N4920,"2","2","2","0.31"
"101386",E1204N4920,"15","15","15","0.33"
"101387",E1205N4920,"5","5","5","0.33"
"101388",E1206N4920,"20","20","20","0.33"
"101389",E1207N4920,"15","15","15","0.33"
"101390",E1208N4920,"2","2","2","0.33"
"101391",E1209N4920,"2","2","2","0.33"
"101392",E1210N4920,"2","2","2","0.33"
"101393",E1211N4920,"10","10","10","0.33"
"101394",E1212N4920,"15","15","15","0.33"
"101395",E1213N4920,"10","10","10","0.33"
"101526",E1211N4919,"20","20","20","0.33"
"101527",E1212N4919,"20","20","20","0.33"
"101528",E1213N4919,"20","20","20","0.33"
"101529",E1217N4919,"2","2","2","0.33"
"101530",E1218N4919,"2","2","2","0.33"
"101531",E1223N4919,"5","5","5","0.27"
"101532",E1224N4919,"2","2","2","0.27"
"101533",E1231N4919,"15","15","15","0.28"
"101534",E1232N4919,"10","10","10","0.26"
"101666",E1217N4918,"10","10","10","0.33"
"101667",E1218N4918,"5","5","5","0.33"
"101668",E1219N4918,"5","5","5","0.33"
"101669",E1223N4918,"10","10","10","0.27"
"101670",E1224N4918,"2","2","2","0.27"
"101671",E1230N4918,"10","10","10","0.33"
"101672",E1231N4918,"10","10","10","0.33"
"101673",E1232N4918,"30","30","30","0.33"
"101674",E1233N4918,"25","25","25","0.33"
"101665",E1214N4918,"5","5","5","0.33"
"101664",E1213N4918,"20","20","20","0.33"
"101663",E1212N4918,"10","10","10","0.33"
"101662",E1211N4918,"25","25","25","0.33"
"101661",E1210N4918,"20","20","20","0.33"
"101660",E1209N4918,"5","5","5","0.33"
"101659",E1207N4918,"25","25","25","0.33"
"101658",E1206N4918,"25","25","25","0.33"
"101657",E1205N4918,"15","15","15","0.33"
"101123",E1208N4922,"2","2","2","0.33"
"101248",E1208N4921,"15","15","15","0.33"
"101124",E1209N4922,"2","2","2","0.33"
"101249",E1209N4921,"10","10","10","0.33"
"101125",E1211N4922,"50","50","50","0.33"
"101250",E1211N4921,"5","5","5","0.33"
"101126",E1212N4922,"25","25","25","0.33"
"101251",E1212N4921,"2","2","2","0.33"
"101127",E1213N4922,"10","10","10","0.33"
"101128",E1214N4922,"125","125","125","0.33"
"101129",E1215N4922,"10","10","10","0.33"
"101130",E1216N4922,"5","5","5","0.33"
"101131",E1217N4922,"2","2","2","0.33"
"101132",E1218N4922,"15","15","15","0.33"
"101133",E1219N4922,"2","2","2","0.33"
"101134",E1220N4922,"5","5","5","0.33"
"101135",E1221N4922,"2","2","2","0.27"
"101136",E1222N4922,"5","5","5","0.33"
"101252",E1213N4921,"2","2","2","0.33"
"101253",E1214N4921,"2","2","2","0.33"
"101254",E1215N4921,"5","5","5","0.33"
"101255",E1216N4921,"2","2","2","0.33"
"101256",E1217N4921,"15","15","15","0.33"
"101257",E1218N4921,"10","10","10","0.33"
"101258",E1222N4921,"5","5","5","0.31"
"101259",E1223N4921,"5","5","5","0.24"
"101396",E1217N4920,"2","2","2","0.33"
"101397",E1218N4920,"10","10","10","0.33"
"101398",E1222N4920,"5","5","5","0.27"
"101399",E1223N4920,"5","5","5","0.26"
"101242",E1202N4921,"2","2","2","0.18"
"101243",E1203N4921,"15","15","15","0.33"
"101244",E1204N4921,"5","5","5","0.33"
"101245",E1205N4921,"70","70","70","0.33"
"101246",E1206N4921,"10","10","10","0.33"
"101247",E1207N4921,"20","20","20","0.33"
"101117",E1202N4922,"25","25","25","0.20"
"101118",E1203N4922,"20","20","20","0.33"
"101119",E1204N4922,"30","30","30","0.33"
"101120",E1205N4922,"25","25","25","0.33"
"101121",E1206N4922,"10","10","10","0.33"
"101122",E1207N4922,"10","10","10","0.33"
"100978",E1202N4923,"5","5","5","0.21"
"100979",E1203N4923,"20","20","20","0.33"
"100980",E1204N4923,"20","20","20","0.33"
"100981",E1205N4923,"45","45","45","0.33"
"100982",E1206N4923,"35","35","35","0.33"
"100983",E1207N4923,"10","10","10","0.33"
"100852",E1201N4924,"5","5","5","0.09"
"100853",E1203N4924,"5","5","5","0.33"
"100854",E1204N4924,"15","15","15","0.33"
"100855",E1205N4924,"2","2","2","0.33"
"100856",E1206N4924,"25","25","25","0.33"
"100857",E1207N4924,"20","20","20","0.33"
"100740",E1202N4925,"2","2","2","0.17"
"100741",E1205N4925,"10","10","10","0.33"
"100742",E1206N4925,"20","20","20","0.33"
"100743",E1207N4925,"10","10","10","0.33"
"100628",E1200N4926,"2","2","2","0.07"
"100629",E1206N4926,"5","5","5","0.33"
"100630",E1207N4926,"2","2","2","0.33"
"100540",E1203N4927,"5","5","5","0.19"
"100456",E1207N4928,"2","2","2","0.27"
"100388",E1207N4929,"2","2","2","0.27"
"100631",E1208N4926,"2","2","2","0.33"
"100457",E1208N4928,"10","10","10","0.27"
"100389",E1208N4929,"15","15","15","0.27"
"100314",E1208N4930,"10","10","10","0.27"
"100858",E1208N4924,"2","2","2","0.33"
"100984",E1208N4923,"10","10","10","0.33"
"100744",E1209N4925,"25","25","25","0.33"
"100632",E1209N4926,"20","20","20","0.33"
"100541",E1209N4927,"5","5","5","0.31"
"100458",E1209N4928,"5","5","5","0.27"
"100390",E1209N4929,"15","15","15","0.27"
"100315",E1209N4930,"20","20","20","0.27"
"100859",E1209N4924,"60","60","60","0.33"
"100985",E1209N4923,"15","15","15","0.33"
"100745",E1210N4925,"25","25","25","0.33"
"100633",E1210N4926,"40","40","40","0.33"
"100542",E1210N4927,"10","10","10","0.32"
"100459",E1210N4928,"15","15","15","0.27"
"100391",E1210N4929,"10","10","10","0.27"
"100316",E1210N4930,"5","5","5","0.27"
"100860",E1210N4924,"20","20","20","0.33"
"100861",E1211N4924,"35","35","35","0.33"
"100986",E1211N4923,"20","20","20","0.33"
"100862",E1212N4924,"45","45","45","0.33"
"100987",E1212N4923,"20","20","20","0.33"
"100863",E1213N4924,"5","5","5","0.33"
"100864",E1214N4924,"5","5","5","0.33"
"100988",E1214N4923,"2","2","2","0.33"
"100865",E1215N4924,"20","20","20","0.33"
"100866",E1216N4924,"10","10","10","0.33"
"100989",E1215N4923,"15","15","15","0.33"
"100990",E1216N4923,"15","15","15","0.33"
"100991",E1217N4923,"2","2","2","0.33"
"100992",E1218N4923,"2","2","2","0.33"
"100993",E1219N4923,"10","10","10","0.33"
"100994",E1220N4923,"10","10","10","0.33"
"100995",E1221N4923,"2","2","2","0.27"
"100996",E1222N4923,"5","5","5","0.28"
"100997",E1223N4923,"2","2","2","0.27"
"100634",E1211N4926,"2","2","2","0.33"
"100746",E1212N4925,"10","10","10","0.33"
"100635",E1212N4926,"2","2","2","0.33"
"100747",E1213N4925,"2","2","2","0.33"
"100636",E1213N4926,"2","2","2","0.33"
"100748",E1214N4925,"2","2","2","0.33"
"100637",E1214N4926,"2","2","2","0.33"
"100749",E1215N4925,"20","20","20","0.33"
"100638",E1215N4926,"10","10","10","0.33"
"100750",E1216N4925,"20","20","20","0.33"
"100639",E1216N4926,"15","15","15","0.33"
"100751",E1217N4925,"2","2","2","0.33"
"100640",E1217N4926,"2","2","2","0.33"
"100641",E1218N4926,"10","10","10","0.31"
"100752",E1218N4925,"20","20","20","0.33"
"100642",E1219N4926,"15","15","15","0.28"
"100753",E1219N4925,"10","10","10","0.33"
"100643",E1220N4926,"10","10","10","0.27"
"100754",E1220N4925,"10","10","10","0.29"
"100644",E1221N4926,"20","20","20","0.27"
"100755",E1221N4925,"10","10","10","0.27"
"100645",E1222N4926,"2","2","2","0.27"
"100756",E1222N4925,"15","15","15","0.27"
"100757",E1223N4925,"2","2","2","0.27"
"100867",E1218N4924,"2","2","2","0.33"
"100868",E1219N4924,"2","2","2","0.33"
"100869",E1220N4924,"5","5","5","0.32"
"100870",E1221N4924,"20","20","20","0.27"
"100871",E1222N4924,"25","25","25","0.27"
"100872",E1223N4924,"2","2","2","0.27"
"100317",E1211N4930,"2","2","2","0.27"
"100392",E1211N4929,"10","10","10","0.27"
"100460",E1211N4928,"5","5","5","0.27"
"100318",E1212N4930,"5","5","5","0.27"
"100393",E1212N4929,"10","10","10","0.27"
"100461",E1212N4928,"5","5","5","0.29"
"100543",E1212N4927,"5","5","5","0.33"
"100319",E1213N4930,"10","10","10","0.27"
"100394",E1213N4929,"15","15","15","0.27"
"100462",E1213N4928,"2","2","2","0.30"
"100544",E1213N4927,"5","5","5","0.33"
"100320",E1214N4930,"2","2","2","0.24"
"100395",E1214N4929,"15","15","15","0.27"
"100463",E1214N4928,"15","15","15","0.28"
"100545",E1214N4927,"2","2","2","0.33"
"100321",E1215N4930,"2","2","2","0.26"
"100396",E1215N4929,"15","15","15","0.27"
"100464",E1215N4928,"15","15","15","0.27"
"100546",E1215N4927,"10","10","10","0.33"
"100322",E1216N4930,"2","2","2","0.27"
"100397",E1216N4929,"25","25","25","0.27"
"100465",E1216N4928,"15","15","15","0.27"
"100547",E1216N4927,"15","15","15","0.31"
"100398",E1217N4929,"5","5","5","0.27"
"100466",E1217N4928,"2","2","2","0.27"
"100548",E1217N4927,"2","2","2","0.29"
"100399",E1218N4929,"5","5","5","0.27"
"100467",E1218N4928,"15","15","15","0.27"
"100549",E1218N4927,"50","50","50","0.27"
"100468",E1219N4928,"30","30","30","0.27"
"100550",E1219N4927,"30","30","30","0.27"
"100551",E1220N4927,"35","35","35","0.27"
"100552",E1221N4927,"5","5","5","0.27"
"100553",E1223N4927,"2","2","2","0.27"
"100554",E1224N4927,"10","10","10","0.20"
"100646",E1225N4926,"2","2","2","0.13"
"100144",E1210N4932,"10","10","10","0.27"
"100143",E1209N4932,"2","2","2","0.27"
"100313",E1190N4930,"2","2","2","0.00"
"100232",E1190N4931,"5","5","5","0.00"
"100142",E1190N4932,"2","2","2","0.00"
"100387",E1190N4929,"2","2","2","0.00"
"100454",E1190N4928,"2","2","2","0.00"
"100050",E1191N4933,"2","2","2","0.00"
"99957",E1191N4934,"2","2","2","0.00"
"100455",E1191N4928,"2","2","2","0.00"
"99958",E1192N4934,"2","2","2","0.00"
"99624",E1193N4937,"2","2","2","0.00"
"99847",E1193N4935,"5","5","5","0.00"
"99625",E1194N4937,"2","2","2","0.00"
"100539",E1191N4927,"2","2","2","0.00"
"100627",E1191N4926,"2","2","2","0.00"
"107908",E1163N4884,"20","20","20","0.66"
"107582",E1163N4885,"5","5","5","0.61"
"107266",E1163N4886,"5","5","5","0.60"
"107909",E1164N4884,"20","20","20","0.67"
"107583",E1164N4885,"15","15","15","0.66"
"107267",E1164N4886,"2","2","2","0.61"
"107910",E1165N4884,"15","15","15","0.67"
"107584",E1165N4885,"2","2","2","0.67"
"107268",E1165N4886,"5","5","5","0.66"
"107911",E1166N4884,"10","10","10","0.67"
"107585",E1166N4885,"2","2","2","0.67"
"107269",E1166N4886,"2","2","2","0.67"
"107912",E1167N4884,"15","15","15","0.67"
"107586",E1167N4885,"2","2","2","0.67"
"107270",E1167N4886,"2","2","2","0.64"
"107913",E1168N4884,"15","15","15","0.67"
"107587",E1168N4885,"15","15","15","0.67"
"107271",E1168N4886,"5","5","5","0.66"
"107588",E1169N4885,"2","2","2","0.67"
"107914",E1170N4884,"10","10","10","0.70"
"107589",E1170N4885,"10","10","10","0.67"
"107272",E1170N4886,"10","10","10","0.67"
"107915",E1171N4884,"10","10","10","0.73"
"107590",E1171N4885,"10","10","10","0.67"
"107273",E1171N4886,"10","10","10","0.67"
"107916",E1172N4884,"10","10","10","0.76"
"107591",E1172N4885,"15","15","15","0.75"
"107274",E1172N4886,"2","2","2","0.71"
"107917",E1173N4884,"2","2","2","0.83"
"107592",E1173N4885,"10","10","10","0.75"
"107275",E1173N4886,"2","2","2","0.69"
"107265",E1161N4886,"2","2","2","0.60"
"107264",E1160N4886,"2","2","2","0.60"
"107263",E1159N4886,"2","2","2","0.60"
"107262",E1158N4886,"2","2","2","0.59"
"107261",E1154N4886,"2","2","2","0.41"
"107906",E1161N4884,"20","20","20","0.60"
"107579",E1160N4885,"10","10","10","0.60"
"107905",E1160N4884,"20","20","20","0.60"
"107578",E1159N4885,"15","15","15","0.60"
"107904",E1159N4884,"20","20","20","0.60"
"107577",E1158N4885,"10","10","10","0.60"
"107903",E1158N4884,"5","5","5","0.60"
"107576",E1157N4885,"15","15","15","0.50"
"107575",E1156N4885,"2","2","2","0.47"
"107574",E1155N4885,"2","2","2","0.47"
"107573",E1154N4885,"20","20","20","0.46"
"107902",E1154N4884,"25","25","25","0.47"
"107581",E1162N4885,"25","25","25","0.60"
"107907",E1162N4884,"5","5","5","0.60"
"107580",E1161N4885,"10","10","10","0.60"
"102053",E1217N4915,"25","25","25","0.33"
"102189",E1217N4914,"15","15","15","0.33"
"102054",E1218N4915,"20","20","20","0.33"
"102190",E1218N4914,"10","10","10","0.32"
"102055",E1219N4915,"5","5","5","0.33"
"102191",E1219N4914,"5","5","5","0.28"
"102056",E1220N4915,"10","10","10","0.29"
"102057",E1221N4915,"5","5","5","0.28"
"102058",E1222N4915,"2","2","2","0.30"
"102059",E1223N4915,"15","15","15","0.39"
"102060",E1228N4915,"15","15","15","0.33"
"102061",E1229N4915,"20","20","20","0.33"
"102062",E1230N4915,"2","2","2","0.33"
"102063",E1231N4915,"10","10","10","0.33"
"102064",E1232N4915,"15","15","15","0.33"
"102065",E1233N4915,"2","2","2","0.33"
"102066",E1234N4915,"15","15","15","0.34"
"102067",E1235N4915,"15","15","15","0.36"
"102068",E1236N4915,"20","20","20","0.39"
"102069",E1237N4915,"10","10","10","0.42"
"102192",E1220N4914,"5","5","5","0.28"
"102193",E1223N4914,"2","2","2","0.40"
"102194",E1227N4914,"30","30","30","0.40"
"102195",E1228N4914,"10","10","10","0.35"
"102196",E1229N4914,"10","10","10","0.33"
"102197",E1230N4914,"40","40","40","0.33"
"102198",E1231N4914,"20","20","20","0.35"
"102199",E1233N4914,"20","20","20","0.38"
"102200",E1234N4914,"25","25","25","0.39"
"102201",E1235N4914,"20","20","20","0.42"
"102202",E1236N4914,"10","10","10","0.51"
"102203",E1239N4914,"2","2","2","0.46"
"101921",E1208N4916,"15","15","15","0.32"
"101795",E1208N4917,"25","25","25","0.33"
"101922",E1209N4916,"15","15","15","0.33"
"101796",E1209N4917,"15","15","15","0.33"
"102046",E1209N4915,"5","5","5","0.27"
"101923",E1210N4916,"20","20","20","0.33"
"101797",E1210N4917,"25","25","25","0.33"
"102047",E1210N4915,"15","15","15","0.30"
"102182",E1210N4914,"15","15","15","0.24"
"101924",E1211N4916,"30","30","30","0.33"
"101798",E1211N4917,"35","35","35","0.33"
"102048",E1211N4915,"15","15","15","0.33"
"102183",E1211N4914,"15","15","15","0.30"
"102327",E1211N4913,"2","2","2","0.21"
"101925",E1212N4916,"25","25","25","0.33"
"101799",E1212N4917,"20","20","20","0.33"
"102329",E1213N4913,"5","5","5","0.29"
"102185",E1213N4914,"2","2","2","0.33"
"101800",E1213N4917,"25","25","25","0.33"
"101926",E1213N4916,"2","2","2","0.33"
"102330",E1214N4913,"15","15","15","0.30"
"102186",E1214N4914,"10","10","10","0.33"
"102050",E1214N4915,"2","2","2","0.33"
"101801",E1214N4917,"5","5","5","0.33"
"102331",E1215N4913,"10","10","10","0.30"
"102187",E1215N4914,"40","40","40","0.33"
"102051",E1215N4915,"5","5","5","0.33"
"101927",E1215N4916,"10","10","10","0.33"
"102332",E1216N4913,"20","20","20","0.28"
"102188",E1216N4914,"15","15","15","0.33"
"102052",E1216N4915,"30","30","30","0.33"
"101802",E1216N4917,"10","10","10","0.33"
"101928",E1216N4916,"10","10","10","0.33"
"101794",E1207N4917,"30","30","30","0.33"
"101793",E1206N4917,"2","2","2","0.33"
"102049",E1212N4915,"20","20","20","0.33"
"102184",E1212N4914,"20","20","20","0.33"
"102328",E1212N4913,"5","5","5","0.26"
"104928",E1237N4896,"15","15","15","0.87"
"104189",E1237N4900,"30","30","30","0.87"
"104929",E1238N4896,"15","15","15","0.86"
"104734",E1238N4897,"15","15","15","0.87"
"104190",E1238N4900,"40","40","40","0.87"
"104353",E1238N4899,"2","2","2","0.87"
"104930",E1239N4896,"15","15","15","0.74"
"104735",E1239N4897,"15","15","15","0.82"
"104191",E1239N4900,"10","10","10","0.81"
"104354",E1239N4899,"15","15","15","0.82"
"104931",E1240N4896,"10","10","10","0.68"
"104192",E1240N4900,"5","5","5","0.71"
"104355",E1240N4899,"30","30","30","0.73"
"104524",E1240N4898,"10","10","10","0.74"
"104932",E1241N4896,"25","25","25","0.72"
"104736",E1241N4897,"2","2","2","0.72"
"104193",E1241N4900,"20","20","20","0.67"
"104356",E1241N4899,"20","20","20","0.67"
"104525",E1241N4898,"10","10","10","0.69"
"104188",E1235N4900,"5","5","5","0.87"
"104187",E1234N4900,"10","10","10","0.87"
"104352",E1234N4899,"10","10","10","0.88"
"104186",E1233N4900,"2","2","2","0.92"
"101929",E1217N4916,"10","10","10","0.33"
"101803",E1217N4917,"15","15","15","0.33"
"101930",E1218N4916,"10","10","10","0.33"
"101804",E1218N4917,"10","10","10","0.33"
"101931",E1219N4916,"10","10","10","0.33"
"101805",E1219N4917,"2","2","2","0.33"
"101932",E1220N4916,"5","5","5","0.32"
"101806",E1220N4917,"2","2","2","0.32"
"101933",E1221N4916,"5","5","5","0.30"
"101934",E1222N4916,"2","2","2","0.26"
"101935",E1223N4916,"2","2","2","0.32"
"101807",E1223N4917,"2","2","2","0.27"
"101936",E1224N4916,"2","2","2","0.35"
"101808",E1224N4917,"2","2","2","0.31"
"101937",E1230N4916,"10","10","10","0.33"
"101809",E1230N4917,"30","30","30","0.33"
"101938",E1231N4916,"10","10","10","0.33"
"101810",E1231N4917,"20","20","20","0.33"
"101939",E1232N4916,"20","20","20","0.33"
"101811",E1232N4917,"35","35","35","0.33"
"101940",E1233N4916,"15","15","15","0.33"
"101812",E1233N4917,"20","20","20","0.33"
"101941",E1234N4916,"20","20","20","0.33"
"101813",E1234N4917,"30","30","30","0.33"
"101814",E1235N4917,"2","2","2","0.33"
"101942",E1235N4916,"20","20","20","0.33"
"101943",E1236N4916,"10","10","10","0.33"
"102333",E1217N4913,"25","25","25","0.27"
"102334",E1218N4913,"15","15","15","0.27"
"102335",E1219N4913,"5","5","5","0.28"
"102336",E1220N4913,"2","2","2","0.30"
"102337",E1221N4913,"2","2","2","0.35"
"102338",E1224N4913,"2","2","2","0.40"
"102339",E1226N4913,"2","2","2","0.40"
"102340",E1227N4913,"120","120","120","0.40"
"102341",E1228N4913,"75","75","75","0.40"
"102342",E1229N4913,"10","10","10","0.38"
"102343",E1230N4913,"40","40","40","0.41"
"102344",E1231N4913,"5","5","5","0.40"
"102345",E1232N4913,"10","10","10","0.42"
"102346",E1233N4913,"40","40","40","0.46"
"102347",E1234N4913,"25","25","25","0.51"
"102348",E1235N4913,"15","15","15","0.55"
"102349",E1236N4913,"15","15","15","0.60"
"102350",E1238N4913,"10","10","10","0.60"
"102351",E1239N4913,"5","5","5","0.50"
"105994",E1208N4891,"30","30","30","0.72"
"105099",E1208N4895,"2","2","2","0.59"
"104914",E1208N4896,"15","15","15","0.49"
"105995",E1209N4891,"25","25","25","0.73"
"105512",E1209N4893,"2","2","2","0.61"
"105100",E1209N4895,"15","15","15","0.49"
"104915",E1209N4896,"5","5","5","0.47"
"105996",E1210N4891,"35","35","35","0.68"
"105513",E1210N4893,"2","2","2","0.56"
"105295",E1210N4894,"2","2","2","0.49"
"105101",E1210N4895,"2","2","2","0.47"
"105997",E1211N4891,"15","15","15","0.70"
"105514",E1211N4893,"2","2","2","0.58"
"105296",E1211N4894,"2","2","2","0.48"
"105102",E1211N4895,"65","65","65","0.47"
"105998",E1212N4891,"10","10","10","0.70"
"105515",E1212N4893,"40","40","40","0.61"
"105744",E1208N4892,"5","5","5","0.67"
"105745",E1209N4892,"10","10","10","0.67"
"105746",E1210N4892,"2","2","2","0.64"
"105747",E1211N4892,"15","15","15","0.69"
"105748",E1212N4892,"15","15","15","0.68"
"106251",E1210N4890,"55","55","55","0.69"
"106252",E1211N4890,"45","45","45","0.70"
"106253",E1212N4890,"2","2","2","0.73"
"106498",E1210N4889,"40","40","40","0.74"
"106499",E1211N4889,"30","30","30","0.70"
"106500",E1212N4889,"35","35","35","0.73"
"106501",E1213N4889,"10","10","10","0.73"
"104921",E1225N4896,"2","2","2","0.78"
"104922",E1227N4896,"2","2","2","0.80"
"104923",E1228N4896,"10","10","10","0.80"
"104924",E1229N4896,"25","25","25","0.80"
"104925",E1230N4896,"5","5","5","0.80"
"104727",E1226N4897,"2","2","2","0.80"
"104728",E1227N4897,"20","20","20","0.80"
"104729",E1228N4897,"10","10","10","0.80"
"104730",E1229N4897,"20","20","20","0.80"
"104731",E1230N4897,"10","10","10","0.79"
"104518",E1226N4898,"2","2","2","0.79"
"104519",E1227N4898,"30","30","30","0.80"
"104520",E1228N4898,"15","15","15","0.80"
"104521",E1229N4898,"15","15","15","0.80"
"104522",E1230N4898,"25","25","25","0.75"
"104348",E1227N4899,"20","20","20","0.80"
"104349",E1228N4899,"10","10","10","0.79"
"104350",E1229N4899,"25","25","25","0.77"
"104351",E1230N4899,"30","30","30","0.79"
"104180",E1224N4900,"2","2","2","0.73"
"104181",E1226N4900,"10","10","10","0.74"
"104182",E1227N4900,"25","25","25","0.80"
"104183",E1228N4900,"25","25","25","0.80"
"104184",E1229N4900,"30","30","30","0.80"
"104185",E1230N4900,"10","10","10","0.80"
"104022",E1225N4901,"2","2","2","0.73"
"104023",E1226N4901,"25","25","25","0.73"
"104024",E1227N4901,"20","20","20","0.77"
"104025",E1228N4901,"20","20","20","0.80"
"104026",E1229N4901,"15","15","15","0.80"
"104027",E1230N4901,"2","2","2","0.80"
"104179",E1223N4900,"2","2","2","0.68"
"104021",E1222N4901,"2","2","2","0.67"
"104178",E1222N4900,"5","5","5","0.67"
"104347",E1222N4899,"10","10","10","0.68"
"104517",E1222N4898,"10","10","10","0.73"
"104020",E1221N4901,"2","2","2","0.67"
"104177",E1221N4900,"2","2","2","0.67"
"104346",E1221N4899,"5","5","5","0.66"
"104516",E1221N4898,"2","2","2","0.66"
"103306",E1225N4906,"15","15","15","0.60"
"103170",E1225N4907,"2","2","2","0.60"
"103025",E1225N4908,"35","35","35","0.60"
"103866",E1225N4902,"2","2","2","0.68"
"103307",E1226N4906,"5","5","5","0.60"
"103171",E1226N4907,"15","15","15","0.60"
"103026",E1226N4908,"2","2","2","0.60"
"103723",E1226N4903,"2","2","2","0.67"
