fid,crs28992re,FMC_INDEX_SOC_Num_65+rea,FMC_INDEX_FOOT_FMC_INDEX_SOC_Num_65+rea,FMC_INDEX_FOOT_CALC_FMC_PETAR_AMENITIES_FMC_INDEX_NON_Num_65+rea,1COR_DEN_INDEX_WALK
"119385",E1175N4846,"2","2","2","0.55"
"119386",E1176N4846,"40","40","40","0.48"
"119387",E1177N4846,"2","2","2","0.46"
"119388",E1178N4846,"5","5","5","0.48"
"119389",E1179N4846,"15","15","15","0.56"
"119390",E1180N4846,"2","2","2","0.60"
"119391",E1181N4846,"20","20","20","0.59"
"119392",E1182N4846,"20","20","20","0.59"
"119393",E1183N4846,"25","25","25","0.60"
"119394",E1184N4846,"20","20","20","0.67"
"119395",E1186N4846,"2","2","2","0.56"
"119396",E1188N4846,"15","15","15","0.60"
"119397",E1189N4846,"35","35","35","0.60"
"119398",E1190N4846,"30","30","30","0.60"
"119399",E1191N4846,"10","10","10","0.60"
"119400",E1192N4846,"30","30","30","0.64"
"119401",E1193N4846,"60","60","60","0.64"
"119402",E1194N4846,"20","20","20","0.67"
"119403",E1195N4846,"2","2","2","0.67"
"119404",E1196N4846,"35","35","35","0.61"
"119405",E1197N4846,"15","15","15","0.62"
"119406",E1198N4846,"35","35","35","0.65"
"119407",E1199N4846,"30","30","30","0.67"
"119408",E1200N4846,"15","15","15","0.69"
"119409",E1201N4846,"20","20","20","0.68"
"119410",E1202N4846,"45","45","45","0.79"
"119411",E1203N4846,"55","55","55","0.91"
"119412",E1204N4846,"25","25","25","0.93"
"119413",E1205N4846,"2","2","2","0.93"
"119380",E1170N4846,"25","25","25","0.67"
"119379",E1169N4846,"5","5","5","0.67"
"119378",E1168N4846,"5","5","5","0.67"
"119113",E1170N4847,"2","2","2","0.67"
"119114",E1171N4847,"2","2","2","0.67"
"119115",E1172N4847,"110","110","110","0.67"
"119116",E1173N4847,"10","10","10","0.64"
"119117",E1174N4847,"10","10","10","0.60"
"119118",E1175N4847,"10","10","10","0.60"
"119119",E1176N4847,"15","15","15","0.57"
"119120",E1177N4847,"2","2","2","0.49"
"119121",E1180N4847,"10","10","10","0.60"
"119122",E1181N4847,"10","10","10","0.62"
"119123",E1182N4847,"20","20","20","0.61"
"119124",E1183N4847,"25","25","25","0.62"
"119125",E1184N4847,"35","35","35","0.67"
"119126",E1185N4847,"45","45","45","0.64"
"119127",E1186N4847,"25","25","25","0.55"
"119128",E1187N4847,"15","15","15","0.53"
"119129",E1189N4847,"30","30","30","0.59"
"119130",E1190N4847,"50","50","50","0.60"
"119131",E1191N4847,"15","15","15","0.57"
"119132",E1192N4847,"10","10","10","0.60"
"119133",E1193N4847,"25","25","25","0.60"
"119134",E1194N4847,"2","2","2","0.62"
"119135",E1195N4847,"10","10","10","0.66"
"119136",E1196N4847,"20","20","20","0.66"
"119137",E1197N4847,"25","25","25","0.67"
"119138",E1198N4847,"15","15","15","0.67"
"119139",E1199N4847,"10","10","10","0.68"
"119140",E1200N4847,"2","2","2","0.73"
"119141",E1201N4847,"40","40","40","0.78"
"119142",E1202N4847,"25","25","25","0.92"
"119143",E1203N4847,"10","10","10","0.93"
"119144",E1204N4847,"5","5","5","0.93"
"119145",E1205N4847,"15","15","15","0.93"
"119146",E1206N4847,"10","10","10","0.93"
"119147",E1207N4847,"2","2","2","0.93"
"119112",E1169N4847,"2","2","2","0.67"
"119111",E1168N4847,"2","2","2","0.67"
"118847",E1170N4848,"15","15","15","0.67"
"118848",E1171N4848,"30","30","30","0.67"
"118849",E1172N4848,"5","5","5","0.67"
"118850",E1173N4848,"5","5","5","0.67"
"118851",E1174N4848,"5","5","5","0.62"
"118852",E1175N4848,"5","5","5","0.60"
"118853",E1176N4848,"25","25","25","0.63"
"118854",E1177N4848,"30","30","30","0.60"
"118855",E1179N4848,"20","20","20","0.60"
"118856",E1180N4848,"2","2","2","0.60"
"118857",E1181N4848,"25","25","25","0.65"
"118858",E1182N4848,"30","30","30","0.65"
"118859",E1183N4848,"20","20","20","0.66"
"118860",E1184N4848,"20","20","20","0.67"
"118861",E1185N4848,"45","45","45","0.67"
"118862",E1186N4848,"40","40","40","0.57"
"118863",E1187N4848,"35","35","35","0.53"
"118864",E1188N4848,"2","2","2","0.53"
"118865",E1189N4848,"15","15","15","0.54"
"118866",E1190N4848,"35","35","35","0.54"
"118867",E1191N4848,"50","50","50","0.53"
"118868",E1192N4848,"20","20","20","0.59"
"118869",E1193N4848,"5","5","5","0.60"
"118870",E1195N4848,"10","10","10","0.60"
"118871",E1196N4848,"20","20","20","0.64"
"118872",E1197N4848,"5","5","5","0.67"
"118846",E1169N4848,"5","5","5","0.67"
"118845",E1168N4848,"15","15","15","0.67"
"118579",E1175N4849,"30","30","30","0.60"
"118580",E1176N4849,"25","25","25","0.63"
"118581",E1177N4849,"75","75","75","0.63"
"118582",E1180N4849,"15","15","15","0.61"
"118583",E1181N4849,"15","15","15","0.67"
"118584",E1182N4849,"20","20","20","0.68"
"118585",E1183N4849,"10","10","10","0.67"
"118586",E1184N4849,"10","10","10","0.67"
"118587",E1185N4849,"10","10","10","0.67"
"118588",E1186N4849,"15","15","15","0.60"
"118589",E1187N4849,"10","10","10","0.59"
"118590",E1188N4849,"10","10","10","0.58"
"118591",E1189N4849,"25","25","25","0.53"
"118592",E1190N4849,"35","35","35","0.53"
"118593",E1191N4849,"55","55","55","0.53"
"118594",E1192N4849,"45","45","45","0.57"
"118595",E1193N4849,"15","15","15","0.60"
"118596",E1194N4849,"2","2","2","0.60"
"118597",E1195N4849,"15","15","15","0.60"
"118299",E1196N4850,"2","2","2","0.60"
"118598",E1196N4849,"2","2","2","0.60"
"118298",E1195N4850,"5","5","5","0.60"
"118297",E1194N4850,"15","15","15","0.60"
"118296",E1193N4850,"2","2","2","0.60"
"118295",E1192N4850,"35","35","35","0.54"
"118294",E1191N4850,"35","35","35","0.53"
"118293",E1190N4850,"25","25","25","0.53"
"118292",E1189N4850,"20","20","20","0.58"
"118291",E1188N4850,"10","10","10","0.60"
"118290",E1187N4850,"20","20","20","0.60"
"118289",E1186N4850,"20","20","20","0.61"
"118288",E1185N4850,"15","15","15","0.67"
"118287",E1184N4850,"35","35","35","0.67"
"118286",E1183N4850,"20","20","20","0.69"
"118285",E1182N4850,"25","25","25","0.66"
"118284",E1181N4850,"15","15","15","0.67"
"118283",E1174N4850,"25","25","25","0.65"
"118282",E1172N4850,"2","2","2","0.67"
"118578",E1171N4849,"40","40","40","0.67"
"118281",E1170N4850,"35","35","35","0.67"
"118577",E1170N4849,"30","30","30","0.67"
"118278",E1167N4850,"30","30","30","0.67"
"118277",E1166N4850,"10","10","10","0.67"
"118575",E1168N4849,"15","15","15","0.67"
"118279",E1168N4850,"10","10","10","0.67"
"118280",E1169N4850,"25","25","25","0.67"
"118576",E1169N4849,"25","25","25","0.67"
"118266",E1154N4850,"30","30","30","0.73"
"118267",E1155N4850,"15","15","15","0.71"
"118268",E1156N4850,"35","35","35","0.73"
"117963",E1154N4851,"15","15","15","0.73"
"117964",E1155N4851,"25","25","25","0.73"
"117965",E1156N4851,"20","20","20","0.73"
"117639",E1154N4852,"2","2","2","0.73"
"117640",E1155N4852,"40","40","40","0.73"
"117641",E1156N4852,"15","15","15","0.73"
"117323",E1154N4853,"2","2","2","0.73"
"117324",E1155N4853,"20","20","20","0.73"
"117325",E1156N4853,"2","2","2","0.73"
"117004",E1154N4854,"15","15","15","0.73"
"117005",E1155N4854,"30","30","30","0.73"
"117006",E1156N4854,"2","2","2","0.73"
"116692",E1154N4855,"15","15","15","0.73"
"116693",E1155N4855,"10","10","10","0.73"
"116380",E1154N4856,"10","10","10","0.73"
"116381",E1155N4856,"30","30","30","0.73"
"116094",E1154N4857,"50","50","50","0.73"
"115795",E1154N4858,"15","15","15","0.73"
"115487",E1154N4859,"50","50","50","0.73"
"114860",E1155N4861,"55","55","55","0.78"
"114861",E1156N4861,"40","40","40","0.78"
"114553",E1154N4862,"30","30","30","0.80"
"114554",E1155N4862,"30","30","30","0.78"
"114555",E1156N4862,"40","40","40","0.74"
"114240",E1154N4863,"25","25","25","0.75"
"114241",E1155N4863,"35","35","35","0.73"
"114242",E1156N4863,"15","15","15","0.65"
"113912",E1154N4864,"30","30","30","0.69"
"113913",E1155N4864,"70","70","70","0.62"
"113603",E1155N4865,"20","20","20","0.60"
"113323",E1155N4866,"55","55","55","0.60"
"117991",E1186N4851,"35","35","35","0.60"
"117992",E1187N4851,"25","25","25","0.60"
"117993",E1188N4851,"25","25","25","0.60"
"117994",E1189N4851,"5","5","5","0.60"
"117995",E1190N4851,"5","5","5","0.58"
"117996",E1191N4851,"15","15","15","0.53"
"117997",E1192N4851,"15","15","15","0.53"
"117998",E1193N4851,"10","10","10","0.58"
"117999",E1194N4851,"25","25","25","0.60"
"118000",E1195N4851,"25","25","25","0.60"
"118001",E1196N4851,"10","10","10","0.60"
"118002",E1197N4851,"15","15","15","0.60"
"118003",E1198N4851,"10","10","10","0.67"
"118004",E1199N4851,"10","10","10","0.73"
"118005",E1200N4851,"25","25","25","0.82"
"118006",E1201N4851,"60","60","60","0.87"
"118007",E1202N4851,"25","25","25","0.93"
"117990",E1185N4851,"25","25","25","0.68"
"117989",E1184N4851,"20","20","20","0.73"
"117988",E1183N4851,"20","20","20","0.69"
"117987",E1182N4851,"35","35","35","0.67"
"117986",E1181N4851,"20","20","20","0.67"
"117985",E1179N4851,"2","2","2","0.60"
"117984",E1178N4851,"2","2","2","0.60"
"117983",E1177N4851,"2","2","2","0.66"
"117982",E1176N4851,"10","10","10","0.63"
"117981",E1175N4851,"15","15","15","0.60"
"117980",E1174N4851,"15","15","15","0.68"
"117979",E1172N4851,"2","2","2","0.69"
"117978",E1171N4851,"10","10","10","0.68"
"117977",E1170N4851,"15","15","15","0.67"
"117974",E1167N4851,"10","10","10","0.67"
"117973",E1166N4851,"15","15","15","0.67"
"117976",E1169N4851,"15","15","15","0.67"
"117975",E1168N4851,"15","15","15","0.67"
"117966",E1157N4851,"2","2","2","0.73"
"117967",E1158N4851,"5","5","5","0.73"
"117968",E1159N4851,"20","20","20","0.73"
"117969",E1160N4851,"10","10","10","0.77"
"117970",E1161N4851,"10","10","10","0.80"
"117642",E1157N4852,"15","15","15","0.73"
"117643",E1158N4852,"25","25","25","0.73"
"117644",E1159N4852,"20","20","20","0.73"
"117645",E1160N4852,"20","20","20","0.73"
"117646",E1161N4852,"15","15","15","0.78"
"117326",E1157N4853,"2","2","2","0.73"
"117327",E1158N4853,"60","60","60","0.73"
"117328",E1159N4853,"25","25","25","0.73"
"117329",E1160N4853,"20","20","20","0.73"
"117330",E1161N4853,"5","5","5","0.75"
"117007",E1157N4854,"20","20","20","0.73"
"117008",E1158N4854,"100","100","100","0.73"
"117009",E1159N4854,"15","15","15","0.73"
"117010",E1160N4854,"10","10","10","0.73"
"116694",E1158N4855,"20","20","20","0.71"
"116695",E1159N4855,"40","40","40","0.68"
"116696",E1160N4855,"35","35","35","0.69"
"116382",E1160N4856,"10","10","10","0.70"
"116383",E1161N4856,"10","10","10","0.74"
"117667",E1186N4852,"20","20","20","0.64"
"117668",E1187N4852,"15","15","15","0.60"
"117669",E1188N4852,"25","25","25","0.60"
"117670",E1189N4852,"10","10","10","0.60"
"117671",E1190N4852,"2","2","2","0.61"
"117672",E1191N4852,"10","10","10","0.60"
"117673",E1192N4852,"2","2","2","0.57"
"117674",E1193N4852,"5","5","5","0.59"
"117675",E1194N4852,"20","20","20","0.65"
"117676",E1195N4852,"20","20","20","0.66"
"117677",E1196N4852,"30","30","30","0.66"
"117678",E1197N4852,"25","25","25","0.67"
"117679",E1198N4852,"30","30","30","0.68"
"117680",E1199N4852,"15","15","15","0.73"
"117681",E1200N4852,"25","25","25","0.82"
"117682",E1201N4852,"15","15","15","0.90"
"117683",E1202N4852,"65","65","65","0.93"
"117684",E1203N4852,"25","25","25","0.93"
"117685",E1204N4852,"25","25","25","0.93"
"117686",E1205N4852,"10","10","10","0.93"
"117687",E1206N4852,"25","25","25","0.93"
"117688",E1207N4852,"20","20","20","0.93"
"117689",E1208N4852,"20","20","20","0.93"
"117690",E1209N4852,"20","20","20","0.93"
"117691",E1210N4852,"50","50","50","0.93"
"117692",E1211N4852,"10","10","10","0.93"
"117693",E1212N4852,"40","40","40","0.93"
"117694",E1213N4852,"40","40","40","0.93"
"117695",E1214N4852,"5","5","5","0.93"
"117654",E1170N4852,"20","20","20","0.71"
"117338",E1170N4853,"20","20","20","0.73"
"117655",E1171N4852,"20","20","20","0.73"
"117339",E1171N4853,"15","15","15","0.73"
"117656",E1172N4852,"15","15","15","0.73"
"117340",E1172N4853,"10","10","10","0.68"
"116394",E1173N4856,"2","2","2","0.67"
"117657",E1174N4852,"30","30","30","0.68"
"117658",E1175N4852,"2","2","2","0.65"
"117659",E1176N4852,"30","30","30","0.62"
"117660",E1177N4852,"5","5","5","0.66"
"117661",E1179N4852,"2","2","2","0.62"
"117662",E1181N4852,"25","25","25","0.67"
"117663",E1182N4852,"35","35","35","0.67"
"117664",E1183N4852,"25","25","25","0.67"
"117665",E1184N4852,"45","45","45","0.69"
"117666",E1185N4852,"30","30","30","0.67"
"116700",E1166N4855,"10","10","10","0.69"
"116703",E1169N4855,"20","20","20","0.73"
"116702",E1168N4855,"5","5","5","0.73"
"116701",E1167N4855,"25","25","25","0.73"
"116387",E1166N4856,"5","5","5","0.72"
"116390",E1169N4856,"10","10","10","0.72"
"116389",E1168N4856,"2","2","2","0.73"
"116388",E1167N4856,"15","15","15","0.73"
"116098",E1166N4857,"2","2","2","0.67"
"116099",E1167N4857,"5","5","5","0.68"
"116100",E1168N4857,"2","2","2","0.68"
"116101",E1169N4857,"15","15","15","0.67"
"115799",E1166N4858,"10","10","10","0.64"
"115800",E1167N4858,"10","10","10","0.67"
"115801",E1168N4858,"10","10","10","0.67"
"115802",E1169N4858,"10","10","10","0.67"
"115491",E1166N4859,"10","10","10","0.60"
"115492",E1167N4859,"15","15","15","0.63"
"115493",E1168N4859,"20","20","20","0.67"
"115494",E1169N4859,"15","15","15","0.67"
"115184",E1166N4860,"15","15","15","0.60"
"115185",E1167N4860,"20","20","20","0.62"
"115186",E1168N4860,"10","10","10","0.67"
"115187",E1169N4860,"15","15","15","0.67"
"114863",E1166N4861,"10","10","10","0.60"
"114864",E1167N4861,"10","10","10","0.63"
"114865",E1168N4861,"5","5","5","0.67"
"114866",E1169N4861,"15","15","15","0.67"
"114556",E1166N4862,"5","5","5","0.60"
"114557",E1167N4862,"10","10","10","0.64"
"114558",E1169N4862,"10","10","10","0.67"
"114243",E1166N4863,"2","2","2","0.59"
"114244",E1167N4863,"10","10","10","0.61"
"114245",E1168N4863,"45","45","45","0.66"
"114246",E1169N4863,"10","10","10","0.64"
"117015",E1167N4854,"45","45","45","0.69"
"117335",E1167N4853,"5","5","5","0.67"
"117651",E1167N4852,"25","25","25","0.67"
"117014",E1166N4854,"15","15","15","0.67"
"117334",E1166N4853,"70","70","70","0.67"
"117650",E1166N4852,"30","30","30","0.67"
"117653",E1169N4852,"25","25","25","0.67"
"117337",E1169N4853,"20","20","20","0.73"
"117017",E1169N4854,"5","5","5","0.73"
"117652",E1168N4852,"15","15","15","0.67"
"117336",E1168N4853,"20","20","20","0.68"
"117016",E1168N4854,"25","25","25","0.73"
"117341",E1174N4853,"25","25","25","0.67"
"117342",E1175N4853,"15","15","15","0.67"
"117343",E1176N4853,"10","10","10","0.66"
"117344",E1177N4853,"5","5","5","0.64"
"117345",E1179N4853,"2","2","2","0.62"
"117346",E1181N4853,"10","10","10","0.67"
"117347",E1182N4853,"20","20","20","0.67"
"117348",E1183N4853,"15","15","15","0.66"
"117349",E1184N4853,"25","25","25","0.61"
"117350",E1185N4853,"25","25","25","0.64"
"117351",E1186N4853,"20","20","20","0.67"
"117352",E1187N4853,"15","15","15","0.64"
"117353",E1188N4853,"2","2","2","0.60"
"117354",E1189N4853,"2","2","2","0.63"
"117355",E1191N4853,"2","2","2","0.65"
"117356",E1192N4853,"5","5","5","0.59"
"117357",E1193N4853,"25","25","25","0.58"
"117358",E1194N4853,"10","10","10","0.59"
"116399",E1180N4856,"10","10","10","0.73"
"116711",E1180N4855,"40","40","40","0.71"
"116400",E1181N4856,"60","60","60","0.71"
"116712",E1181N4855,"20","20","20","0.67"
"116401",E1182N4856,"5","5","5","0.67"
"116402",E1183N4856,"20","20","20","0.69"
"116713",E1183N4855,"15","15","15","0.67"
"117022",E1183N4854,"10","10","10","0.66"
"116403",E1184N4856,"25","25","25","0.67"
"116714",E1184N4855,"20","20","20","0.62"
"117023",E1184N4854,"15","15","15","0.60"
"116404",E1185N4856,"25","25","25","0.66"
"116715",E1185N4855,"40","40","40","0.60"
"117024",E1185N4854,"25","25","25","0.60"
"116405",E1186N4856,"15","15","15","0.72"
"116108",E1186N4857,"5","5","5","0.73"
"116716",E1186N4855,"25","25","25","0.66"
"117025",E1186N4854,"15","15","15","0.65"
"116406",E1187N4856,"5","5","5","0.68"
"116109",E1187N4857,"15","15","15","0.72"
"116717",E1187N4855,"10","10","10","0.70"
"117026",E1187N4854,"10","10","10","0.69"
"116407",E1188N4856,"20","20","20","0.67"
"116110",E1188N4857,"15","15","15","0.67"
"116718",E1188N4855,"10","10","10","0.70"
"116408",E1189N4856,"15","15","15","0.67"
"116111",E1189N4857,"10","10","10","0.70"
"116409",E1190N4856,"35","35","35","0.68"
"116112",E1190N4857,"15","15","15","0.75"
"116410",E1191N4856,"2","2","2","0.71"
"116113",E1191N4857,"40","40","40","0.77"
"116114",E1192N4857,"70","70","70","0.80"
"117027",E1192N4854,"2","2","2","0.64"
"116115",E1193N4857,"2","2","2","0.80"
"115803",E1170N4858,"20","20","20","0.67"
"115495",E1170N4859,"10","10","10","0.67"
"114247",E1170N4863,"15","15","15","0.60"
"114559",E1170N4862,"10","10","10","0.65"
"114867",E1170N4861,"2","2","2","0.67"
"115188",E1170N4860,"2","2","2","0.67"
"115804",E1171N4858,"10","10","10","0.67"
"115496",E1171N4859,"25","25","25","0.67"
"114248",E1171N4863,"15","15","15","0.60"
"114560",E1171N4862,"10","10","10","0.60"
"114868",E1171N4861,"2","2","2","0.66"
"115189",E1171N4860,"2","2","2","0.67"
"115805",E1172N4858,"2","2","2","0.67"
"115497",E1172N4859,"2","2","2","0.67"
"114249",E1172N4863,"2","2","2","0.58"
"114561",E1172N4862,"2","2","2","0.60"
"115806",E1173N4858,"2","2","2","0.67"
"116102",E1170N4857,"2","2","2","0.67"
"116103",E1171N4857,"2","2","2","0.67"
"116104",E1172N4857,"5","5","5","0.67"
"116105",E1174N4857,"2","2","2","0.67"
"116106",E1175N4857,"10","10","10","0.66"
"116107",E1176N4857,"2","2","2","0.68"
"115810",E1177N4858,"55","55","55","0.72"
"115809",E1176N4858,"10","10","10","0.67"
"115808",E1175N4858,"5","5","5","0.63"
"115807",E1174N4858,"10","10","10","0.66"
"116395",E1174N4856,"2","2","2","0.67"
"116396",E1175N4856,"2","2","2","0.67"
"116397",E1176N4856,"2","2","2","0.67"
"116398",E1177N4856,"2","2","2","0.70"
"116708",E1174N4855,"2","2","2","0.67"
"116709",E1175N4855,"2","2","2","0.67"
"116710",E1176N4855,"2","2","2","0.67"
"117021",E1174N4854,"2","2","2","0.67"
"116707",E1173N4855,"2","2","2","0.67"
"116706",E1172N4855,"2","2","2","0.67"
"116705",E1171N4855,"20","20","20","0.67"
"116704",E1170N4855,"15","15","15","0.72"
"117020",E1172N4854,"20","20","20","0.67"
"117019",E1171N4854,"2","2","2","0.70"
"117018",E1170N4854,"5","5","5","0.73"
"116393",E1172N4856,"2","2","2","0.67"
"116392",E1171N4856,"10","10","10","0.67"
"116391",E1170N4856,"10","10","10","0.67"
"115498",E1173N4859,"2","2","2","0.66"
"115499",E1174N4859,"2","2","2","0.62"
"115500",E1175N4859,"65","65","65","0.66"
"115501",E1176N4859,"2","2","2","0.65"
"115502",E1177N4859,"5","5","5","0.67"
"115503",E1178N4859,"2","2","2","0.72"
"115504",E1184N4859,"30","30","30","0.69"
"115505",E1185N4859,"10","10","10","0.69"
"115506",E1186N4859,"25","25","25","0.75"
"115507",E1187N4859,"20","20","20","0.79"
"115508",E1188N4859,"5","5","5","0.80"
"115509",E1189N4859,"25","25","25","0.80"
"115510",E1190N4859,"10","10","10","0.80"
"115511",E1191N4859,"30","30","30","0.80"
"115512",E1192N4859,"30","30","30","0.80"
"115513",E1193N4859,"35","35","35","0.80"
"115514",E1194N4859,"40","40","40","0.80"
"115515",E1195N4859,"5","5","5","0.80"
"115516",E1196N4859,"5","5","5","0.80"
"115517",E1197N4859,"75","75","75","0.80"
"115518",E1198N4859,"10","10","10","0.87"
"115519",E1202N4859,"5","5","5","0.93"
"115520",E1203N4859,"10","10","10","0.93"
"115521",E1204N4859,"15","15","15","0.93"
"115522",E1205N4859,"15","15","15","0.93"
"115523",E1206N4859,"15","15","15","0.93"
"115524",E1207N4859,"2","2","2","0.93"
"115525",E1210N4859,"15","15","15","0.93"
"115526",E1212N4859,"25","25","25","0.94"
"115527",E1213N4859,"20","20","20","0.98"
"115528",E1214N4859,"25","25","25","0.97"
"115529",E1215N4859,"30","30","30","1.00"
"115530",E1216N4859,"25","25","25","1.00"
"115531",E1218N4859,"2","2","2","1.00"
"115532",E1219N4859,"15","15","15","0.98"
"115533",E1220N4859,"2","2","2","0.93"
"115534",E1221N4859,"2","2","2","0.93"
"115535",E1222N4859,"15","15","15","0.93"
"115536",E1223N4859,"2","2","2","0.89"
"115537",E1224N4859,"5","5","5","0.87"
"115538",E1226N4859,"55","55","55","0.87"
"115539",E1227N4859,"50","50","50","0.88"
