fid,crs28992re,FMC_INDEX_SOC_Num_65+rea,FMC_INDEX_FOOT_FMC_INDEX_SOC_Num_65+rea
"100755",E1221N4925,"10","10"
"100645",E1222N4926,"2","2"
"100756",E1222N4925,"15","15"
"100757",E1223N4925,"2","2"
"100867",E1218N4924,"2","2"
"100868",E1219N4924,"2","2"
"100869",E1220N4924,"5","5"
"100870",E1221N4924,"20","20"
"100871",E1222N4924,"25","25"
"100872",E1223N4924,"2","2"
"100317",E1211N4930,"2","2"
"100392",E1211N4929,"10","10"
"100460",E1211N4928,"5","5"
"100318",E1212N4930,"5","5"
"100393",E1212N4929,"10","10"
"100461",E1212N4928,"5","5"
"100543",E1212N4927,"5","5"
"100319",E1213N4930,"10","10"
"100394",E1213N4929,"15","15"
"100462",E1213N4928,"2","2"
"100544",E1213N4927,"5","5"
"100320",E1214N4930,"2","2"
"100395",E1214N4929,"15","15"
"100463",E1214N4928,"15","15"
"100545",E1214N4927,"2","2"
"100321",E1215N4930,"2","2"
"100396",E1215N4929,"15","15"
"100464",E1215N4928,"15","15"
"100546",E1215N4927,"10","10"
"100322",E1216N4930,"2","2"
"100397",E1216N4929,"25","25"
"100465",E1216N4928,"15","15"
"100547",E1216N4927,"15","15"
"100398",E1217N4929,"5","5"
"100466",E1217N4928,"2","2"
"100548",E1217N4927,"2","2"
"100399",E1218N4929,"5","5"
"100467",E1218N4928,"15","15"
"100549",E1218N4927,"50","50"
"100468",E1219N4928,"30","30"
"100550",E1219N4927,"30","30"
"100551",E1220N4927,"35","35"
"100552",E1221N4927,"5","5"
"100553",E1223N4927,"2","2"
"100554",E1224N4927,"10","10"
"100646",E1225N4926,"2","2"
"100144",E1210N4932,"10","10"
"100143",E1209N4932,"2","2"
"100313",E1190N4930,"2","2"
"100232",E1190N4931,"5","5"
"100142",E1190N4932,"2","2"
"100387",E1190N4929,"2","2"
"100454",E1190N4928,"2","2"
"100050",E1191N4933,"2","2"
"99957",E1191N4934,"2","2"
"100455",E1191N4928,"2","2"
"99958",E1192N4934,"2","2"
"99624",E1193N4937,"2","2"
"99847",E1193N4935,"5","5"
"99625",E1194N4937,"2","2"
"100539",E1191N4927,"2","2"
"100627",E1191N4926,"2","2"
"107908",E1163N4884,"20","20"
"107582",E1163N4885,"5","5"
"107266",E1163N4886,"5","5"
"107909",E1164N4884,"20","20"
"107583",E1164N4885,"15","15"
"107267",E1164N4886,"2","2"
"107910",E1165N4884,"15","15"
"107584",E1165N4885,"2","2"
"107268",E1165N4886,"5","5"
"107911",E1166N4884,"10","10"
"107585",E1166N4885,"2","2"
"107269",E1166N4886,"2","2"
"107912",E1167N4884,"15","15"
"107586",E1167N4885,"2","2"
"107270",E1167N4886,"2","2"
"107913",E1168N4884,"15","15"
"107587",E1168N4885,"15","15"
"107271",E1168N4886,"5","5"
"107588",E1169N4885,"2","2"
"107914",E1170N4884,"10","10"
"107589",E1170N4885,"10","10"
"107272",E1170N4886,"10","10"
"107915",E1171N4884,"10","10"
"107590",E1171N4885,"10","10"
"107273",E1171N4886,"10","10"
"107916",E1172N4884,"10","10"
"107591",E1172N4885,"15","15"
"107274",E1172N4886,"2","2"
"107917",E1173N4884,"2","2"
"107592",E1173N4885,"10","10"
"107275",E1173N4886,"2","2"
"107265",E1161N4886,"2","2"
"107264",E1160N4886,"2","2"
"107263",E1159N4886,"2","2"
"107262",E1158N4886,"2","2"
"107261",E1154N4886,"2","2"
"107906",E1161N4884,"20","20"
"107579",E1160N4885,"10","10"
"107905",E1160N4884,"20","20"
"107578",E1159N4885,"15","15"
"107904",E1159N4884,"20","20"
"107577",E1158N4885,"10","10"
"107903",E1158N4884,"5","5"
"107576",E1157N4885,"15","15"
"107575",E1156N4885,"2","2"
"107574",E1155N4885,"2","2"
"107573",E1154N4885,"20","20"
"107902",E1154N4884,"25","25"
"107581",E1162N4885,"25","25"
"107907",E1162N4884,"5","5"
"107580",E1161N4885,"10","10"
"102053",E1217N4915,"25","25"
"102189",E1217N4914,"15","15"
"102054",E1218N4915,"20","20"
"102190",E1218N4914,"10","10"
"102055",E1219N4915,"5","5"
"102191",E1219N4914,"5","5"
"102056",E1220N4915,"10","10"
"102057",E1221N4915,"5","5"
"102058",E1222N4915,"2","2"
"102059",E1223N4915,"15","15"
"102060",E1228N4915,"15","15"
"102061",E1229N4915,"20","20"
"102062",E1230N4915,"2","2"
"102063",E1231N4915,"10","10"
"102064",E1232N4915,"15","15"
"102065",E1233N4915,"2","2"
"102066",E1234N4915,"15","15"
"102067",E1235N4915,"15","15"
"102068",E1236N4915,"20","20"
"102069",E1237N4915,"10","10"
"102192",E1220N4914,"5","5"
"102193",E1223N4914,"2","2"
"102194",E1227N4914,"30","30"
"102195",E1228N4914,"10","10"
"102196",E1229N4914,"10","10"
"102197",E1230N4914,"40","40"
"102198",E1231N4914,"20","20"
"102199",E1233N4914,"20","20"
"102200",E1234N4914,"25","25"
"102201",E1235N4914,"20","20"
"102202",E1236N4914,"10","10"
"102203",E1239N4914,"2","2"
"101921",E1208N4916,"15","15"
"101795",E1208N4917,"25","25"
"101922",E1209N4916,"15","15"
"101796",E1209N4917,"15","15"
"102046",E1209N4915,"5","5"
"101923",E1210N4916,"20","20"
"101797",E1210N4917,"25","25"
"102047",E1210N4915,"15","15"
"102182",E1210N4914,"15","15"
"101924",E1211N4916,"30","30"
"101798",E1211N4917,"35","35"
"102048",E1211N4915,"15","15"
"102183",E1211N4914,"15","15"
"102327",E1211N4913,"2","2"
"101925",E1212N4916,"25","25"
"101799",E1212N4917,"20","20"
"102329",E1213N4913,"5","5"
"102185",E1213N4914,"2","2"
"101800",E1213N4917,"25","25"
"101926",E1213N4916,"2","2"
"102330",E1214N4913,"15","15"
"102186",E1214N4914,"10","10"
"102050",E1214N4915,"2","2"
"101801",E1214N4917,"5","5"
"102331",E1215N4913,"10","10"
"102187",E1215N4914,"40","40"
"102051",E1215N4915,"5","5"
"101927",E1215N4916,"10","10"
"102332",E1216N4913,"20","20"
"102188",E1216N4914,"15","15"
"102052",E1216N4915,"30","30"
"101802",E1216N4917,"10","10"
"101928",E1216N4916,"10","10"
"101794",E1207N4917,"30","30"
"101793",E1206N4917,"2","2"
"102049",E1212N4915,"20","20"
"102184",E1212N4914,"20","20"
"102328",E1212N4913,"5","5"
"104928",E1237N4896,"15","15"
"104189",E1237N4900,"30","30"
"104929",E1238N4896,"15","15"
"104734",E1238N4897,"15","15"
"104190",E1238N4900,"40","40"
"104353",E1238N4899,"2","2"
"104930",E1239N4896,"15","15"
"104735",E1239N4897,"15","15"
"104191",E1239N4900,"10","10"
"104354",E1239N4899,"15","15"
"104931",E1240N4896,"10","10"
"104192",E1240N4900,"5","5"
"104355",E1240N4899,"30","30"
"104524",E1240N4898,"10","10"
"104932",E1241N4896,"25","25"
"104736",E1241N4897,"2","2"
"104193",E1241N4900,"20","20"
"104356",E1241N4899,"20","20"
"104525",E1241N4898,"10","10"
"104188",E1235N4900,"5","5"
"104187",E1234N4900,"10","10"
"104352",E1234N4899,"10","10"
"104186",E1233N4900,"2","2"
"101929",E1217N4916,"10","10"
"101803",E1217N4917,"15","15"
"101930",E1218N4916,"10","10"
"101804",E1218N4917,"10","10"
"101931",E1219N4916,"10","10"
"101805",E1219N4917,"2","2"
"101932",E1220N4916,"5","5"
"101806",E1220N4917,"2","2"
"101933",E1221N4916,"5","5"
"101934",E1222N4916,"2","2"
"101935",E1223N4916,"2","2"
"101807",E1223N4917,"2","2"
"101936",E1224N4916,"2","2"
"101808",E1224N4917,"2","2"
"101937",E1230N4916,"10","10"
"101809",E1230N4917,"30","30"
"101938",E1231N4916,"10","10"
"101810",E1231N4917,"20","20"
"101939",E1232N4916,"20","20"
"101811",E1232N4917,"35","35"
"101940",E1233N4916,"15","15"
"101812",E1233N4917,"20","20"
"101941",E1234N4916,"20","20"
"101813",E1234N4917,"30","30"
"101814",E1235N4917,"2","2"
"101942",E1235N4916,"20","20"
"101943",E1236N4916,"10","10"
"102333",E1217N4913,"25","25"
"102334",E1218N4913,"15","15"
"102335",E1219N4913,"5","5"
"102336",E1220N4913,"2","2"
"102337",E1221N4913,"2","2"
"102338",E1224N4913,"2","2"
"102339",E1226N4913,"2","2"
"102340",E1227N4913,"120","120"
"102341",E1228N4913,"75","75"
"102342",E1229N4913,"10","10"
"102343",E1230N4913,"40","40"
"102344",E1231N4913,"5","5"
"102345",E1232N4913,"10","10"
"102346",E1233N4913,"40","40"
"102347",E1234N4913,"25","25"
"102348",E1235N4913,"15","15"
"102349",E1236N4913,"15","15"
"102350",E1238N4913,"10","10"
"102351",E1239N4913,"5","5"
"105994",E1208N4891,"30","30"
"105099",E1208N4895,"2","2"
"104914",E1208N4896,"15","15"
"105995",E1209N4891,"25","25"
"105512",E1209N4893,"2","2"
"105100",E1209N4895,"15","15"
"104915",E1209N4896,"5","5"
"105996",E1210N4891,"35","35"
"105513",E1210N4893,"2","2"
"105295",E1210N4894,"2","2"
"105101",E1210N4895,"2","2"
"105997",E1211N4891,"15","15"
"105514",E1211N4893,"2","2"
"105296",E1211N4894,"2","2"
"105102",E1211N4895,"65","65"
"105998",E1212N4891,"10","10"
"105515",E1212N4893,"40","40"
"105744",E1208N4892,"5","5"
"105745",E1209N4892,"10","10"
"105746",E1210N4892,"2","2"
"105747",E1211N4892,"15","15"
"105748",E1212N4892,"15","15"
"106251",E1210N4890,"55","55"
"106252",E1211N4890,"45","45"
"106253",E1212N4890,"2","2"
"106498",E1210N4889,"40","40"
"106499",E1211N4889,"30","30"
"106500",E1212N4889,"35","35"
"106501",E1213N4889,"10","10"
"104921",E1225N4896,"2","2"
"104922",E1227N4896,"2","2"
"104923",E1228N4896,"10","10"
"104924",E1229N4896,"25","25"
"104925",E1230N4896,"5","5"
"104727",E1226N4897,"2","2"
"104728",E1227N4897,"20","20"
"104729",E1228N4897,"10","10"
"104730",E1229N4897,"20","20"
"104731",E1230N4897,"10","10"
"104518",E1226N4898,"2","2"
"104519",E1227N4898,"30","30"
"104520",E1228N4898,"15","15"
"104521",E1229N4898,"15","15"
"104522",E1230N4898,"25","25"
"104348",E1227N4899,"20","20"
"104349",E1228N4899,"10","10"
"104350",E1229N4899,"25","25"
"104351",E1230N4899,"30","30"
"104180",E1224N4900,"2","2"
"104181",E1226N4900,"10","10"
"104182",E1227N4900,"25","25"
"104183",E1228N4900,"25","25"
"104184",E1229N4900,"30","30"
"104185",E1230N4900,"10","10"
"104022",E1225N4901,"2","2"
"104023",E1226N4901,"25","25"
"104024",E1227N4901,"20","20"
"104025",E1228N4901,"20","20"
"104026",E1229N4901,"15","15"
"104027",E1230N4901,"2","2"
"104179",E1223N4900,"2","2"
"104021",E1222N4901,"2","2"
"104178",E1222N4900,"5","5"
"104347",E1222N4899,"10","10"
"104517",E1222N4898,"10","10"
"104020",E1221N4901,"2","2"
"104177",E1221N4900,"2","2"
"104346",E1221N4899,"5","5"
"104516",E1221N4898,"2","2"
"103306",E1225N4906,"15","15"
"103170",E1225N4907,"2","2"
"103025",E1225N4908,"35","35"
"103866",E1225N4902,"2","2"
"103307",E1226N4906,"5","5"
"103171",E1226N4907,"15","15"
"103026",E1226N4908,"2","2"
"103723",E1226N4903,"2","2"
"103867",E1226N4902,"20","20"
"103868",E1227N4902,"25","25"
"103724",E1227N4903,"15","15"
"103027",E1227N4908,"20","20"
"103172",E1227N4907,"2","2"
"103308",E1227N4906,"15","15"
"103869",E1228N4902,"25","25"
"103725",E1228N4903,"15","15"
"103028",E1228N4908,"2","2"
"103173",E1228N4907,"2","2"
"103309",E1228N4906,"2","2"
"103870",E1229N4902,"35","35"
"103726",E1229N4903,"20","20"
"103310",E1229N4906,"15","15"
"103029",E1229N4908,"2","2"
"103174",E1229N4907,"5","5"
"103871",E1230N4902,"25","25"
"103727",E1230N4903,"10","10"
"103311",E1230N4906,"20","20"
"103030",E1230N4908,"50","50"
"103175",E1230N4907,"25","25"
"103872",E1231N4902,"2","2"
"103728",E1231N4903,"15","15"
"103312",E1231N4906,"15","15"
"103031",E1231N4908,"75","75"
"103176",E1231N4907,"10","10"
"103865",E1222N4902,"2","2"
"103722",E1222N4903,"2","2"
"103864",E1221N4902,"2","2"
"103863",E1220N4902,"2","2"
"103721",E1220N4903,"2","2"
"103729",E1232N4903,"5","5"
"103873",E1232N4902,"2","2"
"102598",E1214N4911,"5","5"
"102463",E1214N4912,"30","30"
"102464",E1215N4912,"5","5"
"102599",E1216N4911,"5","5"
"102465",E1216N4912,"20","20"
"102600",E1217N4911,"25","25"
"102466",E1217N4912,"20","20"
"102601",E1218N4911,"2","2"
"102467",E1218N4912,"2","2"
"102602",E1219N4911,"2","2"
"102468",E1219N4912,"2","2"
"102603",E1220N4911,"10","10"
"102469",E1220N4912,"2","2"
"102604",E1221N4911,"2","2"
"102470",E1221N4912,"2","2"
"102605",E1222N4911,"2","2"
"102471",E1222N4912,"2","2"
"102606",E1223N4911,"2","2"
"102607",E1225N4911,"10","10"
"102608",E1226N4911,"15","15"
"102472",E1226N4912,"5","5"
"102609",E1227N4911,"5","5"
"102473",E1227N4912,"5","5"
"102610",E1228N4911,"30","30"
"102474",E1228N4912,"25","25"
"102611",E1229N4911,"60","60"
"102475",E1229N4912,"35","35"
"102612",E1230N4911,"10","10"
"102476",E1230N4912,"2","2"
"102613",E1231N4911,"10","10"
"102477",E1232N4912,"30","30"
"102478",E1233N4912,"30","30"
"102614",E1234N4911,"40","40"
"102479",E1234N4912,"10","10"
"102462",E1213N4912,"5","5"
"102461",E1212N4912,"2","2"
"102621",E1242N4911,"2","2"
"102485",E1241N4912,"2","2"
"102620",E1241N4911,"2","2"
"102484",E1240N4912,"5","5"
"102619",E1240N4911,"2","2"
"102483",E1239N4912,"30","30"
"102618",E1239N4911,"10","10"
"102482",E1238N4912,"10","10"
"102617",E1238N4911,"10","10"
"102481",E1237N4912,"10","10"
"102616",E1237N4911,"5","5"
"102480",E1235N4912,"20","20"
"102615",E1235N4911,"2","2"
"137072",E1259N4768,"2","2"
"136653",E1254N4770,"2","2"
"136032",E1261N4773,"2","2"
"132732",E1267N4787,"5","5"
"133036",E1267N4786,"80","80"
"132733",E1269N4787,"2","2"
"133037",E1269N4786,"5","5"
"133038",E1270N4786,"10","10"
"132734",E1271N4787,"20","20"
"133039",E1271N4786,"70","70"
"132735",E1272N4787,"2","2"
"133040",E1272N4786,"35","35"
"132736",E1273N4787,"2","2"
"133041",E1273N4786,"10","10"
"132737",E1274N4787,"5","5"
"133042",E1274N4786,"5","5"
"132738",E1275N4787,"2","2"
"133043",E1275N4786,"10","10"
"132739",E1276N4787,"2","2"
"132740",E1277N4787,"2","2"
"132741",E1279N4787,"5","5"
"132742",E1280N4787,"20","20"
"132743",E1281N4787,"25","25"
"132744",E1282N4787,"15","15"
"133044",E1276N4786,"10","10"
"133045",E1277N4786,"20","20"
"133046",E1278N4786,"10","10"
"133047",E1279N4786,"15","15"
"133048",E1280N4786,"25","25"
"133049",E1281N4786,"25","25"
"133050",E1282N4786,"30","30"
"134406",E1281N4781,"10","10"
"134405",E1280N4781,"30","30"
"134404",E1279N4781,"5","5"
"134403",E1278N4781,"10","10"
"134402",E1277N4781,"10","10"
"134401",E1276N4781,"2","2"
"134400",E1274N4781,"2","2"
"134399",E1271N4781,"15","15"
"134398",E1270N4781,"20","20"
"134397",E1269N4781,"35","35"
"134396",E1268N4781,"15","15"
"134395",E1267N4781,"20","20"
"134394",E1266N4781,"2","2"
"134393",E1265N4781,"20","20"
"134392",E1264N4781,"20","20"
"134172",E1281N4782,"2","2"
"134171",E1280N4782,"25","25"
"134170",E1279N4782,"10","10"
"134169",E1278N4782,"15","15"
"134168",E1277N4782,"10","10"
"134167",E1276N4782,"10","10"
"134166",E1275N4782,"25","25"
"134165",E1274N4782,"15","15"
"134164",E1273N4782,"2","2"
"134163",E1271N4782,"20","20"
"134162",E1270N4782,"25","25"
"134161",E1269N4782,"15","15"
"134160",E1268N4782,"15","15"
"134159",E1267N4782,"30","30"
"134158",E1266N4782,"20","20"
"134157",E1265N4782,"15","15"
"134156",E1264N4782,"10","10"
"134155",E1263N4782,"2","2"
"134154",E1249N4782,"2","2"
"134617",E1264N4780,"10","10"
"134618",E1265N4780,"20","20"
"134619",E1266N4780,"20","20"
"134620",E1267N4780,"15","15"
"134621",E1268N4780,"30","30"
"134622",E1269N4780,"20","20"
"134623",E1270N4780,"15","15"
"134624",E1271N4780,"10","10"
"134827",E1254N4779,"2","2"
"134828",E1265N4779,"15","15"
"134829",E1266N4779,"5","5"
"134830",E1267N4779,"2","2"
"134831",E1268N4779,"10","10"
"133877",E1264N4783,"30","30"
"133612",E1264N4784,"30","30"
"133878",E1265N4783,"2","2"
"133613",E1265N4784,"20","20"
"133879",E1266N4783,"15","15"
"133614",E1266N4784,"25","25"
"133880",E1267N4783,"10","10"
"133615",E1267N4784,"20","20"
"133881",E1268N4783,"10","10"
"133616",E1268N4784,"10","10"
"133882",E1269N4783,"15","15"
"133883",E1270N4783,"15","15"
"133617",E1270N4784,"30","30"
"133884",E1271N4783,"15","15"
"133618",E1271N4784,"15","15"
"133619",E1272N4784,"10","10"
"133885",E1273N4783,"2","2"
"133620",E1273N4784,"15","15"
"133886",E1274N4783,"5","5"
"133621",E1274N4784,"5","5"
"133622",E1275N4784,"2","2"
"133887",E1275N4783,"10","10"
"133623",E1276N4784,"2","2"
"133888",E1276N4783,"10","10"
"133889",E1277N4783,"10","10"
"133624",E1278N4784,"5","5"
"133890",E1278N4783,"20","20"
"133625",E1279N4784,"30","30"
"133891",E1279N4783,"30","30"
"133626",E1280N4784,"25","25"
"133892",E1280N4783,"15","15"
"133627",E1281N4784,"20","20"
"133893",E1281N4783,"10","10"
"133628",E1282N4784,"15","15"
"133611",E1263N4784,"30","30"
"133876",E1263N4783,"20","20"
"133610",E1262N4784,"10","10"
"133875",E1249N4783,"2","2"
"132150",E1264N4789,"5","5"
"132444",E1264N4788,"35","35"
"132729",E1264N4787,"15","15"
"133033",E1264N4786,"15","15"
"133320",E1264N4785,"10","10"
"132151",E1265N4789,"15","15"
"132445",E1265N4788,"20","20"
"132730",E1265N4787,"25","25"
"133034",E1265N4786,"5","5"
"133321",E1265N4785,"25","25"
"132152",E1266N4789,"10","10"
"132446",E1266N4788,"20","20"
"132731",E1266N4787,"35","35"
"133035",E1266N4786,"5","5"
"133322",E1266N4785,"25","25"
"133323",E1267N4785,"50","50"
"133324",E1268N4785,"15","15"
"133325",E1269N4785,"2","2"
"133326",E1271N4785,"25","25"
"133327",E1272N4785,"15","15"
"133328",E1273N4785,"10","10"
"133329",E1274N4785,"20","20"
"133330",E1275N4785,"25","25"
"133331",E1276N4785,"10","10"
"133332",E1278N4785,"2","2"
"133333",E1279N4785,"10","10"
"133334",E1280N4785,"15","15"
"133335",E1281N4785,"15","15"
"133336",E1282N4785,"20","20"
"132149",E1263N4789,"20","20"
"132148",E1262N4789,"15","15"
"132147",E1261N4789,"15","15"
"132146",E1260N4789,"15","15"
"132145",E1257N4789,"2","2"
"132144",E1256N4789,"2","2"
"132143",E1255N4789,"2","2"
"132443",E1263N4788,"15","15"
"132728",E1263N4787,"15","15"
"133032",E1263N4786,"25","25"
"133319",E1263N4785,"15","15"
"132442",E1262N4788,"10","10"
"132727",E1262N4787,"30","30"
"133031",E1262N4786,"20","20"
"133318",E1262N4785,"5","5"
"132441",E1261N4788,"20","20"
"132726",E1261N4787,"30","30"
"133030",E1261N4786,"15","15"
"132440",E1260N4788,"25","25"
"132725",E1260N4787,"2","2"
"132439",E1255N4788,"2","2"
"132447",E1267N4788,"15","15"
"132153",E1268N4789,"10","10"
"132448",E1268N4788,"10","10"
"132154",E1269N4789,"10","10"
"132449",E1269N4788,"10","10"
"132155",E1270N4789,"15","15"
"132450",E1270N4788,"2","2"
"132451",E1271N4788,"10","10"
"132156",E1272N4789,"10","10"
"132452",E1272N4788,"20","20"
"132157",E1274N4789,"5","5"
"132158",E1275N4789,"30","30"
"132159",E1276N4789,"25","25"
"132453",E1276N4788,"110","110"
"132160",E1277N4789,"15","15"
"132454",E1277N4788,"15","15"
"132161",E1278N4789,"2","2"
"132162",E1279N4789,"35","35"
"132455",E1279N4788,"20","20"
"132163",E1280N4789,"20","20"
"132456",E1280N4788,"15","15"
"132164",E1281N4789,"30","30"
"132457",E1281N4788,"20","20"
"132165",E1282N4789,"20","20"
"132458",E1282N4788,"15","15"
"132166",E1283N4789,"25","25"
"132459",E1283N4788,"25","25"
"131862",E1253N4790,"2","2"
"131863",E1254N4790,"2","2"
"131864",E1256N4790,"2","2"
"131865",E1257N4790,"2","2"
"131866",E1259N4790,"10","10"
"131867",E1260N4790,"2","2"
"131868",E1261N4790,"2","2"
"131869",E1262N4790,"2","2"
"131870",E1263N4790,"10","10"
"131871",E1264N4790,"5","5"
"131872",E1265N4790,"10","10"
"131873",E1266N4790,"2","2"
"131582",E1258N4791,"15","15"
"131583",E1259N4791,"135","135"
"131584",E1260N4791,"70","70"
"131305",E1258N4792,"15","15"
"131306",E1259N4792,"55","55"
"131307",E1260N4792,"25","25"
"131308",E1261N4792,"10","10"
"131874",E1268N4790,"10","10"
"131875",E1269N4790,"10","10"
"131876",E1270N4790,"15","15"
"131877",E1271N4790,"20","20"
"131878",E1272N4790,"20","20"
"131879",E1273N4790,"5","5"
"131880",E1274N4790,"20","20"
"131881",E1275N4790,"20","20"
"131882",E1276N4790,"20","20"
"131883",E1277N4790,"15","15"
"131884",E1279N4790,"25","25"
"131885",E1280N4790,"25","25"
"131886",E1281N4790,"10","10"
"131887",E1282N4790,"20","20"
"131888",E1283N4790,"15","15"
"131889",E1284N4790,"20","20"
"131890",E1285N4790,"20","20"
"131598",E1279N4791,"25","25"
"131597",E1277N4791,"10","10"
"131596",E1276N4791,"15","15"
"131595",E1275N4791,"10","10"
"131594",E1274N4791,"5","5"
"131593",E1273N4791,"5","5"
"131592",E1272N4791,"20","20"
"131591",E1271N4791,"5","5"
"131590",E1270N4791,"10","10"
"131589",E1269N4791,"2","2"
"131588",E1267N4791,"30","30"
"131587",E1266N4791,"10","10"
"131586",E1265N4791,"25","25"
"131585",E1264N4791,"20","20"
"131328",E1285N4792,"10","10"
"131327",E1284N4792,"20","20"
"131326",E1283N4792,"15","15"
"131325",E1282N4792,"30","30"
"131324",E1281N4792,"25","25"
"131323",E1280N4792,"20","20"
"131322",E1279N4792,"30","30"
"131321",E1277N4792,"5","5"
"131320",E1276N4792,"20","20"
"131319",E1275N4792,"10","10"
"131318",E1274N4792,"25","25"
"131317",E1273N4792,"10","10"
"131316",E1272N4792,"10","10"
"131315",E1271N4792,"2","2"
"131314",E1270N4792,"2","2"
"131313",E1268N4792,"2","2"
"131312",E1267N4792,"30","30"
"131311",E1266N4792,"30","30"
"131310",E1265N4792,"10","10"
"131309",E1263N4792,"10","10"
"131599",E1280N4791,"10","10"
"131600",E1281N4791,"20","20"
"131601",E1282N4791,"20","20"
"131602",E1283N4791,"15","15"
"131603",E1284N4791,"15","15"
"131604",E1285N4791,"20","20"
"131070",E1282N4793,"5","5"
"128374",E1288N4804,"2","2"
"128590",E1290N4803,"2","2"
"129811",E1290N4798,"5","5"
"129300",E1293N4800,"2","2"
"129556",E1293N4799,"10","10"
"129812",E1293N4798,"5","5"
"130070",E1293N4797,"2","2"
"130071",E1294N4797,"2","2"
"129557",E1295N4799,"25","25"
"129813",E1295N4798,"10","10"
"130072",E1295N4797,"20","20"
"130321",E1295N4796,"10","10"
"129301",E1296N4800,"10","10"
"129558",E1296N4799,"15","15"
"129814",E1296N4798,"10","10"
"130073",E1296N4797,"15","15"
"130322",E1296N4796,"5","5"
"130574",E1297N4795,"5","5"
"130323",E1297N4796,"20","20"
"130074",E1297N4797,"20","20"
"129815",E1297N4798,"15","15"
"129559",E1297N4799,"15","15"
"129302",E1297N4800,"2","2"
"129055",E1297N4801,"2","2"
"130576",E1299N4795,"5","5"
"130575",E1298N4795,"5","5"
"130325",E1299N4796,"10","10"
"130324",E1298N4796,"10","10"
"130076",E1300N4797,"2","2"
"130075",E1298N4797,"2","2"
"129817",E1299N4798,"5","5"
"129816",E1298N4798,"5","5"
"129561",E1299N4799,"2","2"
"129560",E1298N4799,"5","5"
"129303",E1298N4800,"10","10"
"129056",E1298N4801,"2","2"
"128825",E1298N4802,"2","2"
"131057",E1257N4793,"10","10"
"131058",E1258N4793,"25","25"
"131059",E1259N4793,"10","10"
"131060",E1260N4793,"20","20"
"131061",E1261N4793,"30","30"
"130813",E1257N4794,"10","10"
"130814",E1258N4794,"10","10"
"130815",E1259N4794,"15","15"
"130816",E1260N4794,"30","30"
"130817",E1261N4794,"2","2"
"130567",E1259N4795,"15","15"
"130568",E1260N4795,"10","10"
"130569",E1261N4795,"2","2"
"130316",E1261N4796,"25","25"
"130064",E1255N4797,"2","2"
"130065",E1256N4797,"10","10"
"129802",E1255N4798,"2","2"
"129803",E1256N4798,"15","15"
"129804",E1257N4798,"20","20"
"129805",E1258N4798,"10","10"
"129546",E1255N4799,"20","20"
"129547",E1256N4799,"20","20"
"129548",E1258N4799,"20","20"
"129549",E1259N4799,"2","2"
"129550",E1260N4799,"5","5"
"129551",E1261N4799,"2","2"
"129288",E1256N4800,"2","2"
"129289",E1257N4800,"35","35"
"129290",E1259N4800,"2","2"
"129291",E1260N4800,"15","15"
"129045",E1255N4801,"10","10"
"129046",E1259N4801,"10","10"
"129047",E1260N4801,"15","15"
"129806",E1264N4798,"5","5"
"129807",E1269N4798,"15","15"
"129808",E1270N4798,"35","35"
"129809",E1271N4798,"10","10"
"129552",E1269N4799,"30","30"
"129553",E1270N4799,"15","15"
"129554",E1271N4799,"25","25"
"129555",E1272N4799,"35","35"
"129292",E1268N4800,"20","20"
"129293",E1269N4800,"5","5"
"129294",E1270N4800,"2","2"
"129295",E1271N4800,"30","30"
"129296",E1272N4800,"2","2"
"129297",E1273N4800,"5","5"
"129298",E1274N4800,"35","35"
"129299",E1275N4800,"15","15"
"129048",E1269N4801,"15","15"
"129049",E1270N4801,"5","5"
"129050",E1271N4801,"15","15"
"129810",E1272N4798,"2","2"
"130068",E1264N4797,"20","20"
"130069",E1265N4797,"5","5"
"130319",E1264N4796,"30","30"
"130320",E1265N4796,"25","25"
"131067",E1277N4793,"2","2"
"131068",E1279N4793,"10","10"
"131069",E1280N4793,"2","2"
"131066",E1267N4793,"10","10"
"131065",E1266N4793,"25","25"
"130822",E1266N4794,"25","25"
"131064",E1265N4793,"25","25"
"130821",E1265N4794,"25","25"
"130573",E1265N4795,"5","5"
"131063",E1264N4793,"35","35"
"130820",E1264N4794,"35","35"
"130572",E1264N4795,"25","25"
"131062",E1263N4793,"30","30"
"130819",E1263N4794,"15","15"
"130067",E1263N4797,"30","30"
"130318",E1263N4796,"25","25"
"130571",E1263N4795,"25","25"
"130818",E1262N4794,"10","10"
"130066",E1262N4797,"15","15"
"130317",E1262N4796,"10","10"
"130570",E1262N4795,"15","15"
"128157",E1271N4805,"5","5"
"127954",E1271N4806,"5","5"
"127746",E1271N4807,"50","50"
"128820",E1271N4802,"15","15"
"128158",E1272N4805,"2","2"
"127955",E1272N4806,"5","5"
"127747",E1272N4807,"5","5"
"128821",E1272N4802,"20","20"
"128159",E1273N4805,"2","2"
"127956",E1273N4806,"2","2"
"127748",E1273N4807,"2","2"
"128588",E1273N4803,"25","25"
"128822",E1273N4802,"30","30"
"127749",E1274N4807,"20","20"
"128589",E1274N4803,"20","20"
"128823",E1274N4802,"80","80"
"127750",E1275N4807,"2","2"
"128824",E1275N4802,"40","40"
"128373",E1280N4804,"2","2"
"129051",E1273N4801,"15","15"
"129052",E1274N4801,"30","30"
"129053",E1275N4801,"30","30"
"129054",E1276N4801,"15","15"
