fid,crs28992re,num_nonwes
"117369",E1205N4853,72.000
"117370",E1206N4853,102.000
"117371",E1207N4853,48.000
"117373",E1209N4853,104.000
"117374",E1210N4853,106.500
"117375",E1211N4853,73.500
"107901",E1153N4884,26.000
"107900",E1152N4884,62.000
"107899",E1151N4884,15.500
"107898",E1150N4884,0.000
"107897",E1149N4884,19.500
"107896",E1148N4884,-99997.000
"107895",E1147N4884,15.000
"107894",E1146N4884,4.500
"107893",E1145N4884,17.000
"107892",E1144N4884,14.500
"107891",E1143N4884,11.500
"107890",E1142N4884,12.500
"107572",E1153N4885,-94997.150
"107571",E1152N4885,15.500
"107570",E1151N4885,13.000
"107569",E1150N4885,18.000
"107568",E1149N4885,-149995.500
"107567",E1148N4885,13.000
"107566",E1147N4885,15.500
"107565",E1146N4885,-59998.200
"107563",E1144N4885,-54998.350
"107562",E1143N4885,-69997.900
"107561",E1142N4885,5.500
"107260",E1151N4886,-49998.500
"107259",E1150N4886,-49998.500
"108211",E1142N4883,14.000
"108553",E1142N4882,9.500
"105501",E1136N4893,6.000
"105734",E1136N4892,-24999.250
"106751",E1173N4888,30.000
"107009",E1172N4887,21.000
"107010",E1173N4887,20.000
"101520",E1205N4919,11.500
"101521",E1206N4919,10.500
"101522",E1207N4919,23.000
"101523",E1208N4919,-54998.350
"101525",E1210N4919,8.000
"101385",E1203N4920,-19999.400
"101386",E1204N4920,9.500
"101388",E1206N4920,27.000
"101389",E1207N4920,12.000
"101394",E1212N4920,19.000
"101526",E1211N4919,0.000
"101527",E1212N4919,10.000
"101528",E1213N4919,9.000
"101533",E1231N4919,22.000
"101534",E1232N4919,9.000
"101666",E1217N4918,-44998.650
"101667",E1218N4918,-34998.950
"101671",E1230N4918,14.000
"101672",E1231N4918,17.500
"101673",E1232N4918,13.000
"101674",E1233N4918,16.000
"101665",E1214N4918,7.000
"101664",E1213N4918,0.000
"101663",E1212N4918,7.000
"101662",E1211N4918,12.000
"101661",E1210N4918,9.000
"101660",E1209N4918,5.500
"101659",E1207N4918,22.000
"101658",E1206N4918,11.000
"101657",E1205N4918,7.500
"101123",E1208N4922,8.500
"101248",E1208N4921,6.500
"101249",E1209N4921,7.500
"101125",E1211N4922,63.000
"101250",E1211N4921,5.000
"101126",E1212N4922,30.000
"101127",E1213N4922,7.000
"101128",E1214N4922,16.500
"101136",E1222N4922,7.000
"101243",E1203N4921,7.000
"101244",E1204N4921,-44998.650
"101245",E1205N4921,10.000
"101246",E1206N4921,7.000
"101247",E1207N4921,-69997.900
"101118",E1203N4922,8.000
"101119",E1204N4922,8.000
"101120",E1205N4922,9.000
"101121",E1206N4922,-44998.650
"101122",E1207N4922,11.500
"100979",E1203N4923,-74997.750
"100980",E1204N4923,-99997.000
"100982",E1206N4923,-64998.050
"100983",E1207N4923,26.000
"100853",E1203N4924,-29999.100
"100854",E1204N4924,16.000
"100856",E1206N4924,13.500
"100857",E1207N4924,29.000
"100741",E1205N4925,9.000
"100742",E1206N4925,11.500
"100743",E1207N4925,13.000
"100629",E1206N4926,7.000
"100456",E1207N4928,19.500
"100388",E1207N4929,9.500
"100631",E1208N4926,7.000
"100457",E1208N4928,14.500
"100389",E1208N4929,14.000
"100314",E1208N4930,5.500
"100858",E1208N4924,-29999.100
"100984",E1208N4923,25.000
"100744",E1209N4925,22.500
"100632",E1209N4926,18.000
"100458",E1209N4928,12.500
"100390",E1209N4929,12.000
"100315",E1209N4930,9.500
"100859",E1209N4924,27.000
"100985",E1209N4923,10.000
"100745",E1210N4925,30.000
"100633",E1210N4926,36.000
"100542",E1210N4927,-29999.100
"100459",E1210N4928,14.500
"100391",E1210N4929,6.000
"100316",E1210N4930,12.000
"100860",E1210N4924,13.500
"100861",E1211N4924,17.000
"100986",E1211N4923,16.000
"100862",E1212N4924,0.000
"100987",E1212N4923,37.000
"100863",E1213N4924,4.000
"100865",E1215N4924,22.500
"100866",E1216N4924,8.000
"100992",E1218N4923,15.500
"100993",E1219N4923,5.500
"100994",E1220N4923,13.000
"100634",E1211N4926,-54998.350
"100746",E1212N4925,10.000
"100636",E1213N4926,13.500
"100748",E1214N4925,6.500
"100749",E1215N4925,11.500
"100638",E1215N4926,12.000
"100750",E1216N4925,21.000
"100639",E1216N4926,9.000
"100751",E1217N4925,-34998.950
"100752",E1218N4925,10.000
"100642",E1219N4926,11.000
"100753",E1219N4925,9.000
"100643",E1220N4926,-74997.750
"100644",E1221N4926,25.000
"100755",E1221N4925,9.000
"100645",E1222N4926,6.500
"100756",E1222N4925,6.500
"100757",E1223N4925,-29999.100
"100867",E1218N4924,18.500
"100868",E1219N4924,8.000
"100869",E1220N4924,-29999.100
"100870",E1221N4924,9.000
"100871",E1222N4924,16.000
"100460",E1211N4928,18.000
"100318",E1212N4930,7.000
"100393",E1212N4929,8.000
"100319",E1213N4930,8.000
"100394",E1213N4929,0.000
"100462",E1213N4928,8.000
"100320",E1214N4930,18.000
"100395",E1214N4929,17.000
"100463",E1214N4928,15.500
"100545",E1214N4927,-29999.100
"100321",E1215N4930,8.000
"100396",E1215N4929,13.000
"100464",E1215N4928,-29999.100
"100546",E1215N4927,12.000
"100322",E1216N4930,-24999.250
"100397",E1216N4929,12.000
"100465",E1216N4928,-74997.750
"100547",E1216N4927,9.500
"100466",E1217N4928,-19999.400
"100399",E1218N4929,9.000
"100467",E1218N4928,9.000
"100549",E1218N4927,12.000
"100468",E1219N4928,10.000
"100550",E1219N4927,12.500
"100551",E1220N4927,12.500
"100552",E1221N4927,8.000
"107908",E1163N4884,12.500
"107582",E1163N4885,45.000
"107266",E1163N4886,21.000
"107909",E1164N4884,39.000
"107583",E1164N4885,49.000
"107267",E1164N4886,12.000
"107910",E1165N4884,12.500
"107584",E1165N4885,-84997.450
"107268",E1165N4886,-34998.950
"107911",E1166N4884,18.000
"107585",E1166N4885,0.000
"107269",E1166N4886,-29999.100
"107912",E1167N4884,39.000
"107586",E1167N4885,0.000
"107270",E1167N4886,-29999.100
"107913",E1168N4884,23.000
"107587",E1168N4885,12.500
"107271",E1168N4886,9.000
"107588",E1169N4885,3.500
"107914",E1170N4884,-59998.200
"107589",E1170N4885,13.000
"107272",E1170N4886,18.000
"107915",E1171N4884,9.000
"107590",E1171N4885,13.000
"107273",E1171N4886,5.500
"107916",E1172N4884,-24999.250
"107591",E1172N4885,18.000
"107274",E1172N4886,7.000
"107917",E1173N4884,9.000
"107592",E1173N4885,52.000
"107275",E1173N4886,15.000
"107265",E1161N4886,4.500
"107264",E1160N4886,15.000
"107263",E1159N4886,7.500
"107261",E1154N4886,-24999.250
"107906",E1161N4884,32.000
"107579",E1160N4885,18.000
"107905",E1160N4884,24.000
"107578",E1159N4885,18.000
"107904",E1159N4884,18.000
"107577",E1158N4885,11.000
"107576",E1157N4885,33.000
"107575",E1156N4885,13.000
"107574",E1155N4885,-74997.750
"107573",E1154N4885,13.500
"107902",E1154N4884,23.000
"107581",E1162N4885,78.000
"107907",E1162N4884,-134995.950
"107580",E1161N4885,-54998.350
"102053",E1217N4915,20.000
"102189",E1217N4914,8.500
"102054",E1218N4915,11.500
"102190",E1218N4914,17.000
"102055",E1219N4915,7.500
"102191",E1219N4914,14.000
"102056",E1220N4915,21.000
"102060",E1228N4915,23.000
"102061",E1229N4915,21.000
"102062",E1230N4915,-29999.100
"102063",E1231N4915,9.500
"102064",E1232N4915,18.500
"102066",E1234N4915,28.000
"102067",E1235N4915,18.000
"102068",E1236N4915,20.000
"102069",E1237N4915,-104996.850
"102192",E1220N4914,0.000
"102194",E1227N4914,-39998.800
"102195",E1228N4914,11.000
"102196",E1229N4914,8.000
"102197",E1230N4914,0.000
"102198",E1231N4914,14.500
"102199",E1233N4914,39.000
"102200",E1234N4914,22.500
"102201",E1235N4914,13.000
"102202",E1236N4914,7.000
"101921",E1208N4916,13.000
"101795",E1208N4917,14.000
"101922",E1209N4916,-84997.450
"101796",E1209N4917,7.500
"102046",E1209N4915,5.000
"101923",E1210N4916,17.000
"101797",E1210N4917,10.500
"102047",E1210N4915,23.000
"101924",E1211N4916,23.000
"101798",E1211N4917,14.000
"102048",E1211N4915,10.500
"102183",E1211N4914,22.000
"101925",E1212N4916,12.000
"101799",E1212N4917,12.000
"102329",E1213N4913,5.000
"102185",E1213N4914,-34998.950
"101800",E1213N4917,14.500
"102330",E1214N4913,8.000
"102186",E1214N4914,18.000
"102050",E1214N4915,7.000
"101801",E1214N4917,-39998.800
"102331",E1215N4913,-44998.650
"102187",E1215N4914,10.500
"101927",E1215N4916,-29999.100
"102332",E1216N4913,7.500
"102188",E1216N4914,12.000
"102052",E1216N4915,40.500
"101802",E1216N4917,-49998.500
"101928",E1216N4916,6.000
"101794",E1207N4917,11.500
"101793",E1206N4917,8.000
"102049",E1212N4915,-99997.000
"102184",E1212N4914,8.000
"102328",E1212N4913,8.000
"104928",E1237N4896,8.000
"104189",E1237N4900,22.000
"104929",E1238N4896,7.000
"104734",E1238N4897,9.000
"104190",E1238N4900,48.000
"104930",E1239N4896,5.000
"104735",E1239N4897,5.000
"104191",E1239N4900,12.000
"104354",E1239N4899,21.000
"104192",E1240N4900,6.000
"104355",E1240N4899,23.500
"104524",E1240N4898,21.000
"104932",E1241N4896,5.500
"104193",E1241N4900,14.000
"104356",E1241N4899,15.000
"104525",E1241N4898,10.000
"101929",E1217N4916,21.000
"101803",E1217N4917,6.000
"101930",E1218N4916,11.500
"101804",E1218N4917,-34998.950
"101931",E1219N4916,-49998.500
"101937",E1230N4916,16.000
"101809",E1230N4917,36.000
"101938",E1231N4916,16.000
"101810",E1231N4917,13.500
"101939",E1232N4916,11.000
"101811",E1232N4917,22.000
"101940",E1233N4916,10.000
"101812",E1233N4917,13.500
"101941",E1234N4916,-149995.500
"101813",E1234N4917,20.000
"101814",E1235N4917,-24999.250
"101942",E1235N4916,20.000
"101943",E1236N4916,-74997.750
"102333",E1217N4913,7.500
"102334",E1218N4913,10.000
"102335",E1219N4913,17.000
"102336",E1220N4913,11.000
"102337",E1221N4913,-124996.250
"102340",E1227N4913,22.500
"102341",E1228N4913,13.000
"102342",E1229N4913,5.000
"102343",E1230N4913,6.500
"102344",E1231N4913,9.500
"102345",E1232N4913,6.000
"102346",E1233N4913,57.000
"102347",E1234N4913,13.500
"102348",E1235N4913,13.000
"102350",E1238N4913,0.000
"102351",E1239N4913,27.000
"105994",E1208N4891,47.000
"105099",E1208N4895,36.000
"104914",E1208N4896,42.000
"105995",E1209N4891,102.000
"105100",E1209N4895,42.000
"104915",E1209N4896,21.000
"105996",E1210N4891,37.000
"105997",E1211N4891,16.000
"105102",E1211N4895,73.500
"105515",E1212N4893,51.000
"105744",E1208N4892,30.000
"105745",E1209N4892,17.000
"105746",E1210N4892,17.500
"105747",E1211N4892,23.000
"105748",E1212N4892,25.000
"106251",E1210N4890,40.000
"106252",E1211N4890,26.000
"106498",E1210N4889,44.000
"106499",E1211N4889,33.000
"106500",E1212N4889,10.000
"104922",E1227N4896,25.500
"104923",E1228N4896,10.500
"104924",E1229N4896,0.000
"104728",E1227N4897,10.000
"104729",E1228N4897,12.000
"104730",E1229N4897,12.500
"104731",E1230N4897,-34998.950
"104519",E1227N4898,10.500
"104520",E1228N4898,22.000
"104521",E1229N4898,22.000
"104522",E1230N4898,12.000
"104348",E1227N4899,-89997.300
"104349",E1228N4899,12.500
"104350",E1229N4899,35.000
"104351",E1230N4899,28.000
"104181",E1226N4900,-64998.050
"104182",E1227N4900,12.500
"104183",E1228N4900,14.000
"104184",E1229N4900,37.000
"104185",E1230N4900,21.000
"104022",E1225N4901,5.000
"104023",E1226N4901,11.500
"104024",E1227N4901,9.000
"104025",E1228N4901,13.000
"104026",E1229N4901,12.500
"104021",E1222N4901,6.000
"104178",E1222N4900,24.000
"104347",E1222N4899,28.000
"104517",E1222N4898,20.000
"104177",E1221N4900,11.000
"104346",E1221N4899,18.000
"104516",E1221N4898,11.000
"103306",E1225N4906,9.000
"103025",E1225N4908,32.000
"103866",E1225N4902,-14999.550
"103171",E1226N4907,23.000
"103867",E1226N4902,-94997.150
"103868",E1227N4902,14.000
"103724",E1227N4903,8.000
"103027",E1227N4908,33.500
"103172",E1227N4907,6.000
"103308",E1227N4906,-64998.050
"103869",E1228N4902,30.000
"103725",E1228N4903,7.500
"103028",E1228N4908,24.000
"103173",E1228N4907,41.000
"103309",E1228N4906,6.500
"103870",E1229N4902,7.500
"103726",E1229N4903,9.500
"103310",E1229N4906,13.000
"103029",E1229N4908,13.500
"103174",E1229N4907,9.500
"103871",E1230N4902,14.500
"103727",E1230N4903,5.000
"103311",E1230N4906,18.000
"103030",E1230N4908,13.000
"103175",E1230N4907,28.000
"103728",E1231N4903,5.500
"103312",E1231N4906,-64998.050
"103031",E1231N4908,10.500
"103176",E1231N4907,-34998.950
"103865",E1222N4902,16.000
"103864",E1221N4902,32.000
"103721",E1220N4903,7.000
"102598",E1214N4911,7.000
"102463",E1214N4912,11.000
"102464",E1215N4912,4.000
"102599",E1216N4911,8.000
"102465",E1216N4912,17.000
"102600",E1217N4911,19.500
"102466",E1217N4912,10.500
"102601",E1218N4911,14.000
"102602",E1219N4911,16.000
"102468",E1219N4912,22.500
"102603",E1220N4911,9.000
"102469",E1220N4912,5.000
"102604",E1221N4911,18.500
"102470",E1221N4912,18.500
"102607",E1225N4911,9.000
"102608",E1226N4911,34.000
"102472",E1226N4912,6.000
"102609",E1227N4911,12.500
"102473",E1227N4912,18.000
"102610",E1228N4911,13.500
"102474",E1228N4912,15.500
"102611",E1229N4911,0.000
"102475",E1229N4912,13.500
"102612",E1230N4911,44.000
"102476",E1230N4912,9.500
"102613",E1231N4911,28.000
"102477",E1232N4912,18.000
"102478",E1233N4912,34.000
"102479",E1234N4912,9.000
"102462",E1213N4912,10.000
"102461",E1212N4912,5.500
"102621",E1242N4911,25.000
"102485",E1241N4912,9.000
"102620",E1241N4911,18.000
"102484",E1240N4912,33.000
"102619",E1240N4911,35.000
"102483",E1239N4912,0.000
"102618",E1239N4911,7.000
"102482",E1238N4912,18.000
"102617",E1238N4911,14.000
"102481",E1237N4912,-49998.500
"102480",E1235N4912,20.000
"132732",E1267N4787,5.000
"133036",E1267N4786,11.000
"132733",E1269N4787,9.000
"133037",E1269N4786,9.000
"133038",E1270N4786,21.000
"132734",E1271N4787,-34998.950
"133039",E1271N4786,13.000
"132735",E1272N4787,-39998.800
"133040",E1272N4786,13.500
"132736",E1273N4787,9.000
"133041",E1273N4786,-74997.750
"132737",E1274N4787,15.000
"133042",E1274N4786,34.000
"132738",E1275N4787,5.500
"133043",E1275N4786,16.000
"132740",E1277N4787,-49998.500
"132741",E1279N4787,7.500
"132742",E1280N4787,-59998.200
"132743",E1281N4787,11.000
"132744",E1282N4787,-49998.500
"133044",E1276N4786,13.000
"133045",E1277N4786,18.500
"133046",E1278N4786,0.000
"133047",E1279N4786,12.500
"133048",E1280N4786,15.500
"133049",E1281N4786,10.500
"133050",E1282N4786,-84997.450
"134406",E1281N4781,3.500
"134405",E1280N4781,9.000
"134404",E1279N4781,6.000
"134403",E1278N4781,-54998.350
"134402",E1277N4781,8.000
"134401",E1276N4781,-9999.700
"134399",E1271N4781,11.000
"134398",E1270N4781,28.000
"134397",E1269N4781,22.000
"134396",E1268N4781,6.000
"134395",E1267N4781,24.000
"134394",E1266N4781,12.000
"134393",E1265N4781,8.000
"134392",E1264N4781,8.500
"134172",E1281N4782,-49998.500
"134171",E1280N4782,14.500
"134170",E1279N4782,13.000
"134169",E1278N4782,27.000
"134168",E1277N4782,19.000
"134167",E1276N4782,5.500
"134166",E1275N4782,26.000
"134165",E1274N4782,21.000
"134164",E1273N4782,-24999.250
"134163",E1271N4782,10.500
"134162",E1270N4782,13.000
"134161",E1269N4782,7.500
"134160",E1268N4782,10.000
"134159",E1267N4782,11.000
"134158",E1266N4782,14.000
"134157",E1265N4782,10.000
"134156",E1264N4782,12.000
"134155",E1263N4782,-14999.550
"134154",E1249N4782,11.000
"134617",E1264N4780,-34998.950
"134618",E1265N4780,11.500
"134619",E1266N4780,7.500
"134620",E1267N4780,15.000
"134621",E1268N4780,12.000
"134622",E1269N4780,11.000
"134623",E1270N4780,12.500
"134624",E1271N4780,7.000
"134827",E1254N4779,-24999.250
"134828",E1265N4779,-54998.350
"134830",E1267N4779,5.000
"133877",E1264N4783,76.000
"133612",E1264N4784,22.000
"133613",E1265N4784,10.000
"133879",E1266N4783,-109996.700
"133614",E1266N4784,19.500
"133880",E1267N4783,-69997.900
"133615",E1267N4784,22.500
"133881",E1268N4783,-84997.450
"133616",E1268N4784,7.500
"133882",E1269N4783,-29999.100
"133883",E1270N4783,19.000
"133617",E1270N4784,-44998.650
"133884",E1271N4783,14.000
"133618",E1271N4784,13.000
"133619",E1272N4784,25.000
"133885",E1273N4783,-14999.550
"133620",E1273N4784,8.500
"133886",E1274N4783,16.000
"133621",E1274N4784,0.000
"133622",E1275N4784,-39998.800
"133887",E1275N4783,-104996.850
"133623",E1276N4784,-59998.200
"133888",E1276N4783,14.000
"133889",E1277N4783,9.500
"133624",E1278N4784,-39998.800
"133890",E1278N4783,8.000
"133625",E1279N4784,9.500
"133891",E1279N4783,13.000
"133626",E1280N4784,24.000
"133892",E1280N4783,6.000
"133627",E1281N4784,8.500
"133893",E1281N4783,14.000
"133628",E1282N4784,5.000
"133611",E1263N4784,12.500
"133876",E1263N4783,10.500
"133610",E1262N4784,-44998.650
"133875",E1249N4783,-44998.650
"132444",E1264N4788,20.500
"132729",E1264N4787,12.000
"133033",E1264N4786,12.000
"133320",E1264N4785,6.500
"132151",E1265N4789,7.000
"132445",E1265N4788,17.500
"132730",E1265N4787,17.500
"133034",E1265N4786,-64998.050
"133321",E1265N4785,13.000
"132152",E1266N4789,18.000
"132446",E1266N4788,10.500
"132731",E1266N4787,16.000
"133035",E1266N4786,-34998.950
"133322",E1266N4785,15.500
"133323",E1267N4785,16.500
"133324",E1268N4785,6.500
"133325",E1269N4785,9.000
"133326",E1271N4785,55.000
"133327",E1272N4785,20.000
"133328",E1273N4785,11.000
"133329",E1274N4785,21.500
"133330",E1275N4785,26.000
"133331",E1276N4785,10.000
"133332",E1278N4785,-29999.100
"133333",E1279N4785,18.000
"133334",E1280N4785,-64998.050
"133335",E1281N4785,7.500
"133336",E1282N4785,-69997.900
"132149",E1263N4789,20.500
"132148",E1262N4789,0.000
"132147",E1261N4789,0.000
"132146",E1260N4789,17.500
"132145",E1257N4789,127.500
"132144",E1256N4789,134.000
"132143",E1255N4789,16.000
"132443",E1263N4788,-194994.150
"132728",E1263N4787,11.000
"133032",E1263N4786,13.000
"133319",E1263N4785,6.500
"132442",E1262N4788,0.000
"132727",E1262N4787,20.000
"133031",E1262N4786,-149995.500
"133318",E1262N4785,-14999.550
"132441",E1261N4788,0.000
"132726",E1261N4787,22.000
"133030",E1261N4786,0.000
"132440",E1260N4788,19.000
"132725",E1260N4787,-19999.400
"132439",E1255N4788,18.500
"132447",E1267N4788,-94997.150
"132153",E1268N4789,10.500
"132448",E1268N4788,6.000
"132154",E1269N4789,22.000
"132449",E1269N4788,24.000
"132155",E1270N4789,11.500
"132450",E1270N4788,14.000
"132451",E1271N4788,-64998.050
"132156",E1272N4789,-44998.650
"132452",E1272N4788,8.500
"132157",E1274N4789,-39998.800
"132158",E1275N4789,10.000
"132159",E1276N4789,5.500
"132453",E1276N4788,0.000
"132160",E1277N4789,0.000
"132454",E1277N4788,14.500
"132162",E1279N4789,14.000
"132455",E1279N4788,9.500
"132163",E1280N4789,23.000
"132456",E1280N4788,16.000
"132164",E1281N4789,21.000
"132457",E1281N4788,8.500
"132165",E1282N4789,19.000
"132458",E1282N4788,-64998.050
"132166",E1283N4789,9.500
"132459",E1283N4788,10.000
"131863",E1254N4790,18.000
"131864",E1256N4790,32.500
"131865",E1257N4790,20.000
"131866",E1259N4790,-29999.100
"131867",E1260N4790,-69997.900
"131868",E1261N4790,-59998.200
"131869",E1262N4790,6.000
"131870",E1263N4790,0.000
"131871",E1264N4790,10.500
"131872",E1265N4790,20.000
"131873",E1266N4790,-14999.550
"131582",E1258N4791,11.500
"131583",E1259N4791,15.500
"131584",E1260N4791,8.000
"131305",E1258N4792,0.000
"131306",E1259N4792,21.000
"131307",E1260N4792,12.500
"131308",E1261N4792,0.000
"131874",E1268N4790,17.000
"131875",E1269N4790,13.000
"131876",E1270N4790,14.500
"131877",E1271N4790,25.000
"131878",E1272N4790,17.500
"131879",E1273N4790,9.500
"131880",E1274N4790,20.000
"131881",E1275N4790,19.000
"131882",E1276N4790,19.500
"131883",E1277N4790,31.000
"131884",E1279N4790,9.500
"131885",E1280N4790,17.000
"131886",E1281N4790,-39998.800
"131887",E1282N4790,19.500
"131888",E1283N4790,10.000
"131889",E1284N4790,11.500
"131890",E1285N4790,16.000
"131598",E1279N4791,22.000
"131597",E1277N4791,20.000
"131596",E1276N4791,27.000
"131595",E1275N4791,7.500
"131594",E1274N4791,9.500
"131593",E1273N4791,12.500
"131592",E1272N4791,-124996.250
"131591",E1271N4791,16.500
"131590",E1270N4791,13.000
"131589",E1269N4791,-9999.700
"131588",E1267N4791,11.500
"131587",E1266N4791,6.000
"131586",E1265N4791,6.000
"131585",E1264N4791,6.000
"131328",E1285N4792,-34998.950
"131327",E1284N4792,15.500
"131326",E1283N4792,9.000
"131325",E1282N4792,14.500
"131324",E1281N4792,16.500
"131323",E1280N4792,13.500
"131322",E1279N4792,13.000
"131321",E1277N4792,51.000
"131320",E1276N4792,16.500
"131319",E1275N4792,27.000
"131318",E1274N4792,16.500
"131317",E1273N4792,0.000
"131316",E1272N4792,-84997.450
"131315",E1271N4792,11.000
"131313",E1268N4792,-9999.700
"131312",E1267N4792,8.500
"131311",E1266N4792,11.500
"131310",E1265N4792,7.000
"131309",E1263N4792,8.000
"131599",E1280N4791,9.000
"131600",E1281N4791,29.000
"131601",E1282N4791,23.000
"131602",E1283N4791,19.500
"131603",E1284N4791,14.500
"131604",E1285N4791,13.000
"129557",E1295N4799,8.500
"130072",E1295N4797,17.000
"129301",E1296N4800,-39998.800
"129558",E1296N4799,-64998.050
"130073",E1296N4797,21.000
"130323",E1297N4796,11.500
"130074",E1297N4797,12.000
"129815",E1297N4798,-59998.200
"129302",E1297N4800,-24999.250
"130576",E1299N4795,-39998.800
"130575",E1298N4795,-54998.350
"130324",E1298N4796,7.500
"130075",E1298N4797,-14999.550
"129817",E1299N4798,5.000
"129816",E1298N4798,6.500
"129561",E1299N4799,-14999.550
"129560",E1298N4799,5.500
"129303",E1298N4800,5.000
"129056",E1298N4801,11.000
"131057",E1257N4793,-104996.850
"131058",E1258N4793,0.000
"131059",E1259N4793,14.000
"131060",E1260N4793,18.500
"131061",E1261N4793,0.000
"130813",E1257N4794,-89997.300
"130814",E1258N4794,18.000
"130815",E1259N4794,13.000
"130816",E1260N4794,0.000
"130817",E1261N4794,13.000
"130567",E1259N4795,-94997.150
"130568",E1260N4795,9.000
"130316",E1261N4796,24.000
"130064",E1255N4797,5.500
"130065",E1256N4797,17.500
"129802",E1255N4798,19.000
"129803",E1256N4798,15.000
"129804",E1257N4798,0.000
"129805",E1258N4798,0.000
"129546",E1255N4799,25.000
"129547",E1256N4799,25.000
"129548",E1258N4799,35.500
"129549",E1259N4799,-14999.550
"129550",E1260N4799,-24999.250
"129551",E1261N4799,-39998.800
"129289",E1257N4800,43.000
"129290",E1259N4800,-19999.400
"129291",E1260N4800,12.000
"129045",E1255N4801,15.500
"129046",E1259N4801,5.000
"129047",E1260N4801,8.000
"129806",E1264N4798,-34998.950
"129807",E1269N4798,18.000
"129808",E1270N4798,36.000
"129809",E1271N4798,14.000
"129552",E1269N4799,25.000
"129553",E1270N4799,8.500
"129554",E1271N4799,40.500
"129555",E1272N4799,43.500
"129292",E1268N4800,11.500
"129293",E1269N4800,32.000
"129294",E1270N4800,7.000
"129295",E1271N4800,39.000
"129296",E1272N4800,16.500
"129298",E1274N4800,34.500
"129299",E1275N4800,7.000
"129048",E1269N4801,11.000
"129049",E1270N4801,8.000
"129050",E1271N4801,24.000
"130068",E1264N4797,0.000
"130069",E1265N4797,-44998.650
"130319",E1264N4796,10.500
"130320",E1265N4796,21.000
"131069",E1280N4793,-29999.100
"131066",E1267N4793,8.000
"131065",E1266N4793,9.500
"130822",E1266N4794,-59998.200
"131064",E1265N4793,9.500
"130821",E1265N4794,9.500
"131063",E1264N4793,8.000
"130820",E1264N4794,14.000
"130572",E1264N4795,16.000
"131062",E1263N4793,9.500
"130819",E1263N4794,9.000
"130067",E1263N4797,19.000
"130318",E1263N4796,9.500
"130571",E1263N4795,9.500
"130818",E1262N4794,-64998.050
"130066",E1262N4797,-39998.800
"130317",E1262N4796,8.000
"130570",E1262N4795,14.000
"128157",E1271N4805,-84997.450
"127954",E1271N4806,9.000
"127746",E1271N4807,13.000
"128820",E1271N4802,12.500
"128158",E1272N4805,-29999.100
"127955",E1272N4806,14.500
"127747",E1272N4807,17.500
"128821",E1272N4802,31.000
"127956",E1273N4806,7.000
"127748",E1273N4807,14.000
"128588",E1273N4803,36.000
"128822",E1273N4802,26.000
"127749",E1274N4807,-39998.800
"128589",E1274N4803,33.000
"128823",E1274N4802,11.500
"127750",E1275N4807,-39998.800
"129051",E1273N4801,19.500
"129052",E1274N4801,31.500
"129053",E1275N4801,33.000
"129054",E1276N4801,8.000
"128816",E1255N4802,-114996.550
"128817",E1256N4802,33.000
"128818",E1257N4802,10.500
"128579",E1255N4803,0.000
"128580",E1256N4803,-134995.950
"128581",E1257N4803,0.000
"128582",E1258N4803,22.000
"128363",E1255N4804,-149995.500
"128364",E1256N4804,22.500
"128365",E1257N4804,-239992.800
"128147",E1255N4805,22.000
"128148",E1256N4805,-39998.800
"128149",E1257N4805,42.000
"127945",E1255N4806,23.000
"127946",E1256N4806,23.000
"127737",E1257N4807,12.000
"127523",E1255N4808,-84997.450
"127318",E1255N4809,-29999.100
"127319",E1258N4809,7.000
"127320",E1259N4809,-19999.400
"128584",E1266N4803,-49998.500
"128585",E1267N4803,6.000
"128587",E1269N4803,-19999.400
"128367",E1265N4804,9.000
"128368",E1266N4804,10.000
"128369",E1267N4804,-99997.000
"128370",E1268N4804,8.000
"128371",E1269N4804,10.500
"128372",E1270N4804,-14999.550
"128150",E1264N4805,-39998.800
"128151",E1265N4805,-29999.100
"128152",E1266N4805,-79997.600
"128153",E1267N4805,7.500
"128154",E1268N4805,6.000
"128155",E1269N4805,-69997.900
"128156",E1270N4805,-94997.150
"127947",E1263N4806,7.000
"127948",E1264N4806,10.000
"127949",E1266N4806,-54998.350
"127950",E1267N4806,-44998.650
"127951",E1268N4806,7.000
"127952",E1269N4806,-79997.600
"127953",E1270N4806,13.000
"127738",E1263N4807,-104996.850
"127739",E1264N4807,10.000
"127740",E1265N4807,25.500
"127741",E1266N4807,7.500
"127742",E1267N4807,-9999.700
"127743",E1268N4807,7.000
"127744",E1269N4807,0.000
"127745",E1270N4807,12.000
"127529",E1267N4808,-169994.900
"127326",E1267N4809,-29999.100
"127530",E1268N4808,0.000
"127327",E1268N4809,-29999.100
"127531",E1269N4808,-94997.150
"127328",E1269N4809,28.500
"127532",E1270N4808,21.000
"127329",E1270N4809,37.000
"127533",E1271N4808,20.500
"127330",E1271N4809,6.000
"127534",E1272N4808,7.500
"127331",E1273N4809,34.000
"127332",E1274N4809,16.000
"127536",E1274N4808,20.500
"127333",E1275N4809,-19999.400
"127537",E1275N4808,12.000
"127334",E1276N4809,20.000
"127538",E1276N4808,-24999.250
"127335",E1277N4809,12.500
"127539",E1277N4808,-14999.550
"127336",E1278N4809,15.000
"127540",E1278N4808,4.500
"127337",E1279N4809,15.000
"127325",E1266N4809,-74997.750
"127528",E1266N4808,-19999.400
"127324",E1265N4809,17.000
